Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
5,Julian Knowle,Q,Nicklas Timfjord,64 26 61,seoul,88,Great Britain F2,1999,futures
5,Julian Knowle,Q,Andreas Vinciguerra,61 61,seoul,88,Great Britain F2,1999,futures
Q,Nicklas Timfjord,,Gilles Elseneer,62 36 76,seoul,88,Great Britain F2,1999,futures
5,Julian Knowle,,Martijn Belgraver,64 62,seoul,88,Great Britain F2,1999,futures
Q,Nicklas Timfjord,8,Eyal Erlich,62 76,seoul,88,Great Britain F2,1999,futures
,Gilles Elseneer,WC,Tom Spinks,62 63,seoul,88,Great Britain F2,1999,futures
Q,Andreas Vinciguerra,Q,Johan Settergren,67 76 64,seoul,88,Great Britain F2,1999,futures
,Martijn Belgraver,4,Borut Urh,67 76 62,seoul,88,Great Britain F2,1999,futures
5,Julian Knowle,,Alexander Popp,62 62,seoul,88,Great Britain F2,1999,futures
8,Eyal Erlich,,Marc Merry,26 76 62,seoul,88,Great Britain F2,1999,futures
,Gilles Elseneer,,Regis Lavergne,63 36 76,seoul,88,Great Britain F2,1999,futures
Q,Johan Settergren,Q,Jan Hermansson,63 46 64,seoul,88,Great Britain F2,1999,futures
WC,Tom Spinks,,Fredrik Loven,64 57 75,seoul,88,Great Britain F2,1999,futures
Q,Nicklas Timfjord,WC,David Sherwood,46 62 62,seoul,88,Great Britain F2,1999,futures
Q,Andreas Vinciguerra,Q,Daniel Merkert,76 46 63,seoul,88,Great Britain F2,1999,futures
Q,Nicklas Timfjord,1,Miles MacLagan,26 16,seoul,88,Great Britain F2,1999,futures
Q,Jan Hermansson,2,Ben Ellwood,64 62,seoul,88,Great Britain F2,1999,futures
,Gilles Elseneer,3,Ivan Ljubicic,46 76 64,seoul,88,Great Britain F2,1999,futures
4,Borut Urh,,Martin Stepanek,76 36 61,seoul,88,Great Britain F2,1999,futures
5,Julian Knowle,,Yuri Schukin,36 61 62,seoul,88,Great Britain F2,1999,futures
WC,Tom Spinks,6,Petr Dezort,63 67 76,seoul,88,Great Britain F2,1999,futures
Q,Andreas Vinciguerra,7,Federico Rovai,63 63,seoul,88,Great Britain F2,1999,futures
8,Eyal Erlich,,Martin Verkerk,64 76,seoul,88,Great Britain F2,1999,futures
,Martijn Belgraver,Q,Simon Blanc,46 63 62,seoul,88,Great Britain F2,1999,futures
,Regis Lavergne,,Nick Gould,43 (RET),seoul,88,Great Britain F2,1999,futures
,Fredrik Loven,WC,Iain Bates,61 63,seoul,88,Great Britain F2,1999,futures
Q,Daniel Merkert,Q,Leos Friedl,64 64,seoul,88,Great Britain F2,1999,futures
,Marc Merry,,David Skoch,75 62,seoul,88,Great Britain F2,1999,futures
,Alexander Popp,WC,Paul Hand,64 64,seoul,88,Great Britain F2,1999,futures
Q,Johan Settergren,Q,Frantisek Cermak,57 64 63,seoul,88,Great Britain F2,1999,futures
WC,David Sherwood,LL,Raviv Weidenfeld,67 62 62,seoul,88,Great Britain F2,1999,futures
4) W,Ivan Ljubicic,,Ivaylo Traykov,63 67 62,berkeley,219,Croatia F1,1999,futures
4) W,Ivan Ljubicic,8,Boris Borgula,76 76,berkeley,219,Croatia F1,1999,futures
,Ivaylo Traykov,7,Nir Welgreen,46 76 64,berkeley,219,Croatia F1,1999,futures
4) W,Ivan Ljubicic,,Zeljko Krajan,64 63,berkeley,219,Croatia F1,1999,futures
7,Nir Welgreen,,Jonathan Erlich,62 76,berkeley,219,Croatia F1,1999,futures
8,Boris Borgula,,Giorgio Galimberti,63 46 60,berkeley,219,Croatia F1,1999,futures
,Ivaylo Traykov,Q,Ignacio Truyol,75 64,berkeley,219,Croatia F1,1999,futures
,Jonathan Erlich,1,Iztok Bozic,64 67 76,berkeley,219,Croatia F1,1999,futures
4) W,Ivan Ljubicic,WC,Luka Kutanjac,67 61 62,berkeley,219,Croatia F1,1999,futures
