Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
2,Inigo Cervantes,1,Javier Genaro-Martinez,62 63,guaruja,237,Spain F1,2009,futures
1,Javier Genaro-Martinez,,Marco Mirnegg,64 63,guaruja,237,Spain F1,2009,futures
2,Inigo Cervantes,,Gerard Granollers,61 674 61,guaruja,237,Spain F1,2009,futures
1,Javier Genaro-Martinez,Q,Georgi Rumenov Payakov,75 75,guaruja,237,Spain F1,2009,futures
2,Inigo Cervantes,7,Pablo Martin-Adalia,64 675 61,guaruja,237,Spain F1,2009,futures
,Marco Mirnegg,3) ,Augustin Gensse,64 75,guaruja,237,Spain F1,2009,futures
,Gerard Granollers,8,Photos Kallias,46 769 63,guaruja,237,Spain F1,2009,futures
1,Javier Genaro-Martinez,Q,Marc Giner,63 62,guaruja,237,Spain F1,2009,futures
2,Inigo Cervantes,Q,Carlos Cuenca-Navarro,62 36 64,guaruja,237,Spain F1,2009,futures
3) ,Augustin Gensse,,Marcelo Palacios-Siegenthale,64 63,guaruja,237,Spain F1,2009,futures
7,Pablo Martin-Adalia,,Carlos Calderon-Rodriguez,63 63,guaruja,237,Spain F1,2009,futures
8,Photos Kallias,,Javier Marti,64 75,guaruja,237,Spain F1,2009,futures
,Gerard Granollers,,Andoni Vivanco-Guzman,62 36 63,guaruja,237,Spain F1,2009,futures
,Marco Mirnegg,,Marius Zay,63 64,guaruja,237,Spain F1,2009,futures
Q,Georgi Rumenov Payakov,Q,Krisztian Krocsko,60 75,guaruja,237,Spain F1,2009,futures
1,Javier Genaro-Martinez,WC,Pablo Lijo Santos,60 63,guaruja,237,Spain F1,2009,futures
2,Inigo Cervantes,WC,Salvador Rodriguez-Mayoralas,62 61,guaruja,237,Spain F1,2009,futures
3) ,Augustin Gensse,PR,Herbert Wiltschnig,60 63,guaruja,237,Spain F1,2009,futures
Q,Krisztian Krocsko,5,Ignacio Coll-Riudavets,16 765 (RET),guaruja,237,Spain F1,2009,futures
,Marius Zay,6,Dustin Brown,63 64,guaruja,237,Spain F1,2009,futures
7,Pablo Martin-Adalia,Q,Steven Diez,62 64,guaruja,237,Spain F1,2009,futures
8,Photos Kallias,,David Rice,63 62,guaruja,237,Spain F1,2009,futures
,Carlos Calderon-Rodriguez,WC,Anton Peskov,62 61,guaruja,237,Spain F1,2009,futures
Q,Carlos Cuenca-Navarro,WC,Cristian Gonzalez Mendez,60 62,guaruja,237,Spain F1,2009,futures
Q,Marc Giner,Q,Alexander Lobkov,62 64,guaruja,237,Spain F1,2009,futures
,Gerard Granollers,,Agustin Boje-Ordonez,75 57 61,guaruja,237,Spain F1,2009,futures
,Javier Marti,,Alberto Giraudo,62 765,guaruja,237,Spain F1,2009,futures
,Marco Mirnegg,,Bruno Rodriguez,63 64,guaruja,237,Spain F1,2009,futures
,Marcelo Palacios-Siegenthale,,Thomas Cazes-Carrere,62 767,guaruja,237,Spain F1,2009,futures
Q,Georgi Rumenov Payakov,Q,Dmitri Perevoshchikov,64 64,guaruja,237,Spain F1,2009,futures
,Andoni Vivanco-Guzman,,Sergio Gutierrez-Ferrol,64 60,guaruja,237,Spain F1,2009,futures
3,Lukas Lacko,,Scott Oudsema,765 57 63,seoul,88,Great Britain F2,2009,futures
3,Lukas Lacko,5,Stephane Robert,764 62,seoul,88,Great Britain F2,2009,futures
,Scott Oudsema,,Daniel Evans,63 64,seoul,88,Great Britain F2,2009,futures
3,Lukas Lacko,WC,Joshua Milton,63 62,seoul,88,Great Britain F2,2009,futures
5,Stephane Robert,,Matthew Illingworth,60 62,seoul,88,Great Britain F2,2009,futures
,Daniel Evans,,Chris Eaton,63 62,seoul,88,Great Britain F2,2009,futures
,Scott Oudsema,,Colin Fleming,764 63,seoul,88,Great Britain F2,2009,futures
,Colin Fleming,1,Richard Bloomfield,64 63,seoul,88,Great Britain F2,2009,futures
,Matthew Illingworth,2) ,Aisam-Ul-Haq Qureshi,64 62,seoul,88,Great Britain F2,2009,futures
3,Lukas Lacko,,Igor Sijsling,57 63 63,seoul,88,Great Britain F2,2009,futures
5,Stephane Robert,Q,Neil Pauffley,60 36 62,seoul,88,Great Britain F2,2009,futures
,Scott Oudsema,8,Frederic Jeanclaude,63 63,seoul,88,Great Britain F2,2009,futures
,Chris Eaton,,Timo Nieminen,763 63,seoul,88,Great Britain F2,2009,futures
,Daniel Evans,WC,Daniel Smethurst,762 675 763,seoul,88,Great Britain F2,2009,futures
WC,Joshua Milton,,Ilya Belyaev,60 62,seoul,88,Great Britain F2,2009,futures
1,Richard Bloomfield,Q,Andrew Fitzpatrick,63 62,seoul,88,Great Britain F2,2009,futures
2) ,Aisam-Ul-Haq Qureshi,Q,Timothy Bradshaw,64 60,seoul,88,Great Britain F2,2009,futures
3,Lukas Lacko,WC,Daniel Cox,63 61,seoul,88,Great Britain F2,2009,futures
,Chris Eaton,4,Jonathan Eysseric,62 62,seoul,88,Great Britain F2,2009,futures
5,Stephane Robert,,Romain Jouan,46 64 64,seoul,88,Great Britain F2,2009,futures
WC,Joshua Milton,6) ,Michael Ryderstedt,63 64,seoul,88,Great Britain F2,2009,futures
WC,Daniel Smethurst,7,Marek Semjan,763 61,seoul,88,Great Britain F2,2009,futures
8,Frederic Jeanclaude,,Jamie Baker,64 675 63,seoul,88,Great Britain F2,2009,futures
,Ilya Belyaev,,Nicolas Renavand,64 41 (RET),seoul,88,Great Britain F2,2009,futures
,Daniel Evans,,Sergei Krotiouk,672 63 63,seoul,88,Great Britain F2,2009,futures
,Colin Fleming,WC,Marcus Willis,765 767,seoul,88,Great Britain F2,2009,futures
,Matthew Illingworth,Q,Jonathan Marray,763 36 64,seoul,88,Great Britain F2,2009,futures
,Timo Nieminen,,Ken Skupski,64 64,seoul,88,Great Britain F2,2009,futures
,Scott Oudsema,,Gregoire Burquier,46 765 62,seoul,88,Great Britain F2,2009,futures
Q,Neil Pauffley,,Valentin Sanon,63 63,seoul,88,Great Britain F2,2009,futures
,Igor Sijsling,Q,Dusan Karol,64 763,seoul,88,Great Britain F2,2009,futures
Q,Andoni Vivanco-Guzman,,Dustin Brown,674 75 764,nancy,304,Spain F2,2009,futures
,Dustin Brown,2,Inigo Cervantes,767 46 64,nancy,304,Spain F2,2009,futures
Q,Andoni Vivanco-Guzman,,Bruno Rodriguez,765 64,nancy,304,Spain F2,2009,futures
2,Inigo Cervantes,,Gerard Granollers,62 64,nancy,304,Spain F2,2009,futures
,Dustin Brown,Q,Marcelo Palacios-Siegenthale,46 762 64,nancy,304,Spain F2,2009,futures
,Bruno Rodriguez,PR,Morgan Phillips,64 57 64,nancy,304,Spain F2,2009,futures
Q,Andoni Vivanco-Guzman,,Thomas Cazes-Carrere,60 63,nancy,304,Spain F2,2009,futures
2,Inigo Cervantes,LL,Peter Steinberger,64 63,nancy,304,Spain F2,2009,futures
,Bruno Rodriguez,3,Andrea Arnaboldi,764 46 63,nancy,304,Spain F2,2009,futures
Q,Marcelo Palacios-Siegenthale,4) W,Roberto Bautista Agut,36 63 64,nancy,304,Spain F2,2009,futures
PR,Morgan Phillips,5,Sergio Gutierrez-Ferrol,16 63 64,nancy,304,Spain F2,2009,futures
,Dustin Brown,6) W,Albert Ramos-Vinolas,64 64,nancy,304,Spain F2,2009,futures
