Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
5,Jean-Christophe Faurel,,Marc Gicquel,75 26 765,bergen,239,France F1,2004,futures
,Marc Gicquel,4,Jerome Haehnel,61 63,bergen,239,France F1,2004,futures
5,Jean-Christophe Faurel,7,Xavier Pujo,765 26 765,bergen,239,France F1,2004,futures
7,Xavier Pujo,1,Ivan Navarro,75 63,bergen,239,France F1,2004,futures
5,Jean-Christophe Faurel,3,Eric Prodon,63 16 63,bergen,239,France F1,2004,futures
4,Jerome Haehnel,,Timothy Aerts,63 61,bergen,239,France F1,2004,futures
,Marc Gicquel,WC,Jordane Doble,61 61,bergen,239,France F1,2004,futures
1,Ivan Navarro,,Jean-Baptiste Perlant,62 64,bergen,239,France F1,2004,futures
3,Eric Prodon,,Jan Weinzierl,62 62,bergen,239,France F1,2004,futures
4,Jerome Haehnel,LL,Steven Korteling,64 767,bergen,239,France F1,2004,futures
5,Jean-Christophe Faurel,Q,Olivier Vandewiele,61 61,bergen,239,France F1,2004,futures
7,Xavier Pujo,Q,Lefteris Alexiou,63 62,bergen,239,France F1,2004,futures
,Timothy Aerts,,Manuel Jorquera,63 57 63,bergen,239,France F1,2004,futures
WC,Jordane Doble,,Victor Ionita,26 62 64,bergen,239,France F1,2004,futures
,Marc Gicquel,Q,Charly Villeneuve,62 61,bergen,239,France F1,2004,futures
1,Ivan Navarro,,Ismar Gorcic,762 64,bergen,239,France F1,2004,futures
,Marc Gicquel,2,Rodolphe Cadart,61 62,bergen,239,France F1,2004,futures
3,Eric Prodon,WC,Cyril Mokaiesh,64 60,bergen,239,France F1,2004,futures
4,Jerome Haehnel,,Alexandros Jakupovic,64 64,bergen,239,France F1,2004,futures
5,Jean-Christophe Faurel,Q,Gerald Bremond,62 61,bergen,239,France F1,2004,futures
,Timothy Aerts,6,Marc Fornell-Mestres,64 36 64,bergen,239,France F1,2004,futures
7,Xavier Pujo,,Laurent Gabail,767 63,bergen,239,France F1,2004,futures
WC,Jordane Doble,8,Santiago Ventura,63 64,bergen,239,France F1,2004,futures
Q,Lefteris Alexiou,Q,Nick Van Der Meer,64 766,bergen,239,France F1,2004,futures
,Victor Ionita,,Bart Van Delft,61 63,bergen,239,France F1,2004,futures
,Manuel Jorquera,WC,Guillaume Legat,671 64 63,bergen,239,France F1,2004,futures
LL,Steven Korteling,WC,Thomas Paire,63 62,bergen,239,France F1,2004,futures
,Jean-Baptiste Perlant,,Bertrand Contzler,75 764,bergen,239,France F1,2004,futures
Q,Olivier Vandewiele,Q,Teodor Bolanu,63 64,bergen,239,France F1,2004,futures
Q,Charly Villeneuve,,Walid Jallali,75 62,bergen,239,France F1,2004,futures
,Jan Weinzierl,Q,Yann Dupuy,63 61,bergen,239,France F1,2004,futures
,Marc Gicquel,5,Julien Jeanpierre,36 62 764,travemunde,249,France F2,2004,futures
5,Julien Jeanpierre,,Jo-Wilfried Tsonga,64 62,travemunde,249,France F2,2004,futures
,Marc Gicquel,WC,Gilles Simon,64 64,travemunde,249,France F2,2004,futures
,Marc Gicquel,3,Ivan Navarro,63 62,travemunde,249,France F2,2004,futures
5,Julien Jeanpierre,,Nicolas Devilder,46 63 64,travemunde,249,France F2,2004,futures
WC,Gilles Simon,Q,Lassi Ketola,64 36 75,travemunde,249,France F2,2004,futures
,Jo-Wilfried Tsonga,Q,Regis Lavergne,(W/O),travemunde,249,France F2,2004,futures
,Nicolas Devilder,1) W,Florent Serra,64 765,travemunde,249,France F2,2004,futures
3,Ivan Navarro,,Victor Ionita,64 75,travemunde,249,France F2,2004,futures
,Jo-Wilfried Tsonga,4,Slimane Saoudi,63 64,travemunde,249,France F2,2004,futures
5,Julien Jeanpierre,Q,Floris Kilian,63 41 (RET),travemunde,249,France F2,2004,futures
,Marc Gicquel,8,Jean-Michel Pequery,64 765,travemunde,249,France F2,2004,futures
Q,Lassi Ketola,,Ismar Gorcic,63 57 63,travemunde,249,France F2,2004,futures
Q,Regis Lavergne,Q,Charly Villeneuve,64 675 61,travemunde,249,France F2,2004,futures
WC,Gilles Simon,LL,Melvyn Op der Heijde,60 62,travemunde,249,France F2,2004,futures
1) W,Florent Serra,Q,Sebastien Lami,63 64,travemunde,249,France F2,2004,futures
,Ismar Gorcic,2,Juan Albert Viloca-Puig,63 46 63,travemunde,249,France F2,2004,futures
3,Ivan Navarro,,Santiago Ventura,674 63 63,travemunde,249,France F2,2004,futures
4,Slimane Saoudi,LL,Manuel Jorquera,765 64,travemunde,249,France F2,2004,futures
5,Julien Jeanpierre,,Jerome Haehnel,763 63,travemunde,249,France F2,2004,futures
Q,Regis Lavergne,6,Francesco Aldi,62 62,travemunde,249,France F2,2004,futures
LL,Melvyn Op der Heijde,7,Edouard Roger-Vasselin,64 31 (RET),travemunde,249,France F2,2004,futures
8,Jean-Michel Pequery,Q,Yann Dupuy,62 62,travemunde,249,France F2,2004,futures
,Nicolas Devilder,,Mounir El Aarej,63 62,travemunde,249,France F2,2004,futures
,Marc Gicquel,WC,Julien Maigret,62 64,travemunde,249,France F2,2004,futures
,Victor Ionita,,Eric Prodon,64 62,travemunde,249,France F2,2004,futures
Q,Lassi Ketola,Q,Malek Jaziri,766 63,travemunde,249,France F2,2004,futures
Q,Floris Kilian,Q,Timothy Aerts,46 63 62,travemunde,249,France F2,2004,futures
WC,Gilles Simon,WC,Eddy Chala,61 46 63,travemunde,249,France F2,2004,futures
,Jo-Wilfried Tsonga,,Marc Fornell-Mestres,63 62,travemunde,249,France F2,2004,futures
Q,Charly Villeneuve,,Matteo Colla,10 (RET),travemunde,249,France F2,2004,futures
7,Marc Gicquel,3,Jerome Haehnel,36 63 62,munich,259,France F3,2004,futures
3,Jerome Haehnel,,Timothy Aerts,64 62,munich,259,France F3,2004,futures
7,Marc Gicquel,Q,Simon Stadler,62 61,munich,259,France F3,2004,futures
3,Jerome Haehnel,,Gilles Simon,26 64 63,munich,259,France F3,2004,futures
7,Marc Gicquel,4,Jean-Christophe Faurel,75 760,munich,259,France F3,2004,futures
,Timothy Aerts,Q,Baptiste Dupuy,75 763,munich,259,France F3,2004,futures
Q,Simon Stadler,,Bertrand Contzler,36 61 64,munich,259,France F3,2004,futures
3,Jerome Haehnel,WC,Charly Villeneuve,63 62,munich,259,France F3,2004,futures
4,Jean-Christophe Faurel,WC,Augustin Gensse,64 62,munich,259,France F3,2004,futures
,Gilles Simon,5,Gary Lugassy,63 36 62,munich,259,France F3,2004,futures
,Bertrand Contzler,6,Jo-Wilfried Tsonga,764 75,munich,259,France F3,2004,futures
7,Marc Gicquel,,Clement Morel,62 64,munich,259,France F3,2004,futures
,Timothy Aerts,Q,Olivier Vandewiele,60 75,munich,259,France F3,2004,futures
Q,Baptiste Dupuy,Q,Andrei Gorban,62 63,munich,259,France F3,2004,futures
Q,Simon Stadler,WC,Sebastien Louis,62 675 766,munich,259,France F3,2004,futures
Q,Simon Stadler,1,Slimane Saoudi,63 63,munich,259,France F3,2004,futures
3,Jerome Haehnel,LL,Josselin Barbot,64 63,munich,259,France F3,2004,futures
4,Jean-Christophe Faurel,Q,Lassi Ketola,63 75,munich,259,France F3,2004,futures
5,Gary Lugassy,,Ismar Gorcic,62 64,munich,259,France F3,2004,futures
6,Jo-Wilfried Tsonga,Q,Frederic Jeanclaude,62 64,munich,259,France F3,2004,futures
7,Marc Gicquel,Q,Malek Jaziri,63 63,munich,259,France F3,2004,futures
,Timothy Aerts,8,Victor Ionita,63 61,munich,259,France F3,2004,futures
,Bertrand Contzler,,Manuel Jorquera,62 21 (RET),munich,259,France F3,2004,futures
Q,Baptiste Dupuy,LL,Sebastien Lami,16 63 64,munich,259,France F3,2004,futures
WC,Augustin Gensse,,Jasper Smit,64 64,munich,259,France F3,2004,futures
Q,Andrei Gorban,WC,Nicolas Tourte,63 46 63,munich,259,France F3,2004,futures
WC,Sebastien Louis,Q,Petar Popovic,36 64 765,munich,259,France F3,2004,futures
,Clement Morel,,Marc Bauer,75 61,munich,259,France F3,2004,futures
,Gilles Simon,,Cristiano Caratti,63 62,munich,259,France F3,2004,futures
Q,Olivier Vandewiele,,Laurent Gabail,64 60,munich,259,France F3,2004,futures
WC,Charly Villeneuve,LL,Alexander Flock,75 64,munich,259,France F3,2004,futures
,German Puentes,SE,Daniel Gimeno-Traver,63 16 63,guaruja,237,Spain F1,2004,futures
