Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
2,Andre Begemann,1,Eladio Ribeiro Neto,16 64 64,cologne,268,Brazil F2,2011,futures
1,Eladio Ribeiro Neto,4,Thales Turini,763 75,cologne,268,Brazil F2,2011,futures
2,Andre Begemann,3,Andre Miele,674 64 64,cologne,268,Brazil F2,2011,futures
1,Eladio Ribeiro Neto,7,Daniel-Alejandro Lopez Cassaccia,75 62,cologne,268,Brazil F2,2011,futures
2,Andre Begemann,Q,Caio Silva,63 672 63,cologne,268,Brazil F2,2011,futures
3,Andre Miele,,Jose Benitez,61 60,cologne,268,Brazil F2,2011,futures
4,Thales Turini,,Fabiano De Paula,64 61,cologne,268,Brazil F2,2011,futures
1,Eladio Ribeiro Neto,Q,Thales Levy,60 61,cologne,268,Brazil F2,2011,futures
2,Andre Begemann,Q,Luiz-Guilherme Deneka,64 63,cologne,268,Brazil F2,2011,futures
3,Andre Miele,,Ariel Behar,64 57 765,cologne,268,Brazil F2,2011,futures
4,Thales Turini,WC,Silas Araujo de Cerqueira,60 60,cologne,268,Brazil F2,2011,futures
,Jose Benitez,5,Fabricio Neis,46 63 51 (RET),cologne,268,Brazil F2,2011,futures
,Fabiano De Paula,6,Danilo Ferraz,16 64 62,cologne,268,Brazil F2,2011,futures
7,Daniel-Alejandro Lopez Cassaccia,LL,Gabriel Pimentel,61 64,cologne,268,Brazil F2,2011,futures
Q,Caio Silva,Q,Sebastian Losavio,61 63,cologne,268,Brazil F2,2011,futures
1,Eladio Ribeiro Neto,,Eduardo Dischinger,61 7614,cologne,268,Brazil F2,2011,futures
2,Andre Begemann,Q,Valter Mori-Filho,61 6,cologne,268,Brazil F2,2011,futures
3,Andre Miele,,Victor Maynard,63 60,cologne,268,Brazil F2,2011,futures
4,Thales Turini,Q,Felipe Frias,61 61,cologne,268,Brazil F2,2011,futures
5,Fabricio Neis,Q,Pedro Feitosa,75 64,cologne,268,Brazil F2,2011,futures
6,Danilo Ferraz,,Charles Costa,46 61 63,cologne,268,Brazil F2,2011,futures
7,Daniel-Alejandro Lopez Cassaccia,,Diego Matos,63 61,cologne,268,Brazil F2,2011,futures
Q,Sebastian Losavio,8,Nicolas Santos,64 60,cologne,268,Brazil F2,2011,futures
WC,Silas Araujo de Cerqueira,Q,Gustavo Guerses,63 62,cologne,268,Brazil F2,2011,futures
,Ariel Behar,,Tiago Slonik,64 62,cologne,268,Brazil F2,2011,futures
,Jose Benitez,,Marlon Oliveira,16 63 75,cologne,268,Brazil F2,2011,futures
,Fabiano De Paula,,Gabriel Dias,63 64,cologne,268,Brazil F2,2011,futures
Q,Luiz-Guilherme Deneka,,Wilson Leite,16 62 62,cologne,268,Brazil F2,2011,futures
Q,Thales Levy,,Idio Escobar,46 64 62,cologne,268,Brazil F2,2011,futures
LL,Gabriel Pimentel,WC,Nelson Luis Barbosa  Santos,61 63,cologne,268,Brazil F2,2011,futures
Q,Caio Silva,WC,Alexandre Schnitman,46 63 64,cologne,268,Brazil F2,2011,futures
3,Andre Begemann,5,Christian Lindell,64 62,dallas,388,Brazil F3,2011,futures
3,Andre Begemann,,Tiago Slonik,63 63,dallas,388,Brazil F3,2011,futures
5,Christian Lindell,4,Rodrigo Guidolin,75 63,dallas,388,Brazil F3,2011,futures
5,Christian Lindell,1,Ricardo Hocevar,36 64 63,dallas,388,Brazil F3,2011,futures
3,Andre Begemann,8,Rafael Camilo,75 762,dallas,388,Brazil F3,2011,futures
4,Rodrigo Guidolin,Q,Tiago Lopes,06 763 62,dallas,388,Brazil F3,2011,futures
,Tiago Slonik,,Gabriel Dias,61 46 64,dallas,388,Brazil F3,2011,futures
1,Ricardo Hocevar,,Andre Ghem,63 63,dallas,388,Brazil F3,2011,futures
,Gabriel Dias,2,Eladio Ribeiro Neto,63 62,dallas,388,Brazil F3,2011,futures
3,Andre Begemann,,Diego Matos,26 63 63,dallas,388,Brazil F3,2011,futures
4,Rodrigo Guidolin,,Fabiano De Paula,62 61,dallas,388,Brazil F3,2011,futures
5,Christian Lindell,Q,Bruno Semenzato,62 75,dallas,388,Brazil F3,2011,futures
,Tiago Slonik,6,Andre Miele,46 63 64,dallas,388,Brazil F3,2011,futures
8,Rafael Camilo,,Danilo Ferraz,763 63,dallas,388,Brazil F3,2011,futures
Q,Tiago Lopes,,Marlon Oliveira,61 63,dallas,388,Brazil F3,2011,futures
1,Ricardo Hocevar,,Eduardo Dischinger,62 676 767,dallas,388,Brazil F3,2011,futures
2,Eladio Ribeiro Neto,WC,Cesare Casali,62 60,dallas,388,Brazil F3,2011,futures
3,Andre Begemann,,Guilherme Clezar,26 61 63,dallas,388,Brazil F3,2011,futures
4,Rodrigo Guidolin,,Morgan Phillips,764 75,dallas,388,Brazil F3,2011,futures
5,Christian Lindell,Q,Daniel-Alejandro Lopez Cassaccia,26 63 64,dallas,388,Brazil F3,2011,futures
6,Andre Miele,WC,Victor Maynard,63 62,dallas,388,Brazil F3,2011,futures
,Marlon Oliveira,7,Marcelo Demoliner,64 26 63,dallas,388,Brazil F3,2011,futures
8,Rafael Camilo,Q,Idio Escobar,61 64,dallas,388,Brazil F3,2011,futures
,Fabiano De Paula,,Fabricio Neis,764 64,dallas,388,Brazil F3,2011,futures
,Gabriel Dias,,Augusto Meirelles,64 60,dallas,388,Brazil F3,2011,futures
,Danilo Ferraz,,Ariel Behar,762 61,dallas,388,Brazil F3,2011,futures
,Andre Ghem,WC,Alexandre Schnitman,60 61,dallas,388,Brazil F3,2011,futures
Q,Tiago Lopes,Q,Wilson Leite,61 64,dallas,388,Brazil F3,2011,futures
,Diego Matos,Q,Valter Mori-Filho,673 764 64,dallas,388,Brazil F3,2011,futures
Q,Bruno Semenzato,Q,Luis David Martinez,60 64,dallas,388,Brazil F3,2011,futures
,Tiago Slonik,LL,Charles Costa,62 63,dallas,388,Brazil F3,2011,futures
3,Javier Marti,4,Pedro Clar-Rossello,765 36 64,guaruja,237,Spain F1,2011,futures
4,Pedro Clar-Rossello,2,Jonathan Eysseric,61 40 (RET),guaruja,237,Spain F1,2011,futures
3,Javier Marti,5,Gerard Granollers,63 63,guaruja,237,Spain F1,2011,futures
5,Gerard Granollers,1,Pablo Santos,64 62,guaruja,237,Spain F1,2011,futures
2,Jonathan Eysseric,6,Jose Checa-Calvo,60 62,guaruja,237,Spain F1,2011,futures
3,Javier Marti,7,Miguel Angel Lopez Jaen,75 61,guaruja,237,Spain F1,2011,futures
4,Pedro Clar-Rossello,WC,Ignacio Coll-Riudavets,64 10 (RET),guaruja,237,Spain F1,2011,futures
1,Pablo Santos,Q,Carlos Poch-Gradin,26 63 64,guaruja,237,Spain F1,2011,futures
2,Jonathan Eysseric,Q,Taro Daniel,75 63,guaruja,237,Spain F1,2011,futures
3,Javier Marti,,David Estruch,63 61,guaruja,237,Spain F1,2011,futures
4,Pedro Clar-Rossello,,Tak Khunn Wang,63 63,guaruja,237,Spain F1,2011,futures
5,Gerard Granollers,,Juan Lizariturry,62 62,guaruja,237,Spain F1,2011,futures
6,Jose Checa-Calvo,,Filippo Leonardi,63 26 63,guaruja,237,Spain F1,2011,futures
7,Miguel Angel Lopez Jaen,Q,Sascha Kloer,63 61,guaruja,237,Spain F1,2011,futures
WC,Ignacio Coll-Riudavets,WC,Joep Dieteren,60 61,guaruja,237,Spain F1,2011,futures
1,Pablo Santos,,Marcelo Palacios-Siegenthale,768 63,guaruja,237,Spain F1,2011,futures
2,Jonathan Eysseric,,Marco Viola,61 62,guaruja,237,Spain F1,2011,futures
3,Javier Marti,Q,Tristan-Samuel Weissborn,62 61,guaruja,237,Spain F1,2011,futures
4,Pedro Clar-Rossello,Q,Marius Zay,63 60,guaruja,237,Spain F1,2011,futures
5,Gerard Granollers,,Giulio Torroni,61 64,guaruja,237,Spain F1,2011,futures
6,Jose Checa-Calvo,,Carlos Calderon-Rodriguez,756 67 64,guaruja,237,Spain F1,2011,futures
7,Miguel Angel Lopez Jaen,,Andrei Gorban,75 26 63,guaruja,237,Spain F1,2011,futures
WC,Joep Dieteren,8,Marc Fornell-Mestres,57 31 (RET),guaruja,237,Spain F1,2011,futures
WC,Ignacio Coll-Riudavets,Q,Hicham Khaddari,64 64,guaruja,237,Spain F1,2011,futures
Q,Taro Daniel,,Julien Obry,64 62,guaruja,237,Spain F1,2011,futures
,David Estruch,WC,Salvador Rodriguez-Mayoralas,61 60,guaruja,237,Spain F1,2011,futures
Q,Sascha Kloer,Q,Mark Vervoort,60 62,guaruja,237,Spain F1,2011,futures
,Filippo Leonardi,,Gianni Mina,64 06 64,guaruja,237,Spain F1,2011,futures
,Juan Lizariturry,WC,Roberto Rodriguez-Alonso,62 75,guaruja,237,Spain F1,2011,futures
Q,Carlos Poch-Gradin,,Ivan Nedelko,64 61,guaruja,237,Spain F1,2011,futures
,Tak Khunn Wang,Q,Richard Waite,62 63,guaruja,237,Spain F1,2011,futures
3,Artem Smirnov,,Alexandre Renard,64 63,south-orange,707,Turkey F1,2011,futures
3,Artem Smirnov,6,Dusan Lajovic,64 63,south-orange,707,Turkey F1,2011,futures
,Alexandre Renard,4,Fabrice Martin,765 64,south-orange,707,Turkey F1,2011,futures
6,Dusan Lajovic,1,Attila Balazs,75 62,south-orange,707,Turkey F1,2011,futures
,Alexandre Renard,2,Andrey Kumantsov,62 26 62,south-orange,707,Turkey F1,2011,futures
3,Artem Smirnov,,Aljaz Bedene,64 64,south-orange,707,Turkey F1,2011,futures
4,Fabrice Martin,Q,Kevin Botti,62 64,south-orange,707,Turkey F1,2011,futures
1,Attila Balazs,LL,Tomislav Brkic,61 63,south-orange,707,Turkey F1,2011,futures
2,Andrey Kumantsov,,Haluk Akkoyun,63 75,south-orange,707,Turkey F1,2011,futures
3,Artem Smirnov,,Simon Cauvard,63 63,south-orange,707,Turkey F1,2011,futures
4,Fabrice Martin,,Andrei Vasilevski,64 62,south-orange,707,Turkey F1,2011,futures
Q,Kevin Botti,5,Rudy Coco,64 60,south-orange,707,Turkey F1,2011,futures
6,Dusan Lajovic,,Dino Marcan,762 64,south-orange,707,Turkey F1,2011,futures
,Alexandre Renard,8,David Rice,63 75,south-orange,707,Turkey F1,2011,futures
,Aljaz Bedene,,Tihomir Grozdanov,63 765,south-orange,707,Turkey F1,2011,futures
1,Attila Balazs,WC,Efe Yurtacan,62 60,south-orange,707,Turkey F1,2011,futures
2,Andrey Kumantsov,WC,Burak Vardal,60 60,south-orange,707,Turkey F1,2011,futures
3,Artem Smirnov,WC,Anil Yuksel,61 62,south-orange,707,Turkey F1,2011,futures
4,Fabrice Martin,,Tyler Hochwalt,63 64,south-orange,707,Turkey F1,2011,futures
5,Rudy Coco,Q,Thibault Venturino,63 64,south-orange,707,Turkey F1,2011,futures
6,Dusan Lajovic,,Patrik Brydolf,75 63,south-orange,707,Turkey F1,2011,futures
,Tihomir Grozdanov,7,Denys Molchanov,46 75 62,south-orange,707,Turkey F1,2011,futures
8,David Rice,Q,Marin Draganja,61 60,south-orange,707,Turkey F1,2011,futures
,Haluk Akkoyun,,Dorian Descloix,60 46 63,south-orange,707,Turkey F1,2011,futures
,Aljaz Bedene,,Aleksandr Agafonov,62 61,south-orange,707,Turkey F1,2011,futures
Q,Kevin Botti,Q,Andrei Ciumac,62 60,south-orange,707,Turkey F1,2011,futures
LL,Tomislav Brkic,Q,Toni Androic,75 62,south-orange,707,Turkey F1,2011,futures
,Simon Cauvard,Q,Akash Wagh,46 61 75,south-orange,707,Turkey F1,2011,futures
,Dino Marcan,Q,N.Sriram Balaji,62 64,south-orange,707,Turkey F1,2011,futures
,Alexandre Renard,,Gleb Alekseenko,60 63,south-orange,707,Turkey F1,2011,futures
,Andrei Vasilevski,Q,Pavel Filin,63 46 61,south-orange,707,Turkey F1,2011,futures
4) ,Harri Heliovaara,,Kenny De Schepper,64 57 64,seoul,88,Great Britain F2,2011,futures
4) ,Harri Heliovaara,1,Stefano Galvani,63 674 64,seoul,88,Great Britain F2,2011,futures
,Kenny De Schepper,,Mirza Basic,763 75,seoul,88,Great Britain F2,2011,futures
1,Stefano Galvani,,Ervin Eleskovic,64 62,seoul,88,Great Britain F2,2011,futures
,Kenny De Schepper,3,Michael Ryderstedt,63 7611,seoul,88,Great Britain F2,2011,futures
4) ,Harri Heliovaara,,Gleb Sakharov,762 60,seoul,88,Great Britain F2,2011,futures
,Mirza Basic,Q,Liam Broady,62 64,seoul,88,Great Britain F2,2011,futures
1,Stefano Galvani,,Sami Reinwein,64 64,seoul,88,Great Britain F2,2011,futures
3,Michael Ryderstedt,,Chris Eaton,46 63 765,seoul,88,Great Britain F2,2011,futures
4) ,Harri Heliovaara,Q,Robert Varga,766 46 63,seoul,88,Great Britain F2,2011,futures
,Gleb Sakharov,8,Josh Goodall,63 61,seoul,88,Great Britain F2,2011,futures
,Mirza Basic,Q,Vincent Stouff,63 61,seoul,88,Great Britain F2,2011,futures
Q,Liam Broady,,Colin O'Brien,57 64 62,seoul,88,Great Britain F2,2011,futures
,Kenny De Schepper,,Mathieu Rodrigues,61 64,seoul,88,Great Britain F2,2011,futures
,Ervin Eleskovic,Q,Alexandre Penaud,61 765,seoul,88,Great Britain F2,2011,futures
1,Stefano Galvani,Q,Nicolas Rosenzweig,63 63,seoul,88,Great Britain F2,2011,futures
,Mirza Basic,2,Alexandre Sidorenko,63 62,seoul,88,Great Britain F2,2011,futures
3,Michael Ryderstedt,,Alexander Slabinsky,62 63,seoul,88,Great Britain F2,2011,futures
4) ,Harri Heliovaara,,Laurynas Grigelis,57 64 63,seoul,88,Great Britain F2,2011,futures
,Colin O'Brien,5,Richard Bloomfield,63 62,seoul,88,Great Britain F2,2011,futures
,Kenny De Schepper,6,Daniel Evans,46 63 764,seoul,88,Great Britain F2,2011,futures
,Ervin Eleskovic,7,Juho Paukku,64 26 63,seoul,88,Great Britain F2,2011,futures
8,Josh Goodall,WC,Andrew Fitzpatrick,762 64,seoul,88,Great Britain F2,2011,futures
Q,Liam Broady,,Baptiste Dupuy,64 64,seoul,88,Great Britain F2,2011,futures
,Chris Eaton,,Aliaksandr Bury,75 26 764,seoul,88,Great Britain F2,2011,futures
Q,Alexandre Penaud,WC,Keelan Oakley,64 61,seoul,88,Great Britain F2,2011,futures
,Sami Reinwein,WC,Oliver Hudson,62 64,seoul,88,Great Britain F2,2011,futures
,Mathieu Rodrigues,WC,Adam Thornton-Brown,63 61,seoul,88,Great Britain F2,2011,futures
,Gleb Sakharov,,Sean Thornley,75 63,seoul,88,Great Britain F2,2011,futures
Q,Vincent Stouff,Q,Barry King,46 62 61,seoul,88,Great Britain F2,2011,futures
Q,Robert Varga,Q,Ben Pritchard,61 62,seoul,88,Great Britain F2,2011,futures
7,Pablo Carreno Busta,8,Pedro Clar-Rossello,26 62 63,nancy,304,Spain F2,2011,futures
8,Pedro Clar-Rossello,1) ,Adrian Menendez-Maceiras,64 61,nancy,304,Spain F2,2011,futures
7,Pablo Carreno Busta,3,Jonathan Eysseric,16 64 61,nancy,304,Spain F2,2011,futures
1) ,Adrian Menendez-Maceiras,5,Maxime Teixeira,63 64,nancy,304,Spain F2,2011,futures
7,Pablo Carreno Busta,2,Pablo Santos,46 61 62,nancy,304,Spain F2,2011,futures
3,Jonathan Eysseric,6,Javier Marti,75 16 64,nancy,304,Spain F2,2011,futures
8,Pedro Clar-Rossello,,Marc Fornell-Mestres,62 62,nancy,304,Spain F2,2011,futures
1) ,Adrian Menendez-Maceiras,,Miguel Angel Lopez Jaen,765 26 64,nancy,304,Spain F2,2011,futures
2,Pablo Santos,,Gianni Mina,62 63,nancy,304,Spain F2,2011,futures
3,Jonathan Eysseric,LL,Carlos Calderon-Rodriguez,61 60,nancy,304,Spain F2,2011,futures
,Marc Fornell-Mestres,4,Francesco Aldi,64 20 (RET),nancy,304,Spain F2,2011,futures
5,Maxime Teixeira,,Carlos Poch-Gradin,63 62,nancy,304,Spain F2,2011,futures
6,Javier Marti,Q,Marc Giner,62 61,nancy,304,Spain F2,2011,futures
7,Pablo Carreno Busta,,Ivan Nedelko,60 61,nancy,304,Spain F2,2011,futures
8,Pedro Clar-Rossello,,Jose Checa-Calvo,62 62,nancy,304,Spain F2,2011,futures
1) ,Adrian Menendez-Maceiras,WC,Sergio Martos Gornes,63 63,nancy,304,Spain F2,2011,futures
