Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
Q,Fredrik Loven,WC,Ross Matheson,64 61,seoul,88,Great Britain F2,1998,futures
Q,Fredrik Loven,,Denis Van Uffelen,64 62,seoul,88,Great Britain F2,1998,futures
WC,Ross Matheson,,Axel Pretzsch,61 63,seoul,88,Great Britain F2,1998,futures
WC,Ross Matheson,1,Martijn Belgraver,76 76,seoul,88,Great Britain F2,1998,futures
Q,Fredrik Loven,Q,Mathias Hellstrom,63 57 64,seoul,88,Great Britain F2,1998,futures
,Axel Pretzsch,,Mose Navarra,64 62,seoul,88,Great Britain F2,1998,futures
,Denis Van Uffelen,,Kalle Flygt,76 64,seoul,88,Great Britain F2,1998,futures
1,Martijn Belgraver,Q,Colin Bennett,46 62 63,seoul,88,Great Britain F2,1998,futures
,Kalle Flygt,4,Wayne Arthurs,76 61,seoul,88,Great Britain F2,1998,futures
WC,Ross Matheson,8,Thierry Guardiola,76 64,seoul,88,Great Britain F2,1998,futures
Q,Mathias Hellstrom,LL,Helge Koll,67 63 63,seoul,88,Great Britain F2,1998,futures
Q,Fredrik Loven,Q,Andreas Weber,62 67 76,seoul,88,Great Britain F2,1998,futures
,Mose Navarra,Q,Wim Neefs,63 46 64,seoul,88,Great Britain F2,1998,futures
,Axel Pretzsch,,Arvind Parmar,67 75 60,seoul,88,Great Britain F2,1998,futures
,Denis Van Uffelen,,Jamie Delgado,76 64,seoul,88,Great Britain F2,1998,futures
1,Martijn Belgraver,WC,Justin Layne,63 63,seoul,88,Great Britain F2,1998,futures
Q,Wim Neefs,3,Elia Grossi,76 63,seoul,88,Great Britain F2,1998,futures
4,Wayne Arthurs,,Luke Milligan,67 63 76,seoul,88,Great Britain F2,1998,futures
,Axel Pretzsch,5,Filippo Veglio,67 61 64,seoul,88,Great Britain F2,1998,futures
,Denis Van Uffelen,6,Gianluca Gatto,63 62,seoul,88,Great Britain F2,1998,futures
Q,Andreas Weber,7,Barry Cowan,76 61,seoul,88,Great Britain F2,1998,futures
8,Thierry Guardiola,WC,Tom Spinks,64 36 76,seoul,88,Great Britain F2,1998,futures
Q,Colin Bennett,Q,Paul Hand,64 62,seoul,88,Great Britain F2,1998,futures
,Jamie Delgado,Q,Paul Kilderry,75 63,seoul,88,Great Britain F2,1998,futures
,Kalle Flygt,,Damien Roberts,64 64,seoul,88,Great Britain F2,1998,futures
Q,Mathias Hellstrom,,Ofer Sela,76 57 64,seoul,88,Great Britain F2,1998,futures
LL,Helge Koll,WC,Nick Gould,64 76,seoul,88,Great Britain F2,1998,futures
Q,Fredrik Loven,,Martin Verkerk,75 75,seoul,88,Great Britain F2,1998,futures
WC,Ross Matheson,LL,Marc Merry,63 64,seoul,88,Great Britain F2,1998,futures
,Mose Navarra,Q,James Fox,62 67 63,seoul,88,Great Britain F2,1998,futures
,Arvind Parmar,,Rodolphe Cadart,76 63,seoul,88,Great Britain F2,1998,futures
Q,Ivaylo Traykov,7,Julien Boutter,63 62,barcelona,92,Austria F2,1998,futures
7,Julien Boutter,,Thomas Schiessling,76 63,barcelona,92,Austria F2,1998,futures
Q,Ivaylo Traykov,,Kornel Bardoczky,63 64,barcelona,92,Austria F2,1998,futures
Q,Ivaylo Traykov,2,Tomas Zib,76 76,barcelona,92,Austria F2,1998,futures
7,Julien Boutter,Q,Markus Wislsperger,63 64,barcelona,92,Austria F2,1998,futures
,Kornel Bardoczky,Q,Armando Brunold,64 61,barcelona,92,Austria F2,1998,futures
,Thomas Schiessling,,Zoltan Nagy,61 57 61,barcelona,92,Austria F2,1998,futures
2,Tomas Zib,WC,Ingo Neumuller,61 36 76,barcelona,92,Austria F2,1998,futures
,Thomas Schiessling,6,Michael Russell,60 63,barcelona,92,Austria F2,1998,futures
7,Julien Boutter,,Milen Velev,62 63,barcelona,92,Austria F2,1998,futures
,Kornel Bardoczky,Q,Gergely Kisgyorgy,64 57 76,barcelona,92,Austria F2,1998,futures
Q,Armando Brunold,Q,Marko Tkalec,64 76,barcelona,92,Austria F2,1998,futures
,Zoltan Nagy,Q,Piotr Szczepanik,64 76,barcelona,92,Austria F2,1998,futures
Q,Ivaylo Traykov,,Adolf Musil,64 64,barcelona,92,Austria F2,1998,futures
Q,Markus Wislsperger,,Borut Urh,64 62,barcelona,92,Austria F2,1998,futures
,Borut Urh,1,Radek Stepanek,63 62,barcelona,92,Austria F2,1998,futures
2,Tomas Zib,WC,Pierre Hubener,61 63,barcelona,92,Austria F2,1998,futures
Q,Gergely Kisgyorgy,3,Jiri Vanek,76 63,barcelona,92,Austria F2,1998,futures
,Zoltan Nagy,4,Iztok Bozic,76 63,barcelona,92,Austria F2,1998,futures
Q,Marko Tkalec,5,Julian Knowle,63 63,barcelona,92,Austria F2,1998,futures
6,Michael Russell,WC,Florian Grewe,61 62,barcelona,92,Austria F2,1998,futures
7,Julien Boutter,,Bartlomiej Dabrowski,76 76,barcelona,92,Austria F2,1998,futures
Q,Ivaylo Traykov,8,Rene Hanak,76 61,barcelona,92,Austria F2,1998,futures
,Kornel Bardoczky,WC,Simon Wernhart,62 63,barcelona,92,Austria F2,1998,futures
Q,Armando Brunold,,Jean-Michel Pequery,61 46 64,barcelona,92,Austria F2,1998,futures
,Adolf Musil,Q,Werner Eschauer,63 76,barcelona,92,Austria F2,1998,futures
WC,Ingo Neumuller,Q,Pavel Snobel,67 63 63,barcelona,92,Austria F2,1998,futures
,Thomas Schiessling,,David Miketa,64 76,barcelona,92,Austria F2,1998,futures
Q,Piotr Szczepanik,,Leos Friedl,76 (RET),barcelona,92,Austria F2,1998,futures
,Milen Velev,,Justin Bower,60 64,barcelona,92,Austria F2,1998,futures
Q,Markus Wislsperger,,Wesley Whitehouse,76 63,barcelona,92,Austria F2,1998,futures
7,Gregory Carraz,,Kalle Flygt,63 60,liege,180,Great Britain F4,1998,futures
,Kalle Flygt,2,Rogier Wassen,63 76,liege,180,Great Britain F4,1998,futures
7,Gregory Carraz,4,Fredrik Jonsson,76 67 64,liege,180,Great Britain F4,1998,futures
7,Gregory Carraz,1,Ben Ellwood,63 63,liege,180,Great Britain F4,1998,futures
2,Rogier Wassen,Q,Patrik Langvardt,64 64,liege,180,Great Britain F4,1998,futures
4,Fredrik Jonsson,,Julien Varlet,64 60,liege,180,Great Britain F4,1998,futures
,Kalle Flygt,Q,Jan Boruszewski,64 62,liege,180,Great Britain F4,1998,futures
1,Ben Ellwood,WC,Tom Spinks,46 61 75,liege,180,Great Britain F4,1998,futures
2,Rogier Wassen,,Nick Gould,62 63,liege,180,Great Britain F4,1998,futures
,Kalle Flygt,3,Martin Lee,63 62,liege,180,Great Britain F4,1998,futures
4,Fredrik Jonsson,,Justin Bower,62 63,liege,180,Great Britain F4,1998,futures
Q,Jan Boruszewski,6,Christophe Rochus,63 63,liege,180,Great Britain F4,1998,futures
7,Gregory Carraz,Q,Jamie Delgado,60 60,liege,180,Great Britain F4,1998,futures
Q,Patrik Langvardt,Q,Arnaud Fontaine,61 60,liege,180,Great Britain F4,1998,futures
,Julien Varlet,LL,Paul Hand,62 60,liege,180,Great Britain F4,1998,futures
1,Ben Ellwood,Q,Johann Potron,64 64,liege,180,Great Britain F4,1998,futures
2,Rogier Wassen,Q,Nick Weal,62 62,liege,180,Great Britain F4,1998,futures
3,Martin Lee,,Joseph Sirianni,64 63,liege,180,Great Britain F4,1998,futures
4,Fredrik Jonsson,LL,Alberto Banus-Sado,64 60,liege,180,Great Britain F4,1998,futures
,Julien Varlet,5,Barry Cowan,63 26 62,liege,180,Great Britain F4,1998,futures
6,Christophe Rochus,,Luke Milligan,64 62,liege,180,Great Britain F4,1998,futures
7,Gregory Carraz,,Damien Roberts,57 62 62,liege,180,Great Britain F4,1998,futures
Q,Patrik Langvardt,8,Miguel Pastura,16 61 60,liege,180,Great Britain F4,1998,futures
Q,Jan Boruszewski,Q,Nicklas Timfjord,63 63,liege,180,Great Britain F4,1998,futures
,Justin Bower,LL,Daniel Navas,64 64,liege,180,Great Britain F4,1998,futures
Q,Jamie Delgado,,Jerome Hanquez,61 76,liege,180,Great Britain F4,1998,futures
,Kalle Flygt,WC,David Draper,61 26 64,liege,180,Great Britain F4,1998,futures
Q,Arnaud Fontaine,WC,David Sherwood,63 64,liege,180,Great Britain F4,1998,futures
,Nick Gould,WC,Mark Hilton,76 75,liege,180,Great Britain F4,1998,futures
LL,Paul Hand,,Arvind Parmar,64 76,liege,180,Great Britain F4,1998,futures
WC,Tom Spinks,Q,Lars Kirschner,46 60 63,liege,180,Great Britain F4,1998,futures
4,Olivier Malcor,,Mounir El Aarej,63 10 (RET),vienna,208,Italy F10,1998,futures
4,Olivier Malcor,8,Guillaume Marx,61 62,vienna,208,Italy F10,1998,futures
,Mounir El Aarej,,Leonardo Azzaro,62 76,vienna,208,Italy F10,1998,futures
8,Guillaume Marx,2) ,Stefano Cobolli,75 62,vienna,208,Italy F10,1998,futures
4,Olivier Malcor,6,Filippo Messori,76 62,vienna,208,Italy F10,1998,futures
,Mounir El Aarej,7,Gianluca Luddi,64 63,vienna,208,Italy F10,1998,futures
,Leonardo Azzaro,,Marco Monnecchi,62 46 63,vienna,208,Italy F10,1998,futures
2) ,Stefano Cobolli,WC,Massimo Dell'Acqua,46 63 63,vienna,208,Italy F10,1998,futures
4,Olivier Malcor,Q,Alessandro Tabacchini,75 76,vienna,208,Italy F10,1998,futures
,Marco Monnecchi,5) W,Omar Camporese,61 64,vienna,208,Italy F10,1998,futures
6,Filippo Messori,,Olivier Tauma,63 75,vienna,208,Italy F10,1998,futures
7,Gianluca Luddi,,Andrea Grasselli,61 06 64,vienna,208,Italy F10,1998,futures
8,Guillaume Marx,Q,Marco Barbero,61 64,vienna,208,Italy F10,1998,futures
,Leonardo Azzaro,WC,Uros Vico,26 63 75,vienna,208,Italy F10,1998,futures
,Mounir El Aarej,,Fabio Beraldo,64 64,vienna,208,Italy F10,1998,futures
,Mounir El Aarej,1,Joao Cunha-Silva,62 63,vienna,208,Italy F10,1998,futures
2) ,Stefano Cobolli,Q,Mohammed Khaliq,62 76,vienna,208,Italy F10,1998,futures
