Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
,Stephane Robert,,Jeremy Chardy,763 61,seoul,88,Great Britain F2,2006,futures
,Stephane Robert,6) ,Gary Lugassy,60 61,seoul,88,Great Britain F2,2006,futures
,Jeremy Chardy,Q,Jan Stancik,64 64,seoul,88,Great Britain F2,2006,futures
6) ,Gary Lugassy,,Conor Niland,64 763,seoul,88,Great Britain F2,2006,futures
Q,Jan Stancik,7,Jean-Claude Scherrer,766 75,seoul,88,Great Britain F2,2006,futures
,Jeremy Chardy,,Frederik Nielsen,63 762,seoul,88,Great Britain F2,2006,futures
,Stephane Robert,,Jamie Baker,673 63 61,seoul,88,Great Britain F2,2006,futures
6) ,Gary Lugassy,WC,Ian Flanagan,62 62,seoul,88,Great Britain F2,2006,futures
7,Jean-Claude Scherrer,,Tom Rushby,62 61,seoul,88,Great Britain F2,2006,futures
,Jamie Baker,,Petar Popovic,63 26 64,seoul,88,Great Britain F2,2006,futures
,Jeremy Chardy,,Nicolas Renavand,765 767,seoul,88,Great Britain F2,2006,futures
,Frederik Nielsen,,Colin Fleming,767 63,seoul,88,Great Britain F2,2006,futures
,Conor Niland,Q,Troy Hahn,46 63 64,seoul,88,Great Britain F2,2006,futures
,Stephane Robert,Q,Sergei Bubka,64 63,seoul,88,Great Britain F2,2006,futures
Q,Jan Stancik,Q,Ross Hutchins,63 75,seoul,88,Great Britain F2,2006,futures
,Jamie Baker,1,Jean-Michel Pequery,61 64,seoul,88,Great Britain F2,2006,futures
Q,Ross Hutchins,2,Matthew Smith,760 75,seoul,88,Great Britain F2,2006,futures
,Frederik Nielsen,3,Martin Lee,64 61,seoul,88,Great Britain F2,2006,futures
Q,Troy Hahn,4,Phillip Simmonds,64 62,seoul,88,Great Britain F2,2006,futures
,Nicolas Renavand,5,David Sherwood,6713 75 64,seoul,88,Great Britain F2,2006,futures
6) ,Gary Lugassy,,Tyler Cleveland,764 64,seoul,88,Great Britain F2,2006,futures
7,Jean-Claude Scherrer,,Pavel Ivanov,63 36 765,seoul,88,Great Britain F2,2006,futures
Q,Sergei Bubka,8,Josh Goodall,75 63,seoul,88,Great Britain F2,2006,futures
,Jeremy Chardy,,Alexander Slabinsky,46 62 63,seoul,88,Great Britain F2,2006,futures
WC,Ian Flanagan,Q,Simon Roberts,62 75,seoul,88,Great Britain F2,2006,futures
,Colin Fleming,WC,Miles Kasiri,62 57 75,seoul,88,Great Britain F2,2006,futures
,Conor Niland,WC,James May,62 60,seoul,88,Great Britain F2,2006,futures
,Petar Popovic,Q,Alex Miotto,75 64,seoul,88,Great Britain F2,2006,futures
,Stephane Robert,WC,Daniel Cox,62 61,seoul,88,Great Britain F2,2006,futures
,Tom Rushby,,Neil Bamford,61 30 (RET),seoul,88,Great Britain F2,2006,futures
Q,Jan Stancik,Q,Dave Lingman,63 10 (RET),seoul,88,Great Britain F2,2006,futures
,Pablo Santos,8) W,Bartolome Salva-Vidal,60 762,guaruja,237,Spain F1,2006,futures
8) W,Bartolome Salva-Vidal,2,Hector Ruiz-Cadenas,46 61 61,guaruja,237,Spain F1,2006,futures
,Pablo Santos,7,Jose Antonio Sanchez-de Luna,61 61,guaruja,237,Spain F1,2006,futures
7,Jose Antonio Sanchez-de Luna,1) ,Gorka Fraile,61 75,guaruja,237,Spain F1,2006,futures
2,Hector Ruiz-Cadenas,6,Carlos Poch-Gradin,36 64 62,guaruja,237,Spain F1,2006,futures
8) W,Bartolome Salva-Vidal,4,Simone Vagnozzi,75 63,guaruja,237,Spain F1,2006,futures
,Pablo Santos,,Antonio Baldellou-Esteva,63 763,guaruja,237,Spain F1,2006,futures
1) ,Gorka Fraile,,Didac Perez,63 63,guaruja,237,Spain F1,2006,futures
2,Hector Ruiz-Cadenas,,Federico Torresi,63 62,guaruja,237,Spain F1,2006,futures
,Antonio Baldellou-Esteva,3) ,Javier Genaro-Martinez,75 63,guaruja,237,Spain F1,2006,futures
4,Simone Vagnozzi,Q,Jose Luis Muguruza,75 60,guaruja,237,Spain F1,2006,futures
,Pablo Santos,5,Jose Checa-Calvo,64 763,guaruja,237,Spain F1,2006,futures
6,Carlos Poch-Gradin,WC,Ignacio Coll-Riudavets,63 62,guaruja,237,Spain F1,2006,futures
7,Jose Antonio Sanchez-de Luna,,Roberto Bautista Agut,75 63,guaruja,237,Spain F1,2006,futures
8) W,Bartolome Salva-Vidal,,Borja Martinez,61 60,guaruja,237,Spain F1,2006,futures
1) ,Gorka Fraile,,Javier Ruiz-Gonzalez,63 62,guaruja,237,Spain F1,2006,futures
