Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
,Ilija Bozoljac,4,Guillermo Olaso,764 64,south-orange,707,Turkey F1,2013,futures
,Ilija Bozoljac,1,Dusan Lojda,61 62,south-orange,707,Turkey F1,2013,futures
4,Guillermo Olaso,,Kimmer Coppejans,64 764,south-orange,707,Turkey F1,2013,futures
1,Dusan Lojda,6,Yasutaka Uchiyama,63 64,south-orange,707,Turkey F1,2013,futures
,Ilija Bozoljac,3,Liang-Chi Huang,64 62,south-orange,707,Turkey F1,2013,futures
4,Guillermo Olaso,,Ilija Vucic,63 62,south-orange,707,Turkey F1,2013,futures
,Kimmer Coppejans,5,Mao-Xin Gong,62 46 60,south-orange,707,Turkey F1,2013,futures
1,Dusan Lojda,,Haythem Abid,62 61,south-orange,707,Turkey F1,2013,futures
3,Liang-Chi Huang,,Ilia Shatskiy,63 61,south-orange,707,Turkey F1,2013,futures
4,Guillermo Olaso,,Abdullah Maqdes,676 64 75,south-orange,707,Turkey F1,2013,futures
5,Mao-Xin Gong,,Arata Onozawa,676 63 63,south-orange,707,Turkey F1,2013,futures
6,Yasutaka Uchiyama,,Pedro Zerbini,764 75,south-orange,707,Turkey F1,2013,futures
,Ilija Bozoljac,7,Julien Obry,63 63,south-orange,707,Turkey F1,2013,futures
,Ilija Vucic,8,Mohamed Safwat,64 62,south-orange,707,Turkey F1,2013,futures
,Kimmer Coppejans,Q,Nassim Slilam,61 60,south-orange,707,Turkey F1,2013,futures
1,Dusan Lojda,Q,Dragos Constantin Ignat,62 61,south-orange,707,Turkey F1,2013,futures
Q,Nassim Slilam,2) W,Alexander Kudryavtsev,62 36 765,south-orange,707,Turkey F1,2013,futures
3,Liang-Chi Huang,,Shuichi Sekiguchi,64 62,south-orange,707,Turkey F1,2013,futures
4,Guillermo Olaso,Q,Austin Karosi,64 764,south-orange,707,Turkey F1,2013,futures
5,Mao-Xin Gong,Q,Valentin Dimov,64 674 62,south-orange,707,Turkey F1,2013,futures
6,Yasutaka Uchiyama,,Andrei Vasilevski,63 63,south-orange,707,Turkey F1,2013,futures
7,Julien Obry,Q,Mariano Esposito,64 61,south-orange,707,Turkey F1,2013,futures
8,Mohamed Safwat,Q,Dinko Halachev,63 63,south-orange,707,Turkey F1,2013,futures
