Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
,Matthew Smith,2,Josh Goodall,64 62,seoul,88,Great Britain F2,2005,futures
,Matthew Smith,1,Lee Childs,75 64,seoul,88,Great Britain F2,2005,futures
2,Josh Goodall,4,James Auckland,63 36 763,seoul,88,Great Britain F2,2005,futures
1,Lee Childs,Q,Tom Rushby,62 63,seoul,88,Great Britain F2,2005,futures
2,Josh Goodall,6,Richard Bloomfield,36 762 62,seoul,88,Great Britain F2,2005,futures
4,James Auckland,,Frederik Nielsen,763 63,seoul,88,Great Britain F2,2005,futures
,Matthew Smith,,Guillaume Couillard,64 20 (RET),seoul,88,Great Britain F2,2005,futures
1,Lee Childs,WC,Miles Kasiri,64 62,seoul,88,Great Britain F2,2005,futures
2,Josh Goodall,,Chris Lewis,766 64,seoul,88,Great Britain F2,2005,futures
4,James Auckland,Q,Alex Miotto,62 64,seoul,88,Great Britain F2,2005,futures
6,Richard Bloomfield,Q,Eric Butorac,62 763,seoul,88,Great Britain F2,2005,futures
,Guillaume Couillard,7,Scott Lipsky,75 61,seoul,88,Great Britain F2,2005,futures
,Frederik Nielsen,8,Jakub Hasek,75 64,seoul,88,Great Britain F2,2005,futures
Q,Tom Rushby,Q,Brian Wilson,62 62,seoul,88,Great Britain F2,2005,futures
,Matthew Smith,WC,Naim Lalji,64 63,seoul,88,Great Britain F2,2005,futures
1,Lee Childs,,Juho Paukku,64 75,seoul,88,Great Britain F2,2005,futures
2,Josh Goodall,,Martijn Van Haasteren,62 36 75,seoul,88,Great Britain F2,2005,futures
,Matthew Smith,3,Paul Logtens,64 61,seoul,88,Great Britain F2,2005,futures
4,James Auckland,WC,Edward Seator,63 30 (RET),seoul,88,Great Britain F2,2005,futures
Q,Brian Wilson,5,Andrew Banks,26 764 64,seoul,88,Great Britain F2,2005,futures
6,Richard Bloomfield,,Ian Flanagan,62 61,seoul,88,Great Britain F2,2005,futures
7,Scott Lipsky,WC,David Brewer,61 62,seoul,88,Great Britain F2,2005,futures
8,Jakub Hasek,Q,Rasmus Norby,64 64,seoul,88,Great Britain F2,2005,futures
Q,Eric Butorac,LL,Dominic Inglot,61 62,seoul,88,Great Britain F2,2005,futures
,Guillaume Couillard,,Travis Rettenmaier,61 762,seoul,88,Great Britain F2,2005,futures
WC,Miles Kasiri,Q,Matt Brown,763 46 62,seoul,88,Great Britain F2,2005,futures
WC,Naim Lalji,Q,Ryan Jones,63 62,seoul,88,Great Britain F2,2005,futures
,Chris Lewis,,Tom Burn,766 63,seoul,88,Great Britain F2,2005,futures
Q,Alex Miotto,,Richard Irwin,63 36 63,seoul,88,Great Britain F2,2005,futures
,Frederik Nielsen,,Floris Kilian,63 64,seoul,88,Great Britain F2,2005,futures
Q,Tom Rushby,Q,Andrew Kennaugh,64 16 63,seoul,88,Great Britain F2,2005,futures
Q,Steve Darcis,WC,Olivier Vandewiele,62 61,bergen,239,France F1,2005,futures
WC,Olivier Vandewiele,8,Guillaume Legat,62 60,bergen,239,France F1,2005,futures
Q,Steve Darcis,,Clement Morel,62 64,bergen,239,France F1,2005,futures
Q,Steve Darcis,1,Stefan Wauters,75 61,bergen,239,France F1,2005,futures
,Clement Morel,5,Benjamin Balleret,764 62,bergen,239,France F1,2005,futures
8,Guillaume Legat,Q,Alexandre Sidorenko,61 762,bergen,239,France F1,2005,futures
WC,Olivier Vandewiele,,Xavier Audouy,766 63,bergen,239,France F1,2005,futures
1,Stefan Wauters,,Baptiste Dupuy,64 64,bergen,239,France F1,2005,futures
,Xavier Audouy,2,Marcel Granollers,63 26 62,bergen,239,France F1,2005,futures
Q,Alexandre Sidorenko,4,Nikola Ciric,767 75,bergen,239,France F1,2005,futures
5,Benjamin Balleret,Q,Clement Rousseau,63 63,bergen,239,France F1,2005,futures
WC,Olivier Vandewiele,7,Nick Van Der Meer,62 62,bergen,239,France F1,2005,futures
8,Guillaume Legat,,Nicolas Renavand,36 63 60,bergen,239,France F1,2005,futures
Q,Steve Darcis,,Charly Villeneuve,64 63,bergen,239,France F1,2005,futures
,Clement Morel,,Jose-Manuel Garcia-Rodriguez,63 61,bergen,239,France F1,2005,futures
1,Stefan Wauters,WC,Paterne Mamata,63 75,bergen,239,France F1,2005,futures
2,Marcel Granollers,,Jordane Doble,46 64 64,bergen,239,France F1,2005,futures
