Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
2,Flavio Cipolla,,Stephane Bohli,64 75,noumea,2205,Noumea,2008,challenger
2,Flavio Cipolla,4,David Guez,62 63,noumea,2205,Noumea,2008,challenger
,Stephane Bohli,WC,Jean-Rene Lisnard,06 62 64,noumea,2205,Noumea,2008,challenger
2,Flavio Cipolla,,Denis Istomin,64 46 64,noumea,2205,Noumea,2008,challenger
4,David Guez,,Josselin Ouanna,63 673 60,noumea,2205,Noumea,2008,challenger
,Stephane Bohli,,Kevin Anderson,75 63,noumea,2205,Noumea,2008,challenger
WC,Jean-Rene Lisnard,,Augustin Gensse,64 62,noumea,2205,Noumea,2008,challenger
2,Flavio Cipolla,,Martin Slanar,62 75,noumea,2205,Noumea,2008,challenger
4,David Guez,,Scoville Jenkins,63 61,noumea,2205,Noumea,2008,challenger
,Kevin Anderson,5,Alex Bogdanovic,64 64,noumea,2205,Noumea,2008,challenger
WC,Jean-Rene Lisnard,8,Laurent Recouderc,763 61,noumea,2205,Noumea,2008,challenger
,Stephane Bohli,,Ryan Sweeting,763 64,noumea,2205,Noumea,2008,challenger
,Augustin Gensse,WC,Nicolas N'Godrela,64 64,noumea,2205,Noumea,2008,challenger
,Denis Istomin,,KJ Hippensteel,61 63,noumea,2205,Noumea,2008,challenger
,Josselin Ouanna,,Paolo Lorenzi,63 677 64,noumea,2205,Noumea,2008,challenger
,Stephane Bohli,1,Nicolas Devilder,62 763,noumea,2205,Noumea,2008,challenger
2,Flavio Cipolla,,Noam Okun,62 64,noumea,2205,Noumea,2008,challenger
,Augustin Gensse,3,Kevin Kim,64 46 62,noumea,2205,Noumea,2008,challenger
4,David Guez,WC,Norikazu Sugiyama,63 61,noumea,2205,Noumea,2008,challenger
5,Alex Bogdanovic,,Thomas Oger,62 763,noumea,2205,Noumea,2008,challenger
,Paolo Lorenzi,6,Jeremy Chardy,36 75 63,noumea,2205,Noumea,2008,challenger
,KJ Hippensteel,7,Jan Mertl,64 75,noumea,2205,Noumea,2008,challenger
8,Laurent Recouderc,WC,Maxime Chazal,60 60,noumea,2205,Noumea,2008,challenger
,Kevin Anderson,,Simone Vagnozzi,675 61 63,noumea,2205,Noumea,2008,challenger
,Denis Istomin,Q,Aurelien David,61 61,noumea,2205,Noumea,2008,challenger
,Scoville Jenkins,Q,Philippe Poignon,64 61,noumea,2205,Noumea,2008,challenger
WC,Jean-Rene Lisnard,Q,Anthony Azcoaga,60 60,noumea,2205,Noumea,2008,challenger
WC,Nicolas N'Godrela,Q,Yvonick Rivat,61 61,noumea,2205,Noumea,2008,challenger
,Josselin Ouanna,,Daniel King-Turner,64 62,noumea,2205,Noumea,2008,challenger
,Martin Slanar,,Tomas Cakl,63 62,noumea,2205,Noumea,2008,challenger
,Ryan Sweeting,,Adrian Menendez-Maceiras,678 61 20 (RET),noumea,2205,Noumea,2008,challenger
2,Ruben Ramirez Hidalgo,Q,David Marrero,63 61,la-serena,2206,La Serena,2008,challenger
2,Ruben Ramirez Hidalgo,5,Eduardo Schwank,26 64 63,la-serena,2206,La Serena,2008,challenger
Q,David Marrero,,Vasilis Mazarakis,57 75 64,la-serena,2206,La Serena,2008,challenger
Q,David Marrero,1) W,Nicolas Lapentti,16 64 63,la-serena,2206,La Serena,2008,challenger
2,Ruben Ramirez Hidalgo,,Juan-Martin Aranguren,64 61,la-serena,2206,La Serena,2008,challenger
5,Eduardo Schwank,,Gabriel Trujillo-Soler,61 61,la-serena,2206,La Serena,2008,challenger
,Vasilis Mazarakis,,Jose Antonio Sanchez-de Luna,64 64,la-serena,2206,La Serena,2008,challenger
1) W,Nicolas Lapentti,WC,Hans Podlipnik-Castillo,63 61,la-serena,2206,La Serena,2008,challenger
2,Ruben Ramirez Hidalgo,,Guillermo Alcaide,61 26 762,la-serena,2206,La Serena,2008,challenger
,Vasilis Mazarakis,4,Brian Dabul,60 63,la-serena,2206,La Serena,2008,challenger
5,Eduardo Schwank,,Franco Ferreiro,63 63,la-serena,2206,La Serena,2008,challenger
Q,David Marrero,7,Adrian Garcia,63 673 62,la-serena,2206,La Serena,2008,challenger
,Juan-Martin Aranguren,Q,Martin Alund,676 64 64,la-serena,2206,La Serena,2008,challenger
,Jose Antonio Sanchez-de Luna,,Andreas Haider-Maurer,46 75 63,la-serena,2206,La Serena,2008,challenger
,Gabriel Trujillo-Soler,WC,Guillermo Hormazabal,64 675 63,la-serena,2206,La Serena,2008,challenger
1) W,Nicolas Lapentti,,Juan-Pablo Villar,61 64,la-serena,2206,La Serena,2008,challenger
2,Ruben Ramirez Hidalgo,Q,Matteo Marrai,62 63,la-serena,2206,La Serena,2008,challenger
WC,Guillermo Hormazabal,3,Juan-Pablo Guzman,26 762 75,la-serena,2206,La Serena,2008,challenger
4,Brian Dabul,,Gustavo Marcaccio,62 10 (RET),la-serena,2206,La Serena,2008,challenger
5,Eduardo Schwank,,Mariano Puerta,61 64,la-serena,2206,La Serena,2008,challenger
,Andreas Haider-Maurer,6,Thomaz Bellucci,63 36 765,la-serena,2206,La Serena,2008,challenger
7,Adrian Garcia,,Rainer Eitzinger,46 64 62,la-serena,2206,La Serena,2008,challenger
Q,Martin Alund,8,Daniel Munoz de la Nava,36 75 762,la-serena,2206,La Serena,2008,challenger
,Guillermo Alcaide,,Horacio Zeballos,64 57 64,la-serena,2206,La Serena,2008,challenger
,Juan-Martin Aranguren,,Diego Junqueira,36 62 75,la-serena,2206,La Serena,2008,challenger
,Franco Ferreiro,,Cristian Villagran,41 (RET),la-serena,2206,La Serena,2008,challenger
Q,David Marrero,,Sebastian Decoud,764 46 64,la-serena,2206,La Serena,2008,challenger
,Vasilis Mazarakis,Q,Alejandro Fabbri,64 767,la-serena,2206,La Serena,2008,challenger
WC,Hans Podlipnik-Castillo,,Manuel Jorquera,61 63,la-serena,2206,La Serena,2008,challenger
,Jose Antonio Sanchez-de Luna,,Caio Zampieri,75 64,la-serena,2206,La Serena,2008,challenger
,Gabriel Trujillo-Soler,LL,Alejandro Kon,61 75,la-serena,2206,La Serena,2008,challenger
1,David Marrero,5,Alejandro Kon,62 60,la-serena,2206,La Serena,2008,challenger
2,Alejandro Fabbri,6,David Savic,64 62,la-serena,2206,La Serena,2008,challenger
4,Martin Alund,8,Walter Trusendi,16 61 63,la-serena,2206,La Serena,2008,challenger
7,Matteo Marrai,,Juan-Francisco Spina,672 64 767,la-serena,2206,La Serena,2008,challenger
1,David Marrero,,Rodrigo Urzua,64 63,la-serena,2206,La Serena,2008,challenger
2,Alejandro Fabbri,,Ignacio Lehyt,61 60,la-serena,2206,La Serena,2008,challenger
,Juan-Francisco Spina,3,Jorge Aguilar,64 64,la-serena,2206,La Serena,2008,challenger
4,Martin Alund,,Miquel Perez Puigdomenech,63 64,la-serena,2206,La Serena,2008,challenger
5,Alejandro Kon,,Pablo Figueroa,36 61 64,la-serena,2206,La Serena,2008,challenger
6,David Savic,,Oscar Miranda,675 61 63,la-serena,2206,La Serena,2008,challenger
7,Matteo Marrai,,Dimitrios Loucareas,62 62,la-serena,2206,La Serena,2008,challenger
8,Walter Trusendi,,Emiliano Garcia-Blanksman,61 60,la-serena,2206,La Serena,2008,challenger
,Pablo Figueroa,,Juan-Sebastian Vivanco,61 57 60,la-serena,2206,La Serena,2008,challenger
