Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
7,Adrian Mannarino,,Andrej Martin,64 63,noumea,2205,Noumea,2013,challenger
7,Adrian Mannarino,3,Marc Gicquel,36 63 761,noumea,2205,Noumea,2013,challenger
,Andrej Martin,4,Jonathan Dasnieres de Veigy,62 62,noumea,2205,Noumea,2013,challenger
3,Marc Gicquel,,Alessandro Giannessi,62 62,noumea,2205,Noumea,2013,challenger
4,Jonathan Dasnieres de Veigy,,Sam Groth,63 63,noumea,2205,Noumea,2013,challenger
7,Adrian Mannarino,,Denys Molchanov,62 60,noumea,2205,Noumea,2013,challenger
,Andrej Martin,,Maxime Teixeira,63 62,noumea,2205,Noumea,2013,challenger
,Andrej Martin,1,Steve Darcis,62 63,noumea,2205,Noumea,2013,challenger
3,Marc Gicquel,,Gregoire Burquier,60 64,noumea,2205,Noumea,2013,challenger
4,Jonathan Dasnieres de Veigy,,Artem Sitak,62 16 765,noumea,2205,Noumea,2013,challenger
,Alessandro Giannessi,5,Peter Polansky,63 26 62,noumea,2205,Noumea,2013,challenger
,Maxime Teixeira,6,Adrian Menendez-Maceiras,63 61,noumea,2205,Noumea,2013,challenger
7,Adrian Mannarino,WC,Jose Statham,75 62,noumea,2205,Noumea,2013,challenger
,Sam Groth,,Stephane Robert,26 764 62,noumea,2205,Noumea,2013,challenger
,Denys Molchanov,Q,Maxime Chazal,63 64,noumea,2205,Noumea,2013,challenger
1,Steve Darcis,,Isaac Frost,764 63,noumea,2205,Noumea,2013,challenger
,Denys Molchanov,2,Florent Serra,64 75,noumea,2205,Noumea,2013,challenger
3,Marc Gicquel,,Nicolas Devilder,62 64,noumea,2205,Noumea,2013,challenger
4,Jonathan Dasnieres de Veigy,,Frederik Nielsen,06 64 63,noumea,2205,Noumea,2013,challenger
5,Peter Polansky,,Lukas Dlouhy,63 75,noumea,2205,Noumea,2013,challenger
6,Adrian Menendez-Maceiras,,Steven Diez,63 675 765,noumea,2205,Noumea,2013,challenger
7,Adrian Mannarino,Q,Nicolas Ernst,62 61,noumea,2205,Noumea,2013,challenger
,Stephane Robert,8,Amir Weintraub,64 06 64,noumea,2205,Noumea,2013,challenger
,Gregoire Burquier,Q,Dane Propoggia,762 57 63,noumea,2205,Noumea,2013,challenger
Q,Maxime Chazal,Q,Nicolas N'Godrela,75 764,noumea,2205,Noumea,2013,challenger
,Alessandro Giannessi,,Ti Chen,765 673 63,noumea,2205,Noumea,2013,challenger
,Sam Groth,WC,Lucas Pouille,75 46 75,noumea,2205,Noumea,2013,challenger
,Andrej Martin,,Toshihide Matsui,62 64,noumea,2205,Noumea,2013,challenger
,Artem Sitak,,Riccardo Ghedin,63 62,noumea,2205,Noumea,2013,challenger
WC,Jose Statham,,Ivo Klec,26 766 766,noumea,2205,Noumea,2013,challenger
,Maxime Teixeira,,Leon Frost,63 60,noumea,2205,Noumea,2013,challenger
1,Dane Propoggia,WC,Julien Delaplane,75 63,noumea,2205,Noumea,2013,challenger
2,Maxime Chazal,WC,Mathieu Monot,60 60,noumea,2205,Noumea,2013,challenger
,Nicolas Ernst,3) W,Jordan Kerr,16 64 21 (RET),noumea,2205,Noumea,2013,challenger
WC,Nicolas N'Godrela,4,Enrico Becuzzi,60 60,noumea,2205,Noumea,2013,challenger
,Nicolas Ernst,WC,Gauthier Bielli,60 60,noumea,2205,Noumea,2013,challenger
WC,Nicolas N'Godrela,WC,Philippe Poignon,61 62,noumea,2205,Noumea,2013,challenger
,Michael Berrer,WC,Jan-Lennard Struff,75 63,heilbronn,460,Heilbronn,2013,challenger
,Michael Berrer,1) W,Paul-Henri Mathieu,62 10 (RET),heilbronn,460,Heilbronn,2013,challenger
WC,Jan-Lennard Struff,,Olivier Rochus,75 60,heilbronn,460,Heilbronn,2013,challenger
1) W,Paul-Henri Mathieu,,Frank Dancevic,61 678 766,heilbronn,460,Heilbronn,2013,challenger
WC,Jan-Lennard Struff,2,Benjamin Becker,61 46 762,heilbronn,460,Heilbronn,2013,challenger
,Michael Berrer,8,Ruben Bemelmans,64 767,heilbronn,460,Heilbronn,2013,challenger
