Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
,Diego Nargiso,,Markus Zoecke,36 76 63,heilbronn,460,Heilbronn,1991,challenger
,Diego Nargiso,Q,Peter Nyborg,36 64 63,heilbronn,460,Heilbronn,1991,challenger
,Markus Zoecke,,Michiel Schapers,61 61,heilbronn,460,Heilbronn,1991,challenger
,Diego Nargiso,,Leif Shiras,62 67 63,heilbronn,460,Heilbronn,1991,challenger
Q,Peter Nyborg,,Chris Pridham,61 76,heilbronn,460,Heilbronn,1991,challenger
,Michiel Schapers,Q,Markus Zillner,62 63,heilbronn,460,Heilbronn,1991,challenger
,Markus Zoecke,WC,Markus Naewie,63 64,heilbronn,460,Heilbronn,1991,challenger
,Leif Shiras,3,Nuno Marques,76 76,heilbronn,460,Heilbronn,1991,challenger
,Michiel Schapers,4,Martin Strelba,26 76 64,heilbronn,460,Heilbronn,1991,challenger
,Diego Nargiso,6,Henrik Holm,76 64,heilbronn,460,Heilbronn,1991,challenger
WC,Markus Naewie,7,Michael Tauson,64 60,heilbronn,460,Heilbronn,1991,challenger
Q,Peter Nyborg,,Andrei Olhovskiy,63 76,heilbronn,460,Heilbronn,1991,challenger
,Chris Pridham,Q,Richard Vogel,26 76 64,heilbronn,460,Heilbronn,1991,challenger
Q,Markus Zillner,,Branislav Stankovic,75 46 75,heilbronn,460,Heilbronn,1991,challenger
,Markus Zoecke,,Thierry Tulasne,60 64,heilbronn,460,Heilbronn,1991,challenger
,Thierry Tulasne,2,Martin Sinner,76 67 62,heilbronn,460,Heilbronn,1991,challenger
3,Nuno Marques,WC,Milan Palme,62 62,heilbronn,460,Heilbronn,1991,challenger
4,Martin Strelba,Q,Thomas Breuninger,64 64,heilbronn,460,Heilbronn,1991,challenger
,Branislav Stankovic,5,Patrick Baur,62 62,heilbronn,460,Heilbronn,1991,challenger
6,Henrik Holm,,Paul Vojtischek,46 63 64,heilbronn,460,Heilbronn,1991,challenger
7,Michael Tauson,,Christian Saceanu,62 63,heilbronn,460,Heilbronn,1991,challenger
,Andrei Olhovskiy,8,Stefano Pescosolido,76 63,heilbronn,460,Heilbronn,1991,challenger
WC,Markus Naewie,,Johan Carlsson,75 64,heilbronn,460,Heilbronn,1991,challenger
,Diego Nargiso,WC,Mansour Bahrami,26 64 63,heilbronn,460,Heilbronn,1991,challenger
Q,Peter Nyborg,,Rodolphe Gilbert,46 75 63,heilbronn,460,Heilbronn,1991,challenger
,Chris Pridham,,Milan Srejber,63 62,heilbronn,460,Heilbronn,1991,challenger
,Michiel Schapers,,Dimitri Poliakov,61 61,heilbronn,460,Heilbronn,1991,challenger
,Leif Shiras,,Christian Geyer,62 76,heilbronn,460,Heilbronn,1991,challenger
Q,Richard Vogel,,Olivier Delaitre,63 36 63,heilbronn,460,Heilbronn,1991,challenger
Q,Markus Zillner,WC,David Prinosil,64 46 63,heilbronn,460,Heilbronn,1991,challenger
,Markus Zoecke,,Gianluca Pozzi,46 76 62,heilbronn,460,Heilbronn,1991,challenger
Q,Gustavo Giussani,8,Gabriel Markus,46 62 60,vina-del-mar,204,Vina Del Mar,1991,challenger
8,Gabriel Markus,,Felipe Rivera,61 63,vina-del-mar,204,Vina Del Mar,1991,challenger
Q,Gustavo Giussani,Q,Luis Lobo,75 62,vina-del-mar,204,Vina Del Mar,1991,challenger
Q,Luis Lobo,1,Pedro Rebolledo,63 63,vina-del-mar,204,Vina Del Mar,1991,challenger
8,Gabriel Markus,2,Chris Garner,62 36 75,vina-del-mar,204,Vina Del Mar,1991,challenger
Q,Gustavo Giussani,5,Jose Daher,76 76,vina-del-mar,204,Vina Del Mar,1991,challenger
,Felipe Rivera,Q,Gustavo Garetto,76 64,vina-del-mar,204,Vina Del Mar,1991,challenger
1,Pedro Rebolledo,WC,Gerardo Vacarezza,64 46 64,vina-del-mar,204,Vina Del Mar,1991,challenger
2,Chris Garner,,Alexandre Hocevar,63 60,vina-del-mar,204,Vina Del Mar,1991,challenger
5,Jose Daher,,Juan Pino,67 62 60,vina-del-mar,204,Vina Del Mar,1991,challenger
8,Gabriel Markus,,Nicolas Pereira,75 26 61,vina-del-mar,204,Vina Del Mar,1991,challenger
Q,Gustavo Garetto,,Francisco Yunis,36 76 61,vina-del-mar,204,Vina Del Mar,1991,challenger
Q,Gustavo Giussani,,Jose Antonio Fernandez,62 36 61,vina-del-mar,204,Vina Del Mar,1991,challenger
Q,Luis Lobo,,Marcelo Ingaramo,62 63,vina-del-mar,204,Vina Del Mar,1991,challenger
,Felipe Rivera,WC,Ruben Gajardo,62 64,vina-del-mar,204,Vina Del Mar,1991,challenger
1,Pedro Rebolledo,,Roberto Arguello,61 63,vina-del-mar,204,Vina Del Mar,1991,challenger
2,Chris Garner,,Cesar Kist,61 64,vina-del-mar,204,Vina Del Mar,1991,challenger
,Jose Antonio Fernandez,3,Lawson Duncan,67 76 11 (RET),vina-del-mar,204,Vina Del Mar,1991,challenger
