Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
7,Magnus Larsson,,Stephane Huet,63 761,heilbronn,460,Heilbronn,2000,challenger
7,Magnus Larsson,6,Markus Hantschk,761 64,heilbronn,460,Heilbronn,2000,challenger
,Stephane Huet,,Andrei Stoliarov,60 765,heilbronn,460,Heilbronn,2000,challenger
7,Magnus Larsson,2,George Bastl,62 20 (RET),heilbronn,460,Heilbronn,2000,challenger
6,Markus Hantschk,,Alexander Popp,63 75,heilbronn,460,Heilbronn,2000,challenger
,Stephane Huet,,Michael Kohlmann,761 62,heilbronn,460,Heilbronn,2000,challenger
,Andrei Stoliarov,,Orlin Stanoytchev,64 673 63,heilbronn,460,Heilbronn,2000,challenger
,Andrei Stoliarov,1,John van Lottum,61 75,heilbronn,460,Heilbronn,2000,challenger
2,George Bastl,WC,Jakub Herm-Zahlava,75 64,heilbronn,460,Heilbronn,2000,challenger
6,Markus Hantschk,,Lorenzo Manta,763 764,heilbronn,460,Heilbronn,2000,challenger
7,Magnus Larsson,,Julian Alonso,63 61,heilbronn,460,Heilbronn,2000,challenger
,Stephane Huet,,Axel Pretzsch,36 64 62,heilbronn,460,Heilbronn,2000,challenger
,Michael Kohlmann,Q,Marzio Martelli,63 64,heilbronn,460,Heilbronn,2000,challenger
,Alexander Popp,Q,Andy Fahlke,64 62,heilbronn,460,Heilbronn,2000,challenger
,Orlin Stanoytchev,,Federico Browne,62 61,heilbronn,460,Heilbronn,2000,challenger
1,John van Lottum,WC,Marc-Kevin Goellner,763 61,heilbronn,460,Heilbronn,2000,challenger
2,George Bastl,,Julien Boutter,57 63 61,heilbronn,460,Heilbronn,2000,challenger
,Michael Kohlmann,3,Gianluca Pozzi,75 61,heilbronn,460,Heilbronn,2000,challenger
,Alexander Popp,4,Laurence Tieleman,64 62,heilbronn,460,Heilbronn,2000,challenger
,Axel Pretzsch,5,Jan Siemerink,63 62,heilbronn,460,Heilbronn,2000,challenger
6,Markus Hantschk,,Tuomas Ketola,64 64,heilbronn,460,Heilbronn,2000,challenger
7,Magnus Larsson,,Emilio Benfele Alvarez,675 60 62,heilbronn,460,Heilbronn,2000,challenger
,Federico Browne,8,Jan Kroslak,64 62,heilbronn,460,Heilbronn,2000,challenger
,Julian Alonso,Q,Christian Vinck,64 766,heilbronn,460,Heilbronn,2000,challenger
Q,Andy Fahlke,,Michel Kratochvil,62 60,heilbronn,460,Heilbronn,2000,challenger
WC,Jakub Herm-Zahlava,,Tomas Behrend,63 46 63,heilbronn,460,Heilbronn,2000,challenger
,Stephane Huet,Q,Daniel Elsner,63 63,heilbronn,460,Heilbronn,2000,challenger
,Lorenzo Manta,WC,Bjorn Phau,46 62 63,heilbronn,460,Heilbronn,2000,challenger
Q,Marzio Martelli,,Jamie Delgado,63 62,heilbronn,460,Heilbronn,2000,challenger
,Orlin Stanoytchev,,Lars Burgsmuller,767 64,heilbronn,460,Heilbronn,2000,challenger
,Andrei Stoliarov,WC,Martin Sinner,62 75,heilbronn,460,Heilbronn,2000,challenger
