Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
3,Eliot Teltscher,6,Onny Parun,63 75 61,auckland,301,Auckland,1978,challenger
3,Eliot Teltscher,,Rod Frawley,64 63,auckland,301,Auckland,1978,challenger
6,Onny Parun,8,Robin Drysdale,67 63 64,auckland,301,Auckland,1978,challenger
,Rod Frawley,1,Karl Meiler,36 75 86,auckland,301,Auckland,1978,challenger
6,Onny Parun,2,Chris Lewis (NZL),57 60 108,auckland,301,Auckland,1978,challenger
3,Eliot Teltscher,5,Russell Simpson,62 60,auckland,301,Auckland,1978,challenger
8,Robin Drysdale,,Eric Fromm,61 64,auckland,301,Auckland,1978,challenger
1,Karl Meiler,,Dale Collings,62 62,auckland,301,Auckland,1978,challenger
2,Chris Lewis (NZL),,Garry Slater,75 75,auckland,301,Auckland,1978,challenger
3,Eliot Teltscher,,Bob Giltinan,63 61,auckland,301,Auckland,1978,challenger
5,Russell Simpson,,David Mustard,64 61,auckland,301,Auckland,1978,challenger
6,Onny Parun,,Dave Simmonds,62 64,auckland,301,Auckland,1978,challenger
,Rod Frawley,7,William Lloyd,75 46 75,auckland,301,Auckland,1978,challenger
8,Robin Drysdale,,Jay Harvey,60 64,auckland,301,Auckland,1978,challenger
,Eric Fromm,,Christopher Sylvan,63 75,auckland,301,Auckland,1978,challenger
1,Karl Meiler,,A. Caulfield,61 63,auckland,301,Auckland,1978,challenger
2,Chris Lewis (NZL),,Stephen Temple,61 60,auckland,301,Auckland,1978,challenger
3,Eliot Teltscher,,Nick Boyne,62 60,auckland,301,Auckland,1978,challenger
,Eric Fromm,4,Richard Lewis,46 63 97,auckland,301,Auckland,1978,challenger
5,Russell Simpson,,Gilles Moretton,64 57 61,auckland,301,Auckland,1978,challenger
6,Onny Parun,,Jeff Simpson,64 75,auckland,301,Auckland,1978,challenger
7,William Lloyd,,Graeme Thomson,64 62,auckland,301,Auckland,1978,challenger
8,Robin Drysdale,,Peter Hampton,61 62,auckland,301,Auckland,1978,challenger
,Dale Collings,,Jacques Thamin,64 67 64,auckland,301,Auckland,1978,challenger
,Rod Frawley,,David Huffman,64 60,auckland,301,Auckland,1978,challenger
,Bob Giltinan,,Dennis Gibson,16 64 60,auckland,301,Auckland,1978,challenger
