Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
,Peter Moraing,,Roberto Azar,46 61 64,vina-del-mar,204,Vina Del Mar,1987,challenger
,Peter Moraing,1) W,Pablo Arraya,64 62,vina-del-mar,204,Vina Del Mar,1987,challenger
,Roberto Azar,3,Alejandro Ganzabal,46 63 63,vina-del-mar,204,Vina Del Mar,1987,challenger
1) W,Pablo Arraya,7,Ricardo Acuna,76 61,vina-del-mar,204,Vina Del Mar,1987,challenger
3,Alejandro Ganzabal,Q,Gustavo Garetto,36 63 61,vina-del-mar,204,Vina Del Mar,1987,challenger
,Peter Moraing,4,Jimmy Brown,63 16 63,vina-del-mar,204,Vina Del Mar,1987,challenger
,Roberto Azar,LL,Hugo Chapacu,64 36 62,vina-del-mar,204,Vina Del Mar,1987,challenger
1) W,Pablo Arraya,,Gerardo Vacarezza,64 76,vina-del-mar,204,Vina Del Mar,1987,challenger
,Roberto Azar,2,Victor Pecci Sr.,61 63,vina-del-mar,204,Vina Del Mar,1987,challenger
3,Alejandro Ganzabal,,Joao Soares,26 62 63,vina-del-mar,204,Vina Del Mar,1987,challenger
4,Jimmy Brown,,Carlos Di Laura,36 62 62,vina-del-mar,204,Vina Del Mar,1987,challenger
7,Ricardo Acuna,,Jaromir Becka,64 64,vina-del-mar,204,Vina Del Mar,1987,challenger
LL,Hugo Chapacu,8,Pedro Rebolledo,75 62,vina-del-mar,204,Vina Del Mar,1987,challenger
Q,Gustavo Garetto,,Paul Vojtischek,75 62,vina-del-mar,204,Vina Del Mar,1987,challenger
,Peter Moraing,WC,Juan Pablo Queirolo,62 61,vina-del-mar,204,Vina Del Mar,1987,challenger
1) W,Pablo Arraya,Q,Alberto Mancini,60 62,vina-del-mar,204,Vina Del Mar,1987,challenger
2,Victor Pecci Sr.,,Fernando Roese,64 76,vina-del-mar,204,Vina Del Mar,1987,challenger
3,Alejandro Ganzabal,,Ricky Brown,57 75 62,vina-del-mar,204,Vina Del Mar,1987,challenger
4,Jimmy Brown,,Jose Lopez-Maeso,60 64,vina-del-mar,204,Vina Del Mar,1987,challenger
WC,Juan Pablo Queirolo,5,Blaine Willenborg,60 64,vina-del-mar,204,Vina Del Mar,1987,challenger
Q,Gustavo Garetto,6,Charles Bud Cox,76 76,vina-del-mar,204,Vina Del Mar,1987,challenger
7,Ricardo Acuna,,Derek Tarr,67 64 76,vina-del-mar,204,Vina Del Mar,1987,challenger
8,Pedro Rebolledo,Q,Joey Rive,76 61,vina-del-mar,204,Vina Del Mar,1987,challenger
,Roberto Azar,,Alberto Tous,36 64 76,vina-del-mar,204,Vina Del Mar,1987,challenger
,Jaromir Becka,,Ronnie Bathman,76 62,vina-del-mar,204,Vina Del Mar,1987,challenger
LL,Hugo Chapacu,WC,Marcelo Giaverini,60 61,vina-del-mar,204,Vina Del Mar,1987,challenger
,Carlos Di Laura,WC,Robinson Ureta,75 63,vina-del-mar,204,Vina Del Mar,1987,challenger
,Peter Moraing,,Ivo Werner,16 64 76,vina-del-mar,204,Vina Del Mar,1987,challenger
,Joao Soares,Q,Guillermo Rivas,64 63,vina-del-mar,204,Vina Del Mar,1987,challenger
,Gerardo Vacarezza,,Lawson Duncan,16 63 62,vina-del-mar,204,Vina Del Mar,1987,challenger
,Paul Vojtischek,,Paul Chamberlin,63 63,vina-del-mar,204,Vina Del Mar,1987,challenger
,Brett Dickinson,1,Stanislav Birner,26 62 64,enugu,296,Enugu,1987,challenger
1,Stanislav Birner,Q,Rill Baxter,64 62,enugu,296,Enugu,1987,challenger
,Brett Dickinson,5,Michael Kures,63 63,enugu,296,Enugu,1987,challenger
1,Stanislav Birner,,Jorge Lozano,57 62 62,enugu,296,Enugu,1987,challenger
,Brett Dickinson,2,Eric Winogradsky,26 76 62,enugu,296,Enugu,1987,challenger
5,Michael Kures,,Christian Weis,76 64,enugu,296,Enugu,1987,challenger
Q,Rill Baxter,,Craig Kardon,62 75,enugu,296,Enugu,1987,challenger
1,Stanislav Birner,,Miguel Nido,76 62,enugu,296,Enugu,1987,challenger
2,Eric Winogradsky,,Jason Goodall,63 16 76,enugu,296,Enugu,1987,challenger
,Christian Weis,3,Tony Mmoh,75 64,enugu,296,Enugu,1987,challenger
5,Michael Kures,,Shuzo Matsuoka,63 67 64,enugu,296,Enugu,1987,challenger
