Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
WC,Udo Riglewski,Q,Michael Kupferschmid,63 67 64,heilbronn,460,Heilbronn,1988,challenger
Q,Michael Kupferschmid,,Damir Buljevic,64 16 76,heilbronn,460,Heilbronn,1988,challenger
WC,Udo Riglewski,,Adrian Marcu,64 76,heilbronn,460,Heilbronn,1988,challenger
WC,Udo Riglewski,5,Fredrik Waern,64 67 64,heilbronn,460,Heilbronn,1988,challenger
Q,Michael Kupferschmid,6,Stanislav Birner,63 63,heilbronn,460,Heilbronn,1988,challenger
,Damir Buljevic,,Ronnie Bathman,63 64,heilbronn,460,Heilbronn,1988,challenger
,Adrian Marcu,Q,Morten Christensen,64 76,heilbronn,460,Heilbronn,1988,challenger
WC,Udo Riglewski,3,Conny Falk,62 76,heilbronn,460,Heilbronn,1988,challenger
5,Fredrik Waern,,Alberto Paris,63 61,heilbronn,460,Heilbronn,1988,challenger
6,Stanislav Birner,,Christian Weis,62 62,heilbronn,460,Heilbronn,1988,challenger
,Damir Buljevic,7,Claudio Panatta,64 62,heilbronn,460,Heilbronn,1988,challenger
,Adrian Marcu,8,Rolf Hertzog,76 64,heilbronn,460,Heilbronn,1988,challenger
,Ronnie Bathman,,Michael Tauson,46 64 62,heilbronn,460,Heilbronn,1988,challenger
Q,Morten Christensen,WC,Rudiger Haas,64 63,heilbronn,460,Heilbronn,1988,challenger
Q,Michael Kupferschmid,,Jan-Willem Lodder,63 76,heilbronn,460,Heilbronn,1988,challenger
,Michael Tauson,1,Florin Segarceanu,57 76 76,heilbronn,460,Heilbronn,1988,challenger
Q,Morten Christensen,2,Gerald Marzenell,63 63,heilbronn,460,Heilbronn,1988,challenger
3,Conny Falk,WC,Milan Palme,64 62,heilbronn,460,Heilbronn,1988,challenger
Q,Michael Kupferschmid,4,Peter Moraing,36 62 63,heilbronn,460,Heilbronn,1988,challenger
5,Fredrik Waern,,Walter Bertini,75 75,heilbronn,460,Heilbronn,1988,challenger
6,Stanislav Birner,WC,Michael Bayh,64 64,heilbronn,460,Heilbronn,1988,challenger
7,Claudio Panatta,,Brett Dickinson,64 64,heilbronn,460,Heilbronn,1988,challenger
8,Rolf Hertzog,,Stefan Lochbihler,62 63,heilbronn,460,Heilbronn,1988,challenger
,Ronnie Bathman,,Michael Oberleitner,64 62,heilbronn,460,Heilbronn,1988,challenger
,Damir Buljevic,Q,Stephen Botfield,62 62,heilbronn,460,Heilbronn,1988,challenger
WC,Rudiger Haas,,Marcello Bassanelli,63 62,heilbronn,460,Heilbronn,1988,challenger
,Jan-Willem Lodder,,Nevio Devide,46 64 76,heilbronn,460,Heilbronn,1988,challenger
,Adrian Marcu,Q,Markus Zillner,46 75 61,heilbronn,460,Heilbronn,1988,challenger
,Alberto Paris,,Simone Colombo,36 62 63,heilbronn,460,Heilbronn,1988,challenger
WC,Udo Riglewski,,Srinivasan Vasudevan,64 63,heilbronn,460,Heilbronn,1988,challenger
,Christian Weis,,Jim Gurfein,64 46 76,heilbronn,460,Heilbronn,1988,challenger
WC,Jim Courier,1,Lawson Duncan,61 61,vina-del-mar,204,Vina Del Mar,1988,challenger
1,Lawson Duncan,Q,Raul Antonio Viver,62 67 63,vina-del-mar,204,Vina Del Mar,1988,challenger
WC,Jim Courier,8,Ricardo Acuna,62 61,vina-del-mar,204,Vina Del Mar,1988,challenger
1,Lawson Duncan,LL,Ruben Gajardo,63 16 63,vina-del-mar,204,Vina Del Mar,1988,challenger
