Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
8,Carlos Di Laura,1,Pedro Rebolledo,64 64,vina-del-mar,204,Vina Del Mar,1989,challenger
1,Pedro Rebolledo,4,Roberto Azar,76 76,vina-del-mar,204,Vina Del Mar,1989,challenger
8,Carlos Di Laura,WC,Felipe Rivera,64 63,vina-del-mar,204,Vina Del Mar,1989,challenger
1,Pedro Rebolledo,,Robinson Ureta,26 62 64,vina-del-mar,204,Vina Del Mar,1989,challenger
8,Carlos Di Laura,2,Raul Antonio Viver,26 75 75,vina-del-mar,204,Vina Del Mar,1989,challenger
4,Roberto Azar,5,Guillermo Rivas,75 64,vina-del-mar,204,Vina Del Mar,1989,challenger
WC,Felipe Rivera,,Sergio Cortes,76 60,vina-del-mar,204,Vina Del Mar,1989,challenger
1,Pedro Rebolledo,,Cristian Araya,61 76,vina-del-mar,204,Vina Del Mar,1989,challenger
2,Raul Antonio Viver,,Gerardo Mirad,63 63,vina-del-mar,204,Vina Del Mar,1989,challenger
WC,Felipe Rivera,3,Pablo Arraya,75 67 62,vina-del-mar,204,Vina Del Mar,1989,challenger
4,Roberto Azar,,Gabriel Markus,75 06 63,vina-del-mar,204,Vina Del Mar,1989,challenger
5,Guillermo Rivas,,Jose Antonio Fernandez,63 06 76,vina-del-mar,204,Vina Del Mar,1989,challenger
,Sergio Cortes,6,Alejandro Aramburu,63 64,vina-del-mar,204,Vina Del Mar,1989,challenger
8,Carlos Di Laura,Q,Horacio Matta,62 75,vina-del-mar,204,Vina Del Mar,1989,challenger
,Robinson Ureta,Q,Manuel Rodriguez,61 67 63,vina-del-mar,204,Vina Del Mar,1989,challenger
1,Pedro Rebolledo,,Pablo Albano,16 75 61,vina-del-mar,204,Vina Del Mar,1989,challenger
2,Raul Antonio Viver,Q,Gustavo Carbonari,63 61,vina-del-mar,204,Vina Del Mar,1989,challenger
3,Pablo Arraya,,Gustavo Guerrero,76 46 61,vina-del-mar,204,Vina Del Mar,1989,challenger
4,Roberto Azar,,Ruben Gajardo,67 63 61,vina-del-mar,204,Vina Del Mar,1989,challenger
5,Guillermo Rivas,,Luis Herrera,46 75 76,vina-del-mar,204,Vina Del Mar,1989,challenger
6,Alejandro Aramburu,Q,Carlos Gomez-Diaz,62 75,vina-del-mar,204,Vina Del Mar,1989,challenger
8,Carlos Di Laura,,Otavio Della,76 67 64,vina-del-mar,204,Vina Del Mar,1989,challenger
,Cristian Araya,WC,Juan Pablo Queirolo,76 64,vina-del-mar,204,Vina Del Mar,1989,challenger
,Sergio Cortes,WC,Gonzalo Fernandez,62 63,vina-del-mar,204,Vina Del Mar,1989,challenger
,Jose Antonio Fernandez,,Fabian Blengino,26 62 63,vina-del-mar,204,Vina Del Mar,1989,challenger
,Gabriel Markus,,Joe De Foor,64 63,vina-del-mar,204,Vina Del Mar,1989,challenger
Q,Horacio Matta,LL,Diego Varela,57 63 64,vina-del-mar,204,Vina Del Mar,1989,challenger
,Gerardo Mirad,WC,Rodrigo Gana,57 61 63,vina-del-mar,204,Vina Del Mar,1989,challenger
WC,Felipe Rivera,,John Sobel,61 36 64,vina-del-mar,204,Vina Del Mar,1989,challenger
Q,Manuel Rodriguez,,Phillip Williamson,26 62 75,vina-del-mar,204,Vina Del Mar,1989,challenger
,Robinson Ureta,LL,Guillermo Minutella,63 62,vina-del-mar,204,Vina Del Mar,1989,challenger
