Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
4,Chris Mayotte,2,John Feaver,16 63 63,kaduna,207,Kaduna,1980,challenger
2,John Feaver,3,Mark Turpin,76 62,kaduna,207,Kaduna,1980,challenger
4,Chris Mayotte,,Roland Steigler,76 63,kaduna,207,Kaduna,1980,challenger
2,John Feaver,6,Larry Stefanki,76 62,kaduna,207,Kaduna,1980,challenger
3,Mark Turpin,,Toby Crabel,62 76,kaduna,207,Kaduna,1980,challenger
4,Chris Mayotte,8,Welry Fritz,64 75,kaduna,207,Kaduna,1980,challenger
,Roland Steigler,,Filip Krajcik,62 63,kaduna,207,Kaduna,1980,challenger
,Roland Steigler,1,Tony Graham,26 63 61,kaduna,207,Kaduna,1980,challenger
2,John Feaver,,Ola Hellgren,76 64,kaduna,207,Kaduna,1980,challenger
3,Mark Turpin,,Ian Harris,64 26 64,kaduna,207,Kaduna,1980,challenger
4,Chris Mayotte,,Segun Balogun,64 75,kaduna,207,Kaduna,1980,challenger
,Filip Krajcik,5,Robin Drysdale,64 67 62,kaduna,207,Kaduna,1980,challenger
6,Larry Stefanki,,Roberto Meneschincheri,64 57 62,kaduna,207,Kaduna,1980,challenger
,Toby Crabel,7,Roberto Lombardi,63 36 86,kaduna,207,Kaduna,1980,challenger
8,Welry Fritz,,Stephen Olagbegi,63 64,kaduna,207,Kaduna,1980,challenger
1,Tony Graham,,Andy Kohlberg,76 64,kaduna,207,Kaduna,1980,challenger
2,John Feaver,,Bruce Nichols,61 63,kaduna,207,Kaduna,1980,challenger
3,Mark Turpin,,David Imonitie,64 62,kaduna,207,Kaduna,1980,challenger
4,Chris Mayotte,,G. Adeyemi,62 64,kaduna,207,Kaduna,1980,challenger
5,Robin Drysdale,,Kehinde Ajayi,62 62,kaduna,207,Kaduna,1980,challenger
6,Larry Stefanki,,William Ogene,61 63,kaduna,207,Kaduna,1980,challenger
7,Roberto Lombardi,,David Fabrizio,60 61,kaduna,207,Kaduna,1980,challenger
8,Welry Fritz,,Martin Lorenzoni,63 63,kaduna,207,Kaduna,1980,challenger
,Segun Balogun,,O. Obanure,63 40 (RET),kaduna,207,Kaduna,1980,challenger
,Toby Crabel,,Asimiu Oba,62 60,kaduna,207,Kaduna,1980,challenger
,Ian Harris,,Ayoola Obi,63 62,kaduna,207,Kaduna,1980,challenger
,Ola Hellgren,,Stefano Meneschincheri,76 62,kaduna,207,Kaduna,1980,challenger
,Filip Krajcik,,Joseph Ijeh,61 62,kaduna,207,Kaduna,1980,challenger
,Roberto Meneschincheri,,Godwin Emeh,62 63,kaduna,207,Kaduna,1980,challenger
