Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
1,Florian Mayer,6,Flavio Cipolla,63 60,noumea,2205,Noumea,2010,challenger
1,Florian Mayer,7,Kevin Anderson,06 62 63,noumea,2205,Noumea,2010,challenger
6,Flavio Cipolla,4,David Guez,64 61,noumea,2205,Noumea,2010,challenger
1,Florian Mayer,Q,Simone Vagnozzi,63 26 63,noumea,2205,Noumea,2010,challenger
4,David Guez,WC,Grigor Dimitrov,63 62,noumea,2205,Noumea,2010,challenger
6,Flavio Cipolla,,Simon Stadler,36 61 62,noumea,2205,Noumea,2010,challenger
7,Kevin Anderson,,Ilija Bozoljac,75 75,noumea,2205,Noumea,2010,challenger
1,Florian Mayer,,Alexandre Sidorenko,63 61,noumea,2205,Noumea,2010,challenger
,Simon Stadler,2,Josselin Ouanna,06 64 64,noumea,2205,Noumea,2010,challenger
4,David Guez,WC,Ryan Harrison,62 63,noumea,2205,Noumea,2010,challenger
6,Flavio Cipolla,,Vincent Millot,64 62,noumea,2205,Noumea,2010,challenger
7,Kevin Anderson,,Marco Crugnola,62 62,noumea,2205,Noumea,2010,challenger
WC,Grigor Dimitrov,8,Michael Yani,63 36 63,noumea,2205,Noumea,2010,challenger
,Ilija Bozoljac,,Kyu Tae Im,62 62,noumea,2205,Noumea,2010,challenger
Q,Simone Vagnozzi,,Grega Zemlja,62 36 63,noumea,2205,Noumea,2010,challenger
1,Florian Mayer,Q,Leon Frost,60 62,noumea,2205,Noumea,2010,challenger
2,Josselin Ouanna,Q,Martin Slanar,764 63,noumea,2205,Noumea,2010,challenger
,Kyu Tae Im,3,Brendan Evans,675 55 (RET),noumea,2205,Noumea,2010,challenger
4,David Guez,WC,Nicolas N'Godrela,61 63,noumea,2205,Noumea,2010,challenger
,Grega Zemlja,5,Edouard Roger-Vasselin,26 63 75,noumea,2205,Noumea,2010,challenger
6,Flavio Cipolla,,Nicolas Devilder,46 64 62,noumea,2205,Noumea,2010,challenger
7,Kevin Anderson,,Roko Karanusic,63 61,noumea,2205,Noumea,2010,challenger
8,Michael Yani,,Dusan Lojda,75 63,noumea,2205,Noumea,2010,challenger
,Ilija Bozoljac,,Martin Klizan,64 75,noumea,2205,Noumea,2010,challenger
,Marco Crugnola,,Lester Cook,36 62 762,noumea,2205,Noumea,2010,challenger
WC,Grigor Dimitrov,,Alex Kuznetsov,75 64,noumea,2205,Noumea,2010,challenger
WC,Ryan Harrison,WC,Daniel King-Turner,63 64,noumea,2205,Noumea,2010,challenger
,Vincent Millot,,Pavol Cervenak,63 64,noumea,2205,Noumea,2010,challenger
,Alexandre Sidorenko,,Jonathan Dasnieres de Veigy,57 75 61,noumea,2205,Noumea,2010,challenger
,Simon Stadler,Q,Dane Propoggia,763 61,noumea,2205,Noumea,2010,challenger
Q,Simone Vagnozzi,,Ruben Bemelmans,46 64 63,noumea,2205,Noumea,2010,challenger
1,Simone Vagnozzi,WC,Guillaume Dumas,61 61,noumea,2205,Noumea,2010,challenger
2,Martin Slanar,WC,David Pateau,60 60,noumea,2205,Noumea,2010,challenger
