Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
,,,,,masters-doubles-wct,601,Masters Doubles WCT,1983,world
1,John Alexander,2,Russell Simpson,64 63 63,auckland,301,Auckland,1983,world
1,John Alexander,3,Chris Lewis (NZL),76 64,auckland,301,Auckland,1983,world
2,Russell Simpson,5,Rod Frawley,64 36 64,auckland,301,Auckland,1983,world
1,John Alexander,,Dave Siegler,61 64,auckland,301,Auckland,1983,world
2,Russell Simpson,8,Jeff Simpson,62 64,auckland,301,Auckland,1983,world
3,Chris Lewis (NZL),7,Bernard Mitton,67 64 75,auckland,301,Auckland,1983,world
5,Rod Frawley,,Broderick Dyke,62 61,auckland,301,Auckland,1983,world
1,John Alexander,,John Lloyd,76 64,auckland,301,Auckland,1983,world
2,Russell Simpson,,Charlie Fancutt,64 64,auckland,301,Auckland,1983,world
3,Chris Lewis (NZL),,John McCurdy,63 64,auckland,301,Auckland,1983,world
5,Rod Frawley,,David Graham,64 63,auckland,301,Auckland,1983,world
,Dave Siegler,6,Brad Drewett,67 64 76,auckland,301,Auckland,1983,world
7,Bernard Mitton,,David Lewis,61 61,auckland,301,Auckland,1983,world
8,Jeff Simpson,,Bruce Derlin,46 63 86,auckland,301,Auckland,1983,world
,Broderick Dyke,,Armand Molino,64 57 63,auckland,301,Auckland,1983,world
1,John Alexander,,John Frawley,62 63,auckland,301,Auckland,1983,world
2,Russell Simpson,,Eduardo Oncins,76 62,auckland,301,Auckland,1983,world
3,Chris Lewis (NZL),,Scott McCain,63 64,auckland,301,Auckland,1983,world
,Broderick Dyke,4,Phil Dent,64 57 63,auckland,301,Auckland,1983,world
5,Rod Frawley,Q,Matthew McDonald,76 46 61,auckland,301,Auckland,1983,world
6,Brad Drewett,,Peter Johnston,63 57 86,auckland,301,Auckland,1983,world
7,Bernard Mitton,Q,Ross Case,62 36 86,auckland,301,Auckland,1983,world
8,Jeff Simpson,Q,Craig Tregonning,64 64,auckland,301,Auckland,1983,world
,Bruce Derlin,,Rodney Crowley,61 63,auckland,301,Auckland,1983,world
,Charlie Fancutt,,Mark Lewis,61 63,auckland,301,Auckland,1983,world
,David Graham,,Ron Dutton,62 61,auckland,301,Auckland,1983,world
,David Lewis,,Rand Evett,36 64 64,auckland,301,Auckland,1983,world
,John Lloyd,,Greg Whitecross,64 61,auckland,301,Auckland,1983,world
,John McCurdy,,David Mustard,76 63,auckland,301,Auckland,1983,world
,Armand Molino,Q,Robert Crames,61 64,auckland,301,Auckland,1983,world
,Dave Siegler,,Jeff Turpin,75 26 64,auckland,301,Auckland,1983,world
,Ivan Lendl,,Guillermo Vilas,75 62 26 64,detroit,805,Detroit WCT,1983,world
,Ivan Lendl,,Kevin Curren,75 64 36 61,detroit,805,Detroit WCT,1983,world
,Guillermo Vilas,,Bill Scanlon,63 76 64,detroit,805,Detroit WCT,1983,world
,Kevin Curren,,Brian Teacher,62 63 67 76,detroit,805,Detroit WCT,1983,world
,Ivan Lendl,,Balazs Taroczy,62 62 62,detroit,805,Detroit WCT,1983,world
,Bill Scanlon,,Wojtek Fibak,76 63 76,detroit,805,Detroit WCT,1983,world
,Guillermo Vilas,,Paul McNamee,61 64 61,detroit,805,Detroit WCT,1983,world
1,Jose-Luis Clerc,2,Mats Wilander,36 75 61,maceio,201,Guaruja,1983,world
1,Jose-Luis Clerc,,Bernard Boileau,61 62,maceio,201,Guaruja,1983,world
2,Mats Wilander,4,Tomas Smid,61 64,maceio,201,Guaruja,1983,world
1,Jose-Luis Clerc,,Francisco Gonzalez,64 64,maceio,201,Guaruja,1983,world
2,Mats Wilander,,Ramesh Krishnan,61 61,maceio,201,Guaruja,1983,world
,Bernard Boileau,3,Andres Gomez,75 61,maceio,201,Guaruja,1983,world
4,Tomas Smid,,Pat Dupre,75 62,maceio,201,Guaruja,1983,world
1,Jose-Luis Clerc,,Alejandro Ganzabal,64 61,maceio,201,Guaruja,1983,world
2,Mats Wilander,Q,Loic Courteau,61 61,maceio,201,Guaruja,1983,world
3,Andres Gomez,,Givaldo Barbosa,63 63,maceio,201,Guaruja,1983,world
4,Tomas Smid,,Jimmy Brown,62 57 63,maceio,201,Guaruja,1983,world
,Bernard Boileau,14,Tim Wilkison,(W/O),maceio,201,Guaruja,1983,world
,Pat Dupre,,Ramiro Benavides,62 60,maceio,201,Guaruja,1983,world
,Francisco Gonzalez,,Nick Saviano,63 76,maceio,201,Guaruja,1983,world
,Ramesh Krishnan,,Stefan Simonsson,60 61,maceio,201,Guaruja,1983,world
1,Jose-Luis Clerc,,Ricardo Acuna,63 60,maceio,201,Guaruja,1983,world
2,Mats Wilander,,Gustavo Tiberti,63 60,maceio,201,Guaruja,1983,world
3,Andres Gomez,,Carlos Castellan,62 64,maceio,201,Guaruja,1983,world
4,Tomas Smid,,Nduka Odizor,64 62,maceio,201,Guaruja,1983,world
,Bernard Boileau,6,Tim Mayotte,76 60,maceio,201,Guaruja,1983,world
,Nick Saviano,7,Pablo Arraya,36 76 64,maceio,201,Guaruja,1983,world
,Pat Dupre,8,Marcos Hocevar,64 36 62,maceio,201,Guaruja,1983,world
,Alejandro Ganzabal,9,Shlomo Glickstein,26 76 76,maceio,201,Guaruja,1983,world
,Ramiro Benavides,10,Hans Simonsson,63 63,maceio,201,Guaruja,1983,world
,Ramesh Krishnan,11,Carlos Kirmayr,64 63,maceio,201,Guaruja,1983,world
,Francisco Gonzalez,12,Van Winitsky,76 26 62,maceio,201,Guaruja,1983,world
14,Tim Wilkison,,Jaime Fillol Sr.,63 46 60,maceio,201,Guaruja,1983,world
Q,Loic Courteau,15,Victor Pecci Sr.,61 63,maceio,201,Guaruja,1983,world
,Givaldo Barbosa,16,Damir Keretic,46 64 63,maceio,201,Guaruja,1983,world
,Jimmy Brown,,Brad Gilbert,46 63 61,maceio,201,Guaruja,1983,world
,Stefan Simonsson,,David Dowlen,67 62 61,maceio,201,Guaruja,1983,world
,Ricardo Acuna,,Ivan Kley,64 61,maceio,201,Guaruja,1983,world
,Givaldo Barbosa,,Julio Goes,64 76,maceio,201,Guaruja,1983,world
,Ramiro Benavides,,Morris Skip Strode,60 64,maceio,201,Guaruja,1983,world
,Bernard Boileau,Q,Rick Meyer,61 61,maceio,201,Guaruja,1983,world
,Jimmy Brown,,Pedro Rebolledo,75 62,maceio,201,Guaruja,1983,world
,Carlos Castellan,Q,Charles Buzz Strode,62 62,maceio,201,Guaruja,1983,world
Q,Loic Courteau,,Rocky Royer,61 62,maceio,201,Guaruja,1983,world
,Pat Dupre,,Egan Adams,62 61,maceio,201,Guaruja,1983,world
,Jaime Fillol Sr.,,Joao Soares,67 61 76,maceio,201,Guaruja,1983,world
,Alejandro Ganzabal,,Jim Gurfein,16 75 60,maceio,201,Guaruja,1983,world
,Francisco Gonzalez,,Zoltan Kuharszky,16 76 62,maceio,201,Guaruja,1983,world
,Ramesh Krishnan,,Tim Gullikson,61 62,maceio,201,Guaruja,1983,world
,Nduka Odizor,Q,Cesar Kist,62 36 63,maceio,201,Guaruja,1983,world
,Nick Saviano,,Ricardo Cano,62 64,maceio,201,Guaruja,1983,world
,Stefan Simonsson,,Ben Testerman,26 63 60,maceio,201,Guaruja,1983,world
,Gustavo Tiberti,,Cassio Motta,46 62 62,maceio,201,Guaruja,1983,world
2,Raul Ramirez,,Morris Skip Strode,64 62,caracas,344,Caracas,1983,world
2,Raul Ramirez,,Stefan Simonsson,61 63,caracas,344,Caracas,1983,world
,Morris Skip Strode,,Francisco Gonzalez,63 76,caracas,344,Caracas,1983,world
2,Raul Ramirez,,Tim Gullikson,63 63,caracas,344,Caracas,1983,world
,Francisco Gonzalez,,Nick Saviano,64 62,caracas,344,Caracas,1983,world
,Stefan Simonsson,,Stan Smith,16 62 76,caracas,344,Caracas,1983,world
,Morris Skip Strode,Q,David Dowlen,64 76,caracas,344,Caracas,1983,world
2,Raul Ramirez,,Ricardo Acuna,61 64,caracas,344,Caracas,1983,world
,Stan Smith,3,Shlomo Glickstein,60 64,caracas,344,Caracas,1983,world
,Morris Skip Strode,4,Tim Wilkison,75 64,caracas,344,Caracas,1983,world
Q,David Dowlen,5,Victor Pecci Sr.,63 67 76,caracas,344,Caracas,1983,world
,Stefan Simonsson,6,Bernard Boileau,36 64 63,caracas,344,Caracas,1983,world
,Francisco Gonzalez,7,Jaime Fillol Sr.,26 76 63,caracas,344,Caracas,1983,world
,Tim Gullikson,8,Sammy Giammalva Jr.,62 64,caracas,344,Caracas,1983,world
,Nick Saviano,,Joao Soares,76 76,caracas,344,Caracas,1983,world
,Joao Soares,1,Andres Gomez,76 36 63,caracas,344,Caracas,1983,world
2,Raul Ramirez,,Ramesh Krishnan,61 63,caracas,344,Caracas,1983,world
3,Shlomo Glickstein,,Ben Testerman,63 63,caracas,344,Caracas,1983,world
4,Tim Wilkison,,Zoltan Kuharszky,76 64,caracas,344,Caracas,1983,world
