Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
4,Todd Woodbridge,WC,Scott Draper,62 61,adelaide,7308,Adelaide,1997,world
4,Todd Woodbridge,,Mikael Tillstrom,676 763 63,adelaide,7308,Adelaide,1997,world
WC,Scott Draper,Q,Jeff Tarango,61 36 62,adelaide,7308,Adelaide,1997,world
4,Todd Woodbridge,5,Alex O'Brien,64 64,adelaide,7308,Adelaide,1997,world
WC,Scott Draper,,Karol Kucera,64 75,adelaide,7308,Adelaide,1997,world
Q,Jeff Tarango,,Jonas Bjorkman,61 672 7615,adelaide,7308,Adelaide,1997,world
,Mikael Tillstrom,WC,Andrei Cherkasov,62 64,adelaide,7308,Adelaide,1997,world
,Karol Kucera,2,Mark Woodforde,63 64,adelaide,7308,Adelaide,1997,world
4,Todd Woodbridge,,Jiri Novak,63 765,adelaide,7308,Adelaide,1997,world
5,Alex O'Brien,,Thomas Johansson,64 36 64,adelaide,7308,Adelaide,1997,world
Q,Jeff Tarango,6,David Prinosil,62 64,adelaide,7308,Adelaide,1997,world
WC,Scott Draper,8,Bohdan Ulihrach,762 16 63,adelaide,7308,Adelaide,1997,world
,Jonas Bjorkman,,Jonathan Stark,64 62,adelaide,7308,Adelaide,1997,world
WC,Andrei Cherkasov,,Patrick Rafter,62 7613,adelaide,7308,Adelaide,1997,world
,Mikael Tillstrom,,Byron Black,(W/O),adelaide,7308,Adelaide,1997,world
,Mikael Tillstrom,1,Yevgeny Kafelnikov,62 62,adelaide,7308,Adelaide,1997,world
2,Mark Woodforde,,Richard Fromberg,63 63,adelaide,7308,Adelaide,1997,world
,Jonathan Stark,3,Andrei Medvedev,61 61,adelaide,7308,Adelaide,1997,world
4,Todd Woodbridge,,Daniel Vacek,46 63 63,adelaide,7308,Adelaide,1997,world
5,Alex O'Brien,,Marc-Kevin Goellner,675 64 769,adelaide,7308,Adelaide,1997,world
6,David Prinosil,,Slava Dosedel,63 62,adelaide,7308,Adelaide,1997,world
WC,Andrei Cherkasov,7,Renzo Furlan,46 64 64,adelaide,7308,Adelaide,1997,world
8,Bohdan Ulihrach,Q,Nicolas Pereira,64 64,adelaide,7308,Adelaide,1997,world
,Jonas Bjorkman,,Nicklas Kulti,75 61,adelaide,7308,Adelaide,1997,world
,Byron Black,,Kenneth Carlsen,64 63,adelaide,7308,Adelaide,1997,world
WC,Scott Draper,,Alex Radulescu,63 36 63,adelaide,7308,Adelaide,1997,world
,Thomas Johansson,Q,Galo Blanco,64 63,adelaide,7308,Adelaide,1997,world
,Karol Kucera,,Sandon Stolle,61 46 60,adelaide,7308,Adelaide,1997,world
,Jiri Novak,WC,Michael Tebbutt,75 16 764,adelaide,7308,Adelaide,1997,world
,Patrick Rafter,Q,Jeff Salzenstein,64 63,adelaide,7308,Adelaide,1997,world
Q,Jeff Tarango,,Martin Damm,63 63,adelaide,7308,Adelaide,1997,world
8,Jim Courier,,Tim Henman,75 675 62,doha,451,Doha,1997,world
8,Jim Courier,,Sergi Bruguera,64 62,doha,451,Doha,1997,world
,Tim Henman,,Hicham Arazi,63 26 62,doha,451,Doha,1997,world
8,Jim Courier,1,Thomas Muster,63 75,doha,451,Doha,1997,world
,Tim Henman,5,Magnus Gustafsson,63 763,doha,451,Doha,1997,world
,Sergi Bruguera,6,Petr Korda,61 26 63,doha,451,Doha,1997,world
,Hicham Arazi,,Magnus Larsson,763 762,doha,451,Doha,1997,world
1,Thomas Muster,,Christian Ruud,62 36 75,doha,451,Doha,1997,world
5,Magnus Gustafsson,,Dominik Hrbaty,62 26 64,doha,451,Doha,1997,world
6,Petr Korda,,Magnus Norman,673 64 62,doha,451,Doha,1997,world
8,Jim Courier,Q,Razvan Sabau,63 64,doha,451,Doha,1997,world
,Hicham Arazi,WC,Patrick McEnroe,26 75 75,doha,451,Doha,1997,world
,Sergi Bruguera,,Javier Sanchez,60 61,doha,451,Doha,1997,world
,Tim Henman,Q,Tamer El Sawy,63 62,doha,451,Doha,1997,world
,Magnus Larsson,,Patrik Fredriksson,64 764,doha,451,Doha,1997,world
1,Thomas Muster,,Hernan Gumy,75 64,doha,451,Doha,1997,world
,Magnus Larsson,2,Thomas Enqvist,64 75,doha,451,Doha,1997,world
Q,Tamer El Sawy,3,Jan Siemerink,63 672 765,doha,451,Doha,1997,world
,Sergi Bruguera,4,Michael Stich,63 61,doha,451,Doha,1997,world
5,Magnus Gustafsson,,Jordi Burillo,46 61 64,doha,451,Doha,1997,world
6,Petr Korda,,Stephane Simian,61 62,doha,451,Doha,1997,world
WC,Patrick McEnroe,7,Paul Haarhuis,64 16 62,doha,451,Doha,1997,world
8,Jim Courier,,Sjeng Schalken,7610 75,doha,451,Doha,1997,world
,Hicham Arazi,WC,Leander Paes,62 63,doha,451,Doha,1997,world
,Patrik Fredriksson,,Karim Alami,62 62,doha,451,Doha,1997,world
,Tim Henman,Q,Herbert Wiltschnig,63 62,doha,451,Doha,1997,world
,Dominik Hrbaty,Q,Dinu Pescariu,674 75 62,doha,451,Doha,1997,world
,Magnus Norman,,Juan Albert Viloca-Puig,63 60,doha,451,Doha,1997,world
,Christian Ruud,WC,Sultan Khalfan,62 60,doha,451,Doha,1997,world
Q,Razvan Sabau,,Oliver Gross,63 36 761,doha,451,Doha,1997,world
,Javier Sanchez,,Guillaume Raoux,63 46 64,doha,451,Doha,1997,world
,Jonas Bjorkman,,Kenneth Carlsen,760 60,auckland,301,Auckland,1997,world
,Jonas Bjorkman,Q,Marcos Ondruska,61 61,auckland,301,Auckland,1997,world
,Kenneth Carlsen,,Jiri Novak,765 64,auckland,301,Auckland,1997,world
Q,Marcos Ondruska,1,Marcelo Rios,06 63 63,auckland,301,Auckland,1997,world
,Kenneth Carlsen,5,Hernan Gumy,64 765,auckland,301,Auckland,1997,world
,Jonas Bjorkman,Q,Jan-Michael Gambill,64 60,auckland,301,Auckland,1997,world
,Jiri Novak,,Alex Radulescu,61 64,auckland,301,Auckland,1997,world
1,Marcelo Rios,,Jeff Tarango,62 64,auckland,301,Auckland,1997,world
,Kenneth Carlsen,3,Alberto Berasategui,63 63,auckland,301,Auckland,1997,world
5,Hernan Gumy,,Nicklas Kulti,63 61,auckland,301,Auckland,1997,world
Q,Jan-Michael Gambill,6,Chris Woodruff,57 62 762,auckland,301,Auckland,1997,world
,Jonas Bjorkman,,Christian Ruud,60 75,auckland,301,Auckland,1997,world
,Jiri Novak,LL,Cecil Mamiit,64 62,auckland,301,Auckland,1997,world
Q,Marcos Ondruska,,Karol Kucera,26 62 63,auckland,301,Auckland,1997,world
,Alex Radulescu,,Thomas Johansson,765 64,auckland,301,Auckland,1997,world
1,Marcelo Rios,,Karim Alami,62 63,auckland,301,Auckland,1997,world
3,Alberto Berasategui,,Roberto Carretero,64 36 76,auckland,301,Auckland,1997,world
,Christian Ruud,4,Alex Corretja,675 765 64,auckland,301,Auckland,1997,world
5,Hernan Gumy,,Tomas Carbonell,75 62,auckland,301,Auckland,1997,world
6,Chris Woodruff,,Bernd Karbacher,75 64,auckland,301,Auckland,1997,world
,Alex Radulescu,7,Greg Rusedski,26 63 765,auckland,301,Auckland,1997,world
,Karol Kucera,8,Martin Damm,61 61,auckland,301,Auckland,1997,world
,Jonas Bjorkman,,Carlos Costa,64 62,auckland,301,Auckland,1997,world
,Kenneth Carlsen,WC,Alistair Hunt,46 61 63,auckland,301,Auckland,1997,world
Q,Jan-Michael Gambill,,Sjeng Schalken,62 767,auckland,301,Auckland,1997,world
,Thomas Johansson,Q,Todd Larkham,62 61,auckland,301,Auckland,1997,world
,Nicklas Kulti,,Jonathan Stark,64 63,auckland,301,Auckland,1997,world
LL,Cecil Mamiit,WC,Brett Steven,57 64 63,auckland,301,Auckland,1997,world
,Jiri Novak,,Scott Draper,36 761 763,auckland,301,Auckland,1997,world
Q,Marcos Ondruska,Q,David Caldwell,61 61,auckland,301,Auckland,1997,world
,Jeff Tarango,WC,Steven Downs,46 62 61,auckland,301,Auckland,1997,world
,Tim Henman,,Carlos Moya,63 61,sydney,338,Sydney Outdoor,1997,world
