Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
3,Ken Rosewall,1,Mervyn Rose,60 63 64,australian-open,580,Australian Championships,1953,world
1,Mervyn Rose,11,Ian Ayre,46 46 61 64 64,australian-open,580,Australian Championships,1953,world
3,Ken Rosewall,2,E. Victor Seixas,63 46 75 64,australian-open,580,Australian Championships,1953,world
1,Mervyn Rose,6,"Hamilton ""Ham"" Richardson",810 64 16 86 75,australian-open,580,Australian Championships,1953,world
2,E. Victor Seixas,7,Geoff Brown,64 64 75,australian-open,580,Australian Championships,1953,world
3,Ken Rosewall,8,Straight Clark,64 64 62,australian-open,580,Australian Championships,1953,world
11,Ian Ayre,,Clive Wilderspin,64 119 16 86,australian-open,580,Australian Championships,1953,world
1,Mervyn Rose,,Adrian Quist,64 36 62 64,australian-open,580,Australian Championships,1953,world
2,E. Victor Seixas,12,Neale Fraser,64 60 64,australian-open,580,Australian Championships,1953,world
3,Ken Rosewall,,Donald Tregonning,62 63 46 63,australian-open,580,Australian Championships,1953,world
11,Ian Ayre,4,Fausto Gardini,63 86 97,australian-open,580,Australian Championships,1953,world
,Clive Wilderspin,5,Lew Hoad,97 62 97,australian-open,580,Australian Championships,1953,world
6,"Hamilton ""Ham"" Richardson",10,Rex Hartwig,46 61 64 46 60,australian-open,580,Australian Championships,1953,world
7,Geoff Brown,,Jack Arkinstall,63 62 64,australian-open,580,Australian Championships,1953,world
8,Straight Clark,9,Don Candy,61 119 79 63,australian-open,580,Australian Championships,1953,world
1,Mervyn Rose,,Barry Green,60 61 61,australian-open,580,Australian Championships,1953,world
2,E. Victor Seixas,,Ron Reid,62 64 61,australian-open,580,Australian Championships,1953,world
3,Ken Rosewall,,John Diggle,64 60 63,australian-open,580,Australian Championships,1953,world
4,Fausto Gardini,,Cedric Mason,61 62 61,australian-open,580,Australian Championships,1953,world
5,Lew Hoad,,Allan Kendal,75 63 63,australian-open,580,Australian Championships,1953,world
6,"Hamilton ""Ham"" Richardson",,David Yates,64 63 62,australian-open,580,Australian Championships,1953,world
7,Geoff Brown,,Keith Rogers,75 62 60,australian-open,580,Australian Championships,1953,world
8,Straight Clark,,R. Keith Hawton,60 64 60,australian-open,580,Australian Championships,1953,world
9,Don Candy,,R. Tim Cawthorn,60 61 61,australian-open,580,Australian Championships,1953,world
10,Rex Hartwig,,Peter Molloy,62 36 63 61,australian-open,580,Australian Championships,1953,world
11,Ian Ayre,,Anthony Ryan,62 60 61,australian-open,580,Australian Championships,1953,world
12,Neale Fraser,,G. Harvey,60 60 60,australian-open,580,Australian Championships,1953,world
,Jack Arkinstall,,Billy R. Knight,60 60 75,australian-open,580,Australian Championships,1953,world
,Adrian Quist,,Eric Stewart,63 62 60,australian-open,580,Australian Championships,1953,world
,Donald Tregonning,,Brian Tobin,46 75 86 36 64,australian-open,580,Australian Championships,1953,world
,Clive Wilderspin,,John O'Brien,63 64 64,australian-open,580,Australian Championships,1953,world
3,Ken Rosewall,5,E. Victor Seixas,63 64 16 62,roland-garros,520,French Championships,1953,world
5,E. Victor Seixas,1,Jaroslav Drobny,63 62 36 63,roland-garros,520,French Championships,1953,world
3,Ken Rosewall,10,Enrique Morea,26 62 64 06 62,roland-garros,520,French Championships,1953,world
1,Jaroslav Drobny,8,Fausto Gardini,63 61 16 64,roland-garros,520,French Championships,1953,world
10,Enrique Morea,2,Gardnar Mulloy,68 63 86 63,roland-garros,520,French Championships,1953,world
3,Ken Rosewall,11,Felicisimo Ampon,62 61 61,roland-garros,520,French Championships,1953,world
5,E. Victor Seixas,4,Lew Hoad,63 63 64,roland-garros,520,French Championships,1953,world
1,Jaroslav Drobny,,Rex Hartwig,62 26 64 62,roland-garros,520,French Championships,1953,world
2,Gardnar Mulloy,15,Raymundo Deyro,86 46 63 63,roland-garros,520,French Championships,1953,world
3,Ken Rosewall,,Wladyslaw Skonecki,62 63 62,roland-garros,520,French Championships,1953,world
4,Lew Hoad,,Giuseppe Merlo,61 64 62,roland-garros,520,French Championships,1953,world
5,E. Victor Seixas,12,Sven Davidson,61 64 64,roland-garros,520,French Championships,1953,world
11,Felicisimo Ampon,6,Budge Patty,64 62 64,roland-garros,520,French Championships,1953,world
10,Enrique Morea,7,Mervyn Rose,63 86 36 68 63,roland-garros,520,French Championships,1953,world
8,Fausto Gardini,9,Tut Bartzen,26 63 46 64 64,roland-garros,520,French Championships,1953,world
1,Jaroslav Drobny,,Jean Ducos De La Haille,64 63 62,roland-garros,520,French Championships,1953,world
2,Gardnar Mulloy,,Gerard Pilet,62 63 64,roland-garros,520,French Championships,1953,world
