Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
1,Bill Bowrey,2,Juan Gisbert Sr,75 26 97 64,australian-open,580,Australian Chps.,1968,world
1,Bill Bowrey,5,Barry Phillips-Moore,108 64 75,australian-open,580,Australian Chps.,1968,world
2,Juan Gisbert Sr,4,Ray Ruffels,108 36 62 62,australian-open,580,Australian Chps.,1968,world
1,Bill Bowrey,7,Mike Belkin,1614 63 63,australian-open,580,Australian Chps.,1968,world
2,Juan Gisbert Sr,8,Dick Crealy,108 36 62 63,australian-open,580,Australian Chps.,1968,world
5,Barry Phillips-Moore,3,Manuel Orantes,61 46 63 46 61,australian-open,580,Australian Chps.,1968,world
4,Ray Ruffels,14,Phil Dent,16 62 61 36 60,australian-open,580,Australian Chps.,1968,world
1,Bill Bowrey,,Ross Case,(W/O),australian-open,580,Australian Chps.,1968,world
2,Juan Gisbert Sr,16,Ray Keldie,36 75 62 63,australian-open,580,Australian Chps.,1968,world
3,Manuel Orantes,,Neale Fraser,46 46 63 64 64,australian-open,580,Australian Chps.,1968,world
4,Ray Ruffels,,Robert Wilson,62 62 61,australian-open,580,Australian Chps.,1968,world
5,Barry Phillips-Moore,,Geoff Pollard,64 64 36 63,australian-open,580,Australian Chps.,1968,world
7,Mike Belkin,9,Allan Stone,108 16 63 64,australian-open,580,Australian Chps.,1968,world
8,Dick Crealy,,Terry Addison,97 64 57 61,australian-open,580,Australian Chps.,1968,world
14,Phil Dent,,John Fraser,1715 36 61 64,australian-open,580,Australian Chps.,1968,world
1,Bill Bowrey,,Richard Coulthard,64 60 86,australian-open,580,Australian Chps.,1968,world
2,Juan Gisbert Sr,,Rod Brent,64 57 64 46 64,australian-open,580,Australian Chps.,1968,world
3,Manuel Orantes,,Merv Guse,62 75 64,australian-open,580,Australian Chps.,1968,world
4,Ray Ruffels,,David Smith,63 63 30 (RET),australian-open,580,Australian Chps.,1968,world
5,Barry Phillips-Moore,,William Coghlan,62 64 36 57 42 (RET),australian-open,580,Australian Chps.,1968,world
,John Fraser,6,Graham Stilwell,63 86 57 46 62,australian-open,580,Australian Chps.,1968,world
