Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
1,Andy Roddick,2,Radek Stepanek,762 767,brisbane,339,Brisbane,2010,world
1,Andy Roddick,4,Tomas Berdych,16 63 64,brisbane,339,Brisbane,2010,world
2,Radek Stepanek,3,Gael Monfils,62 61,brisbane,339,Brisbane,2010,world
1,Andy Roddick,,Richard Gasquet,63 765,brisbane,339,Brisbane,2010,world
2,Radek Stepanek,,Wayne Odesnik,762 61,brisbane,339,Brisbane,2010,world
3,Gael Monfils,,James Blake,36 63 64,brisbane,339,Brisbane,2010,world
4,Tomas Berdych,8,Thomaz Bellucci,764 26 763,brisbane,339,Brisbane,2010,world
1,Andy Roddick,WC,Carsten Ball,76 63,brisbane,339,Brisbane,2010,world
2,Radek Stepanek,Q,Alexandr Dolgopolov,57 764 62,brisbane,339,Brisbane,2010,world
3,Gael Monfils,,Florent Serra,675 765 61,brisbane,339,Brisbane,2010,world
4,Tomas Berdych,,Marcos Baghdatis,60 61,brisbane,339,Brisbane,2010,world
8,Thomaz Bellucci,,Harel Levy,64 46 64,brisbane,339,Brisbane,2010,world
,James Blake,,Marc Gicquel,63 36 768,brisbane,339,Brisbane,2010,world
,Richard Gasquet,Q,Matthew Ebden,63 64,brisbane,339,Brisbane,2010,world
,Wayne Odesnik,,Alejandro Falla,678 62 61,brisbane,339,Brisbane,2010,world
1,Andy Roddick,,Peter Luczak,765 62,brisbane,339,Brisbane,2010,world
2,Radek Stepanek,WC,John Millman,64 60,brisbane,339,Brisbane,2010,world
3,Gael Monfils,,Taylor Dent,761 675 62,brisbane,339,Brisbane,2010,world
4,Tomas Berdych,Q,Nick Lindahl,62 64,brisbane,339,Brisbane,2010,world
,James Blake,5,Sam Querrey,46 63 64,brisbane,339,Brisbane,2010,world
Q,Matthew Ebden,6,Jurgen Melzer,75 61,brisbane,339,Brisbane,2010,world
,Alejandro Falla,7,Jeremy Chardy,64 64,brisbane,339,Brisbane,2010,world
8,Thomaz Bellucci,,Juan Ignacio Chela,63 36 61,brisbane,339,Brisbane,2010,world
,Marcos Baghdatis,,Mardy Fish,75 75,brisbane,339,Brisbane,2010,world
WC,Carsten Ball,,Mischa Zverev,75 61,brisbane,339,Brisbane,2010,world
Q,Alexandr Dolgopolov,WC,Bernard Tomic,64 64,brisbane,339,Brisbane,2010,world
,Richard Gasquet,,Jarkko Nieminen,63 46 64,brisbane,339,Brisbane,2010,world
,Marc Gicquel,,Philipp Petzschner,63 61,brisbane,339,Brisbane,2010,world
,Harel Levy,,Michael Llodra,62 60,brisbane,339,Brisbane,2010,world
,Wayne Odesnik,,Arnaud Clement,64 762,brisbane,339,Brisbane,2010,world
,Florent Serra,Q,Julian Reister,673 765 75,brisbane,339,Brisbane,2010,world
8,Nick Lindahl,1,Xavier Malisse,61 762,brisbane,339,Brisbane,2010,world
2,Alexandr Dolgopolov,,Kaden Hensel,761 63,brisbane,339,Brisbane,2010,world
3,Julian Reister,,Matt Reid,677 61 75,brisbane,339,Brisbane,2010,world
,Matthew Ebden,4,Marinko Matosevic,62 62,brisbane,339,Brisbane,2010,world
1,Xavier Malisse,,Matheson Klein,75 63,brisbane,339,Brisbane,2010,world
2,Alexandr Dolgopolov,,Joseph Sirianni,765 763,brisbane,339,Brisbane,2010,world
3,Julian Reister,,Miles Armstrong,62 63,brisbane,339,Brisbane,2010,world
4,Marinko Matosevic,,Sam Groth,764 63,brisbane,339,Brisbane,2010,world
