Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
1,Roy Emerson,2,Arthur Ashe,64 61 64,australian-open,580,Australian Championships,1967,world
1,Roy Emerson,5,Tony Roche,63 46 1513 1315 62,australian-open,580,Australian Championships,1967,world
2,Arthur Ashe,3,John Newcombe,1210 2022 63 62,australian-open,580,Australian Championships,1967,world
1,Roy Emerson,9,Bill Bowrey,46 64 119 1614,australian-open,580,Australian Championships,1967,world
2,Arthur Ashe,7,Owen Davidson,61 63 62,australian-open,580,Australian Championships,1967,world
3,John Newcombe,6,Mark Cox,63 75 64,australian-open,580,Australian Championships,1967,world
5,Tony Roche,4,Cliff Richey,108 75 46 57 61,australian-open,580,Australian Championships,1967,world
1,Roy Emerson,14,Jim Osborne,86 63 64,australian-open,580,Australian Championships,1967,world
2,Arthur Ashe,15,William Coghlan,61 64 60,australian-open,580,Australian Championships,1967,world
3,John Newcombe,,John Cottrill,64 64 75,australian-open,580,Australian Championships,1967,world
4,Cliff Richey,11,Ray Ruffels,36 63 46 97 63,australian-open,580,Australian Championships,1967,world
5,Tony Roche,,Allan Stone,61 63 62,australian-open,580,Australian Championships,1967,world
6,Mark Cox,13,Barry Phillips-Moore,46 61 64 63,australian-open,580,Australian Championships,1967,world
7,Owen Davidson,10,Jim McManus,64 62 63,australian-open,580,Australian Championships,1967,world
9,Bill Bowrey,8,Graham Stilwell,63 62 75,australian-open,580,Australian Championships,1967,world
1,Roy Emerson,,Jim Ryan,64 75 62,australian-open,580,Australian Championships,1967,world
2,Arthur Ashe,,Peter McPherson,61 63 62,australian-open,580,Australian Championships,1967,world
3,John Newcombe,,G. Sara,(W/O),australian-open,580,Australian Championships,1967,world
4,Cliff Richey,,Andre Thielemans,(W/O),australian-open,580,Australian Championships,1967,world
5,Tony Roche,,Brian Fairlie,97 60 61,australian-open,580,Australian Championships,1967,world
6,Mark Cox,,Claude De Gronckel,63 61 64,australian-open,580,Australian Championships,1967,world
7,Owen Davidson,,Lance Lumsden,61 62 63,australian-open,580,Australian Championships,1967,world
8,Graham Stilwell,,Warren Jacques,86 63 63,australian-open,580,Australian Championships,1967,world
9,Bill Bowrey,,Terry Addison,63 61 61,australian-open,580,Australian Championships,1967,world
10,Jim McManus,,Kenneth Andersson,63 61 16 119,australian-open,580,Australian Championships,1967,world
11,Ray Ruffels,,D. Richard Russell,75 61 60,australian-open,580,Australian Championships,1967,world
,John Cottrill,12,Patrick Hombergen,36 75 46 60 40 (RET),australian-open,580,Australian Championships,1967,world
13,Barry Phillips-Moore,,Dick Crealy,68 64 63 63,australian-open,580,Australian Championships,1967,world
14,Jim Osborne,,John Blizzard,75 86 63,australian-open,580,Australian Championships,1967,world
15,William Coghlan,,Brenton Higgins,57 63 75 61,australian-open,580,Australian Championships,1967,world
,Allan Stone,16,Dave Power,63 16 63 64,australian-open,580,Australian Championships,1967,world
3,John Newcombe,,Karl Coombes,63 62 60,australian-open,580,Australian Championships,1967,world
4,Cliff Richey,,Colin Stubs,62 62 86,australian-open,580,Australian Championships,1967,world
5,Tony Roche,,John Brown,63 62 63,australian-open,580,Australian Championships,1967,world
6,Mark Cox,,John Cooper,63 75 63,australian-open,580,Australian Championships,1967,world
7,Owen Davidson,,Ian Bidmeade,61 62 63,australian-open,580,Australian Championships,1967,world
8,Graham Stilwell,,F. Bartlett,64 64 62,australian-open,580,Australian Championships,1967,world
9,Bill Bowrey,,B. White,64 63 46 62,australian-open,580,Australian Championships,1967,world
10,Jim McManus,,Eugene Russo,60 61 63,australian-open,580,Australian Championships,1967,world
11,Ray Ruffels,,Peter McCumstie,61 97 64,australian-open,580,Australian Championships,1967,world
12,Patrick Hombergen,,Budiman Aznar,16 63 61 63,australian-open,580,Australian Championships,1967,world
13,Barry Phillips-Moore,,Michael Kenny,64 62 63,australian-open,580,Australian Championships,1967,world
14,Jim Osborne,,Ross Sherriff,62 63 75,australian-open,580,Australian Championships,1967,world
15,William Coghlan,,Sven Ginman,60 62 26 26 60,australian-open,580,Australian Championships,1967,world
16,Dave Power,,Geoffrey Pares,46 63 64 64,australian-open,580,Australian Championships,1967,world
,Terry Addison,,Barry McMillan,36 62 64 57 64,australian-open,580,Australian Championships,1967,world
,Kenneth Andersson,,Geoff Masters,97 61 62,australian-open,580,Australian Championships,1967,world
,John Blizzard,,Brian Bowman,63 64 36 86,australian-open,580,Australian Championships,1967,world
,John Cottrill,,Doug Smith,63 108 86,australian-open,580,Australian Championships,1967,world
,Dick Crealy,,Birger Folke,68 64 64 36 62,australian-open,580,Australian Championships,1967,world
,Claude De Gronckel,,Phil Dent,62 1012 61 61,australian-open,580,Australian Championships,1967,world
,Brian Fairlie,,Peter Richardson,(W/O),australian-open,580,Australian Championships,1967,world
,Warren Jacques,,Gary Penberthy,36 36 61 63 63,australian-open,580,Australian Championships,1967,world
,Lance Lumsden,,Wayne Reid,64 86 64,australian-open,580,Australian Championships,1967,world
,D. Richard Russell,,Anthony Hammond,63 108 62,australian-open,580,Australian Championships,1967,world
,G. Sara,,Josef Stabholz,1113 61 1412 64,australian-open,580,Australian Championships,1967,world
,Allan Stone,,John Alexander,63 75 64,australian-open,580,Australian Championships,1967,world
,Andre Thielemans,,Don Candy,75 63 64,australian-open,580,Australian Championships,1967,world
1,Roy Emerson,2,Tony Roche,61 64 26 62,roland-garros,520,French Championships,1967,world
1,Roy Emerson,5,Istvan Gulyas,63 64 62,roland-garros,520,French Championships,1967,world
2,Tony Roche,14,Nikola Pilic,36 63 64 26 64,roland-garros,520,French Championships,1967,world
1,Roy Emerson,8,Pierre Darmon,60 64 64,roland-garros,520,French Championships,1967,world
2,Tony Roche,10,Cliff Drysdale,26 26 63 62 64,roland-garros,520,French Championships,1967,world
5,Istvan Gulyas,13,Owen Davidson,57 63 63 60,roland-garros,520,French Championships,1967,world
14,Nikola Pilic,11,Tom Okker,63 119 62,roland-garros,520,French Championships,1967,world
1,Roy Emerson,,Vyacheslav Egorov,63 62 62,roland-garros,520,French Championships,1967,world
2,Tony Roche,15,Jan Kodes,64 62 810 26 64,roland-garros,520,French Championships,1967,world
