Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
,Mark Edmondson,2,John Newcombe,67 63 76 61,australian-open,580,Australian Open,1976,world
,Mark Edmondson,1,Ken Rosewall,61 26 62 64,australian-open,580,Australian Open,1976,world
2,John Newcombe,,Ray Ruffels,64 64 76,australian-open,580,Australian Open,1976,world
1,Ken Rosewall,,Brad Drewett,64 36 62 62,australian-open,580,Australian Open,1976,world
2,John Newcombe,,Ross Case,64 64 61,australian-open,580,Australian Open,1976,world
,Mark Edmondson,,Dick Crealy,75 76 62,australian-open,580,Australian Open,1976,world
,Ray Ruffels,,Tony Roche,76 26 67 76 64,australian-open,580,Australian Open,1976,world
1,Ken Rosewall,,Syd Ball,36 76 60 64,australian-open,580,Australian Open,1976,world
2,John Newcombe,,Raymond Moore,76 64 62,australian-open,580,Australian Open,1976,world
,Ross Case,,Charlie Pasarell,63 63 46 67 75,australian-open,580,Australian Open,1976,world
,Dick Crealy,,Stan Smith,36 75 61 64,australian-open,580,Australian Open,1976,world
,Brad Drewett,,Mal Anderson,64 63 57 63,australian-open,580,Australian Open,1976,world
,Mark Edmondson,,Brian Fairlie,36 63 61 64,australian-open,580,Australian Open,1976,world
,Tony Roche,,Kim Warwick,61 62 76,australian-open,580,Australian Open,1976,world
,Ray Ruffels,,Patrice Hagelauer,60 64 76,australian-open,580,Australian Open,1976,world
1,Ken Rosewall,,Richard Lewis,62 61 61,australian-open,580,Australian Open,1976,world
2,John Newcombe,,Jan Kukal,63 64 62,australian-open,580,Australian Open,1976,world
,Mal Anderson,,John Lloyd,75 64 46 75,australian-open,580,Australian Open,1976,world
,Syd Ball,,William Coghlan,64 67 63 62,australian-open,580,Australian Open,1976,world
,Ross Case,,David Carter,64 63 62,australian-open,580,Australian Open,1976,world
,Dick Crealy,,Teimuraz Kakoulia,76 63 61,australian-open,580,Australian Open,1976,world
,Brad Drewett,,Allan Stone,63 36 46 62 63,australian-open,580,Australian Open,1976,world
,Mark Edmondson,,Phil Dent,60 64 46 63,australian-open,580,Australian Open,1976,world
,Brian Fairlie,,Frank Sedgman,64 62 61,australian-open,580,Australian Open,1976,world
,Patrice Hagelauer,,Geoff Masters,61 64 57 67 64,australian-open,580,Australian Open,1976,world
,Raymond Moore,,Chris Lewis (NZL),62 76 36 62,australian-open,580,Australian Open,1976,world
,Charlie Pasarell,,William Durham,64 62 64,australian-open,580,Australian Open,1976,world
,Tony Roche,,Trevor Little,76 61 62,australian-open,580,Australian Open,1976,world
,Ray Ruffels,,Bob Giltinan,64 67 46 62 62,australian-open,580,Australian Open,1976,world
,Stan Smith,,John James,75 46 57 61 63,australian-open,580,Australian Open,1976,world
,Kim Warwick,,Ulrich Marten,64 62 61,australian-open,580,Australian Open,1976,world
1,Ken Rosewall,,Greg Braun,63 61 64,australian-open,580,Australian Open,1976,world
2,John Newcombe,,Rolf Gehring,76 61 76,australian-open,580,Australian Open,1976,world
,Mal Anderson,,John Marks,36 64 63 64,australian-open,580,Australian Open,1976,world
,Syd Ball,,Grover Raz Reid,62 76 62,australian-open,580,Australian Open,1976,world
,David Carter,,Glenn Busby,63 63 36 62,australian-open,580,Australian Open,1976,world
,Ross Case,,Keith Hancock,63 46 62 64,australian-open,580,Australian Open,1976,world
,William Coghlan,,John Bartlett,36 26 63 62 64,australian-open,580,Australian Open,1976,world
,Dick Crealy,,Jonathan Smith,46 75 76 75,australian-open,580,Australian Open,1976,world
,Phil Dent,,Russell Simpson,64 64 64,australian-open,580,Australian Open,1976,world
,Brad Drewett,,Harald Elschenbroich,61 64 64,australian-open,580,Australian Open,1976,world
,William Durham,,Ernie Ewert,63 75 36 62,australian-open,580,Australian Open,1976,world
,Mark Edmondson,,Peter Feigl,61 46 76 46 61,australian-open,580,Australian Open,1976,world
,Brian Fairlie,,Alvin Gardiner,46 64 61 61,australian-open,580,Australian Open,1976,world
,Bob Giltinan,,Robin Drysdale,62 36 64 64,australian-open,580,Australian Open,1976,world
,Patrice Hagelauer,,Simon Clarke,46 61 64 62,australian-open,580,Australian Open,1976,world
,John James,,Robert Rheinberger,61 61 60,australian-open,580,Australian Open,1976,world
,Teimuraz Kakoulia,,Gianni Marchetti,64 60 46 67 61,australian-open,580,Australian Open,1976,world
,Jan Kukal,,Ulf Eriksson,75 75 75,australian-open,580,Australian Open,1976,world
,Richard Lewis,,John Trickey,16 67 75 21 (RET),australian-open,580,Australian Open,1976,world
,Chris Lewis (NZL),,Gerard Wimmer,61 62 64,australian-open,580,Australian Open,1976,world
,Trevor Little,,Peter McNamara,61 16 46 64 75,australian-open,580,Australian Open,1976,world
,John Lloyd,,Bob  Carmichael,75 64 46 61,australian-open,580,Australian Open,1976,world
,Ulrich Marten,,Joao Soares,76 61 63,australian-open,580,Australian Open,1976,world
,Geoff Masters,,Peter Campbell,76 61 62,australian-open,580,Australian Open,1976,world
,Raymond Moore,,Graeme Thomson,62 63 62,australian-open,580,Australian Open,1976,world
,Charlie Pasarell,,Colin Dibley,63 64 64,australian-open,580,Australian Open,1976,world
,Tony Roche,,Werner Zirngibl,63 61 62,australian-open,580,Australian Open,1976,world
,Ray Ruffels,,Enzo Vattuone,61 64 75,australian-open,580,Australian Open,1976,world
,Frank Sedgman,,Steven Wright,64 62 63,australian-open,580,Australian Open,1976,world
,Stan Smith,,Cliff Letcher,76 62 62,australian-open,580,Australian Open,1976,world
,Allan Stone,,Paul McNamee,76 60 76,australian-open,580,Australian Open,1976,world
,Kim Warwick,,Chris Kachel,63 36 63 64,australian-open,580,Australian Open,1976,world
,Onny Parun,,Brian Fairlie,62 63 46 63,auckland,301,Auckland,1976,world
,Brian Fairlie,,Ray Ruffels,57 76 64 61,auckland,301,Auckland,1976,world
,Onny Parun,,Raymond Moore,63 75 46 76,auckland,301,Auckland,1976,world
,Brian Fairlie,,Bob  Carmichael,75 61 36 64,auckland,301,Auckland,1976,world
,Raymond Moore,,Dick Crealy,62 76 63,auckland,301,Auckland,1976,world
,Onny Parun,,Colin Dibley,16 76 76 63,auckland,301,Auckland,1976,world
,Ray Ruffels,,Bob Giltinan,64 62 16 64,auckland,301,Auckland,1976,world
,Bob  Carmichael,,Richard Lewis,62 64,auckland,301,Auckland,1976,world
,Dick Crealy,,John Lloyd,62 76,auckland,301,Auckland,1976,world
,Colin Dibley,,Jeff Simpson,62 61,auckland,301,Auckland,1976,world
,Brian Fairlie,,Richard Hawkes,61 60,auckland,301,Auckland,1976,world
,Bob Giltinan,,John Mills,64 63,auckland,301,Auckland,1976,world
,Raymond Moore,,Werner Zirngibl,64 62,auckland,301,Auckland,1976,world
,Onny Parun,,Harald Elschenbroich,76 76,auckland,301,Auckland,1976,world
,Ray Ruffels,,Russell Simpson,57 64 62,auckland,301,Auckland,1976,world
,Bob  Carmichael,,Gerard Wimmer,63 64,auckland,301,Auckland,1976,world
,Dick Crealy,,Patrice Hagelauer,76 63,auckland,301,Auckland,1976,world
,Colin Dibley,,Wayne Cowley,62 76,auckland,301,Auckland,1976,world
,Harald Elschenbroich,,Peter Langsford,46 64 61,auckland,301,Auckland,1976,world
,Brian Fairlie,,Ulrich Marten,63 64,auckland,301,Auckland,1976,world
