Winner Seed,Winner,Loser Seed,Loser,Score,Tournament,Tournament Code,Tournament Pretty Name,Year,Type
2,John Newcombe,12,Onny Parun,63 67 75 61,australian-open,580,Australian Open,1973,world
2,John Newcombe,11,Patrick Proisy,76 64 62,australian-open,580,Australian Open,1973,world
12,Onny Parun,,Karl Meiler,26 63 75 61,australian-open,580,Australian Open,1973,world
2,John Newcombe,10,Bob  Carmichael,64 76 63,australian-open,580,Australian Open,1973,world
12,Onny Parun,4,Alex Metreveli,64 36 63 67 63,australian-open,580,Australian Open,1973,world
11,Patrick Proisy,,John Cooper,64 36 61 76,australian-open,580,Australian Open,1973,world
,Karl Meiler,,Wanaro N'Godrella,76 67 63 76,australian-open,580,Australian Open,1973,world
2,John Newcombe,,Georges Goven,61 63 63,australian-open,580,Australian Open,1973,world
4,Alex Metreveli,,Ross Case,46 64 62 75,australian-open,580,Australian Open,1973,world
12,Onny Parun,5,Geoff Masters,76 36 63 75,australian-open,580,Australian Open,1973,world
,Wanaro N'Godrella,8,Allan Stone,36 75 64 57 64,australian-open,580,Australian Open,1973,world
10,Bob  Carmichael,,Szabolcz Baranyi,63 64 26 16 63,australian-open,580,Australian Open,1973,world
11,Patrick Proisy,,Patrice Dominguez,76 57 64 64,australian-open,580,Australian Open,1973,world
,John Cooper,,Bob Giltinan,75 62 46 67 1311,australian-open,580,Australian Open,1973,world
,Karl Meiler,,Teimuraz Kakoulia,63 76 26 63,australian-open,580,Australian Open,1973,world
,Karl Meiler,1,Ken Rosewall,62 63 62,australian-open,580,Australian Open,1973,world
2,John Newcombe,,Jean-Louis Haillet,61 62 62,australian-open,580,Australian Open,1973,world
,Bob Giltinan,3,Mal Anderson,67 62 62 76,australian-open,580,Australian Open,1973,world
4,Alex Metreveli,,Max Senior,62 46 62 62,australian-open,580,Australian Open,1973,world
5,Geoff Masters,,Hans-Joachim Ploetz,63 63 61,australian-open,580,Australian Open,1973,world
,Patrice Dominguez,6,John Alexander,76 67 36 63 119,australian-open,580,Australian Open,1973,world
,Szabolcz Baranyi,7,Colin Dibley,36 63 63 76,australian-open,580,Australian Open,1973,world
8,Allan Stone,,Michael Phillips,61 64 64,australian-open,580,Australian Open,1973,world
,Wanaro N'Godrella,9,Barry Phillips-Moore,64 76 76,australian-open,580,Australian Open,1973,world
10,Bob  Carmichael,,John Stephens,61 62 67 63,australian-open,580,Australian Open,1973,world
11,Patrick Proisy,,William Coghlan,63 63 64,australian-open,580,Australian Open,1973,world
12,Onny Parun,,Chris Kachel,61 61 62,australian-open,580,Australian Open,1973,world
,Ross Case,,Frank Gebert,64 36 64 62,australian-open,580,Australian Open,1973,world
,John Cooper,,Graeme Thomson,63 76 61,australian-open,580,Australian Open,1973,world
,Georges Goven,,Cliff Letcher,63 62 67 76,australian-open,580,Australian Open,1973,world
,Teimuraz Kakoulia,,Syd Ball,62 64 36 63,australian-open,580,Australian Open,1973,world
9,Barry Phillips-Moore,,Frank Sedgman,64 46 62,australian-open,580,Australian Open,1973,world
10,Bob  Carmichael,,John Bartlett,64 62,australian-open,580,Australian Open,1973,world
11,Patrick Proisy,,William Durham,76 36 63,australian-open,580,Australian Open,1973,world
12,Onny Parun,,Hans Kary,64 76,australian-open,580,Australian Open,1973,world
,Syd Ball,,Neale Fraser,75 62,australian-open,580,Australian Open,1973,world
,Szabolcz Baranyi,,Colin Stubs,67 63 62,australian-open,580,Australian Open,1973,world
,Ross Case,,Paul Kronk,64 63,australian-open,580,Australian Open,1973,world
,William Coghlan,,Jun Kamiwazumi,76 36 63,australian-open,580,Australian Open,1973,world
,John Cooper,,Dick Crealy,63 63,australian-open,580,Australian Open,1973,world
,Patrice Dominguez,,Balazs Taroczy,76 63,australian-open,580,Australian Open,1973,world
,Frank Gebert,,Allan McDonald,76 46 63,australian-open,580,Australian Open,1973,world
,Bob Giltinan,,Robert Casey,61 62,australian-open,580,Australian Open,1973,world
,Georges Goven,,Nicolas Kelaidis,62 76,australian-open,580,Australian Open,1973,world
,Jean-Louis Haillet,,Greg Perkins,75 64,australian-open,580,Australian Open,1973,world
,Chris Kachel,,Bill Bowrey,62 63,australian-open,580,Australian Open,1973,world
,Teimuraz Kakoulia,,Robert Machan,76 76,australian-open,580,Australian Open,1973,world
,Cliff Letcher,,Peter Szoke,61 75,australian-open,580,Australian Open,1973,world
,Karl Meiler,,John James,57 63 64,australian-open,580,Australian Open,1973,world
,Wanaro N'Godrella,,Phil Dent,63 64,australian-open,580,Australian Open,1973,world
,Michael Phillips,,Jun Kuki,63 64,australian-open,580,Australian Open,1973,world
,Hans-Joachim Ploetz,,Jean-Francois Caujolle,60 36 75,australian-open,580,Australian Open,1973,world
,Max Senior,,Kim Warwick,64 36 1412,australian-open,580,Australian Open,1973,world
,John Stephens,,Lars Elvstrom,64 36 86,australian-open,580,Australian Open,1973,world
,Graeme Thomson,,Andres Battad,76 76,australian-open,580,Australian Open,1973,world
