id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class,pageranks,componentnumber,strongcompnum,atp count,qual count,future count,comp color
9165,Minh Dang Tran,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4628,0,0,2,blue
9166,Diego Quiroz,,3,9,12,3.0,11.0,14.0,4,2.538015299865293E-5,0,9,0,1,13,green
9167,Coenie Van Wyk,,1,0,1,1.0,0.0,1.0,1,1.4873239285477956E-5,0,5,1,0,0,brown
9168,Stefanos Tsitsipas,,24,24,48,24.0,26.0,50.0,5,6.368668110351312E-5,0,9,0,4,46,purple
9169,Ariovaldo Custodio,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4629,0,0,1,green
9170,Vittorio Poli,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4630,0,0,2,purple
9171,Hans Lindenberg Stentoft,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4631,0,0,2,blue
9172,Stephen Kaldawi,,1,4,5,1.0,4.0,5.0,2,1.4205383055633686E-5,0,9,0,0,5,blue
9173,Diego Matos,,75,92,167,80.0,131.0,211.0,4,1.9661011955106553E-4,0,9,0,2,209,green
9174,Marc Reyes,,2,8,10,2.0,8.0,10.0,2,1.627043031243229E-5,0,9,0,0,10,blue
9175,Jozef Maras,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4632,0,0,2,blue
9176,Jan Hradsky,,1,2,3,1.0,2.0,3.0,5,1.387165987404911E-5,0,9,0,0,3,purple
9177,Fariduni Bakhodur,,0,8,8,0.0,8.0,8.0,5,1.3162540327839612E-5,0,4633,0,0,8,purple
9178,Giordano Boza,,0,3,3,0.0,3.0,3.0,3,1.3162540327839612E-5,0,4634,0,1,2,red
9179,Gerardo Cornejo,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4635,0,0,2,green
9180,Juho Paukku,,138,149,287,151.0,170.0,321.0,1,3.6266683929479836E-4,0,9,12,31,278,brown
9181,Benjamin Becker,,251,165,416,358.0,287.0,645.0,3,0.0014210958496230486,0,9,345,265,35,red
9182,Patrick Zahraj,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4636,0,0,1,brown
9183,Wei De Lin,,3,11,14,3.0,11.0,14.0,2,2.7408257325046233E-5,0,9,0,0,14,blue
9184,Myrohn Miranda,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4637,0,1,0,red
9185,Mathaus Fellipe Kirsch Spiering Teio,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4638,0,0,1,green
9186,Tomas Bod,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4639,0,0,1,purple
9187,Ruslan Miroshnichenko,,1,6,7,1.0,6.0,7.0,3,1.5746955642226317E-5,0,9,0,2,5,red
9188,Marc Kevin Goellner,,2,3,5,2.0,3.0,5.0,5,1.703050732346856E-5,0,9,0,0,5,purple
9189,Pablo Pulido Rodriguez,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4640,0,0,1,brown
9190,Vlad Andrei Dancu,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,4641,0,0,1,dark green
9191,Sebastian Saffirio,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4642,0,0,2,green
9192,Andrew Derer,,12,11,23,12.0,12.0,24.0,3,4.644431843742224E-5,0,9,0,8,16,red
9193,Ariel Ilarslan Russo,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4643,0,0,2,blue
9194,Narciso Reyes Rygh,,3,35,38,3.0,37.0,40.0,1,1.7150091280810117E-5,0,9,0,8,32,brown
9195,Alexis Carlos,,2,6,8,2.0,6.0,8.0,4,2.5024913829514568E-5,0,9,0,1,7,green
9196,Patrick Davidson,,10,49,59,11.0,50.0,61.0,2,4.920290649085104E-5,0,9,0,4,57,blue
9197,Andreas Damianou,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4644,0,0,1,purple
9198,Anton Saranchukov,,0,8,8,0.0,8.0,8.0,0,1.3162540327839612E-5,0,4645,0,2,6,dark green
9199,Levan Nanava,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,4646,0,0,1,dark green
9200,Eddy Roy Balummel,,2,7,9,2.0,7.0,9.0,1,1.831241404811693E-5,0,9,0,0,9,brown
9201,Nedim Ahmic,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4647,0,0,2,purple
9202,Adolfo Marin,,3,8,11,3.0,8.0,11.0,4,2.3206690908549777E-5,0,9,0,0,11,green
9203,Constantin Alexandru Stohor,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,4648,0,0,2,dark green
9204,Ricards Opmanis,,0,4,4,0.0,4.0,4.0,1,1.3162540327839612E-5,0,4649,0,0,4,brown
9205,Tommy Haas,,168,93,261,285.0,175.0,460.0,3,0.0016773300168558658,0,9,444,16,0,red
9206,Duck Hee Lee,,83,43,126,97.0,49.0,146.0,2,2.3830412896630004E-4,0,9,0,28,118,blue
9207,Ravid Hezi,,4,11,15,4.0,11.0,15.0,4,2.270735954562033E-5,0,9,0,0,15,green
9208,Takehiko Morita,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4650,0,0,2,blue
9209,Aleksandar Markov,,1,1,2,1.0,1.0,2.0,0,1.4980166465941548E-5,0,9,0,0,2,dark green
9210,Ashutosh Singh,,48,68,116,58.0,86.0,144.0,2,1.2097371528373193E-4,0,9,0,8,136,blue
9211,Jae Won Yun,,4,11,15,4.0,12.0,16.0,2,2.173425065729929E-5,0,9,0,0,16,blue
9212,Kyle Koch,,2,2,4,2.0,2.0,4.0,2,2.0068056787732877E-5,0,9,0,0,4,blue
9213,Fernando Tsuchiya,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4651,0,0,1,green
9214,Gregory Espinosa,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4652,0,1,0,red
9215,Pablo Pires De Almeida,,2,6,8,2.0,6.0,8.0,4,1.688385912755848E-5,0,9,0,0,8,green
9216,Duncan Mugabe,,24,33,57,28.0,39.0,67.0,5,6.347383060690125E-5,0,9,0,0,67,purple
9217,Alain Zysset,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4653,0,0,1,purple
9218,Eduardo Javier Autran Niedbalski,,0,4,4,0.0,4.0,4.0,4,1.3162540327839612E-5,0,4654,0,0,4,green
9219,Daniel Langre,,16,14,30,16.0,14.0,30.0,4,6.26525083607679E-5,0,9,0,2,28,green
9220,Ignacio Monzon,,0,4,4,0.0,5.0,5.0,4,1.3162540327839612E-5,0,4655,0,0,5,green
9221,Souleymane Diallo,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4656,0,0,1,purple
9222,Karen Sarkisian,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,4657,0,0,1,dark green
9223,Raleigh Smith,,9,12,21,9.0,12.0,21.0,0,3.404986522415339E-5,0,9,0,0,21,dark green
9224,Rolandas Muraska,,4,3,7,4.0,3.0,7.0,1,2.0205724479724788E-5,0,9,0,0,7,brown
9225,Baptiste Crepatte,,14,16,30,14.0,16.0,30.0,5,4.7127653741314214E-5,0,9,0,0,30,purple
9226,Blazo N Djurovic,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4658,0,0,1,blue
9227,Maxime Bonami,,11,33,44,11.0,36.0,47.0,1,4.109337361821329E-5,0,9,0,6,41,brown
9228,Antonio Fernandez Cantisano,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4659,0,0,2,green
9229,Andrea Vavassori,,13,19,32,13.0,20.0,33.0,5,3.2402996263122894E-5,0,9,0,0,33,purple
9230,Taro Daniel,,182,113,295,245.0,148.0,393.0,5,6.78447535652195E-4,0,9,17,173,203,purple
9231,Lei Zhang,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4660,0,0,1,green
9232,Sumet Srisangsitthisanti,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4661,0,0,2,purple
9233,Andres Artunedo Martinavarr,,94,84,178,109.0,101.0,210.0,5,2.88992672502062E-4,0,9,1,23,186,purple
9234,Daniel Hoyos,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4663,0,0,1,green
9235,Kieran Bertsch,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4664,0,0,1,blue
9236,Chanchai Sookton Eng,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4665,0,1,1,blue
9237,Carlos Moya,,104,66,170,136.0,98.0,234.0,3,8.178877344207674E-4,0,9,234,0,0,red
9238,Manuel Jimenez Cruz,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4666,0,0,1,purple
9239,Javier Ladron De Guevara Hi,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,4667,0,0,3,purple
9240,Lucas Trentin,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4668,0,0,1,purple
9241,Oliver Marach,,113,114,227,127.0,134.0,261.0,3,4.3732554014416585E-4,0,9,47,211,3,red
9242,Janicije Sasha Karic,,6,31,37,6.0,32.0,38.0,5,2.403074211837864E-5,0,9,0,0,38,purple
9243,Mohamadreza Kazemi,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4669,0,0,2,blue
9244,Arnulfo Courtney,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4670,0,0,2,brown
9245,Amogh Prabhakar,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4671,0,1,0,blue
9246,Ilya Chkoniya,,1,13,14,1.0,13.0,14.0,0,1.5082394165072744E-5,0,9,0,2,12,dark green
9247,Kevin Jordi,,8,21,29,8.0,21.0,29.0,5,6.140558975082253E-5,0,9,0,0,29,purple
9248,Rodrigo Scattareggia,,16,24,40,17.0,27.0,44.0,4,5.479938221599011E-5,0,9,0,0,44,green
9249,Daniel Pazos,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4672,0,0,1,purple
9250,Martin Redlicki,,12,16,28,12.0,19.0,31.0,2,3.8733510743316384E-5,0,9,0,0,31,blue
9251,Ervand Gasparyan,,69,78,147,79.0,93.0,172.0,0,1.666769682837952E-4,0,9,0,21,151,dark green
9252,Eric Yee,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4673,0,0,1,blue
9253,Peter Bertran,,1,2,3,1.0,2.0,3.0,4,1.6399698821960334E-5,0,9,2,0,1,green
9254,Willem Hornikx,,5,13,18,5.0,14.0,19.0,5,2.0272301159269487E-5,0,9,0,2,17,purple
9255,Juan Carlos Manuel Aguilar,,3,3,6,3.0,3.0,6.0,4,2.6600957373750033E-5,0,9,0,0,6,green
9256,James Lloyd,,0,3,3,0.0,3.0,3.0,3,1.3162540327839612E-5,0,4674,0,0,3,red
9257,Jean Ayissi Etele,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,4675,0,0,1,dark green
9258,Finn Bass,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4676,0,0,1,brown
9259,Francisco Stuardo,,3,7,10,3.0,9.0,12.0,4,2.568398431002839E-5,0,9,0,0,12,green
9260,Vitali Reshetnikov,,52,88,140,56.0,112.0,168.0,0,1.391819479053053E-4,0,9,0,10,158,dark green
9261,Lukas Finzelberg,,15,10,25,15.0,10.0,25.0,5,4.803880360763625E-5,0,9,0,0,25,purple
9262,Romain Bauvy,,25,42,67,25.0,46.0,71.0,5,8.104988569411992E-5,0,9,0,0,71,purple
9263,Matwe Middelkoop,,266,190,456,307.0,224.0,531.0,1,8.560765883629886E-4,0,9,2,215,314,brown
9264,Matteo Donati,,91,63,154,98.0,73.0,171.0,5,2.423597460071603E-4,0,9,2,60,109,purple
9265,Zeljko Ivic,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4677,0,0,1,purple
9266,Rok Bonin,,2,6,8,2.0,7.0,9.0,5,1.646969896181951E-5,0,9,0,1,8,purple
9267,Tristan Jackson,,0,3,3,0.0,3.0,3.0,2,1.3162540327839612E-5,0,4678,0,0,3,blue
9268,Javier Barranco Cosano,,1,3,4,1.0,3.0,4.0,5,1.5176464726342163E-5,0,9,0,0,4,purple
9269,Jeremy Hunter Nicholas,,8,12,20,8.0,14.0,22.0,2,2.8474717612835066E-5,0,9,0,0,22,blue
9270,Woo Whuk Choi,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4679,0,0,1,blue
9271,Filippo Baldi,,38,46,84,39.0,51.0,90.0,5,9.21755676103358E-5,0,9,0,10,80,purple
9272,Jean Francois Berard,,3,13,16,3.0,13.0,16.0,3,2.7839904431727267E-5,0,9,0,6,10,red
9273,Luiz Guilherme Deneka,,12,17,29,12.0,19.0,31.0,4,3.895762266593798E-5,0,9,0,0,31,green
9274,Matthew Johnson,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4680,0,0,1,purple
9275,Dominic Ross Hurst,,1,8,9,1.0,8.0,9.0,5,1.4332545268444906E-5,0,9,0,0,9,purple
9276,Jicham Zaatini,,0,3,3,0.0,3.0,3.0,2,1.3162540327839612E-5,0,4681,3,0,0,blue
9277,Filippo Bettini,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,4682,0,0,3,purple
9278,Octavian Vlad Murad,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,4683,0,0,1,dark green
9279,Sulaiman Al Rawahi,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4684,2,0,0,blue
9280,Daniel Yoo,,127,134,261,150.0,154.0,304.0,2,3.7710940361341947E-4,0,9,0,37,267,blue
9281,Ruslan Khunarikov,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4685,0,0,1,purple
9282,Luke Simkiss,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4686,0,0,2,green
9283,Gd Jones,,45,37,82,47.0,43.0,90.0,4,1.239247965114768E-4,0,9,8,5,77,green
9284,Michael Ess,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4687,0,0,1,purple
9285,Lennart Zynga,,25,38,63,25.0,41.0,66.0,5,6.980072263346715E-5,0,9,0,3,63,purple
9286,Soufiane Mouline,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4688,0,0,1,brown
9287,Dragos Ioan Ghioc,,0,3,3,0.0,3.0,3.0,0,1.3162540327839612E-5,0,4689,0,0,3,dark green
9288,Admire Mushonga,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4690,0,0,2,purple
9289,Gabriel Carneiro Torres Goncalves,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4692,0,0,1,green
9290,Martin Beran,,12,31,43,12.0,31.0,43.0,5,3.85761630108847E-5,0,9,0,0,43,purple
9291,Zi Dong Yang,,1,3,4,1.0,3.0,4.0,2,1.391579854314075E-5,0,9,0,0,4,blue
9292,Gijs Brouwer,,1,6,7,1.0,6.0,7.0,5,1.545250169929041E-5,0,9,0,0,7,purple
9293,Viktor Farkas,,2,6,8,2.0,6.0,8.0,5,1.568241494451512E-5,0,9,0,0,8,purple
9294,Julius Kaverinen,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4693,0,0,1,purple
9295,Alexey Barnikov,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4694,0,0,1,brown
9296,Giuseppe Guarnieri,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4695,0,0,2,purple
9297,Byung Kook Kang,,33,33,66,35.0,42.0,77.0,2,7.323787749788907E-5,0,9,0,0,77,blue
9298,Andres Gonzalez Elizondo,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4696,0,0,1,purple
9299,Justin Bower,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4697,2,0,0,brown
9300,Yu Han,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4698,0,0,1,blue
9301,Arthur Murphey Parker,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,4699,0,0,3,purple
9302,Dimitriy Voronin,,2,8,10,2.0,8.0,10.0,0,2.567399199086594E-5,0,9,0,0,10,dark green
9303,Vladislav Shegai,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,4700,0,0,1,dark green
9304,Ivan Rayco Valls Campos,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4701,0,0,2,brown
9305,Abhijeet Tiwari,,20,48,68,20.0,66.0,86.0,2,4.557515624505821E-5,0,9,0,2,84,blue
9306,Brett Cromwell,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4702,0,0,1,purple
9307,Guillaume Legat,,19,15,34,20.0,15.0,35.0,1,7.51923264146713E-5,0,9,0,0,35,brown
9308,Sam Gould,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4703,0,1,0,brown
9309,Niklas Koch,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,4704,0,0,3,purple
9310,Daniel Melo,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4705,0,1,0,purple
9311,Chris Camillone,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4706,0,0,1,green
9312,Taylor Dent,,87,67,154,98.0,79.0,177.0,3,4.552720811495853E-4,0,9,119,58,0,red
9313,Arthur Mitard,,2,10,12,2.0,10.0,12.0,5,1.7583134829717945E-5,0,9,0,0,12,purple
9314,Thomas Jan Dafcik,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4707,0,0,1,purple
9315,Venkat Iyer,,2,3,5,2.0,3.0,5.0,2,1.5720983432207897E-5,0,9,0,0,5,blue
9316,Rafael Saraiva,,2,5,7,2.0,7.0,9.0,4,1.6432065842852534E-5,0,9,0,0,9,green
9317,Peter Baca,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4708,0,0,1,purple
9318,Riccardo Ghedin,,229,199,428,260.0,231.0,491.0,1,5.870697754481795E-4,0,9,3,191,297,brown
9319,Mirza Mulahasanovic,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4709,0,0,2,purple
9320,Dimitar Petrov,,0,7,7,0.0,7.0,7.0,0,1.3162540327839612E-5,0,4710,0,0,7,dark green
9321,Gianluca Di Nicola,,19,37,56,20.0,39.0,59.0,5,5.132528960504784E-5,0,9,0,0,59,purple
9322,Andres Arango,,3,7,10,3.0,7.0,10.0,4,2.2155241815758993E-5,0,9,0,0,10,green
9323,Jan Riha,,2,1,3,2.0,1.0,3.0,5,1.9041560124996918E-5,0,9,0,0,3,purple
9324,Nikola Bubnic,,11,12,23,11.0,12.0,23.0,5,4.133491416567203E-5,0,9,0,0,23,purple
9325,Quino Munoz,,3,4,7,3.0,5.0,8.0,5,1.886572249860626E-5,0,9,0,3,5,purple
9326,Goran Jukopila,,0,6,6,0.0,6.0,6.0,5,1.3162540327839612E-5,0,4711,0,0,6,purple
9327,Diego Morelli,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4712,0,0,1,purple
9328,Nikolay Kolobaev,,0,4,4,0.0,4.0,4.0,0,1.3162540327839612E-5,0,4713,0,0,4,dark green
9329,Valentim Goncalves Junior,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4714,0,0,1,green
9330,Ignacio Marchesini,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4715,0,0,1,green
9331,Guilherme Clezar,,137,113,250,190.0,173.0,363.0,4,5.387954918303051E-4,0,9,16,240,107,green
9332,Yuriy Kovalenko,,3,10,13,3.0,11.0,14.0,0,1.64438263294998E-5,0,9,0,0,14,dark green
9333,Adrian Ortiz,,4,5,9,4.0,5.0,9.0,2,2.3333539634766924E-5,0,9,0,0,9,blue
9334,Eric Gomes,,82,59,141,102.0,81.0,183.0,4,2.497637395801412E-4,0,9,0,24,159,green
9335,Marko Tkalec,,107,69,176,133.0,74.0,207.0,5,4.0030213801824067E-4,0,9,9,53,145,purple
9336,Shohruh Abdumalikov,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,4716,0,0,1,dark green
9337,James Pade,,9,9,18,9.0,9.0,18.0,2,4.0147111407836956E-5,0,9,0,2,16,blue
9338,Menelaos Efstathiou,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,4717,0,0,3,purple
9339,Vikram S Hundal,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4718,0,0,2,green
9340,Dimitar Kutrovsky,,141,99,240,162.0,116.0,278.0,2,4.4171105251602534E-4,0,9,13,55,210,blue
9341,Razvan Verone,,2,6,8,2.0,6.0,8.0,5,1.8054282488376255E-5,0,9,0,0,8,purple
9342,Nick Van Der Meer,,146,98,244,168.0,112.0,280.0,1,4.7958552496252753E-4,0,9,0,36,244,brown
9343,Jeremy Blandin,,72,62,134,81.0,73.0,154.0,1,1.9832840884543426E-4,0,9,0,9,145,brown
9344,Nigel Badza,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4719,0,0,1,green
9345,Goran Rozic,,1,4,5,1.0,4.0,5.0,5,1.3820732158743274E-5,0,9,0,0,5,purple
9346,Hernan Casanova,,67,45,112,85.0,70.0,155.0,4,2.0017778345869335E-4,0,9,0,3,152,green
9347,Korey Lovett,,1,4,5,1.0,4.0,5.0,2,1.4959953555549077E-5,0,9,0,1,4,blue
9348,Younes Rachidi,,70,113,183,73.0,130.0,203.0,5,1.439288155683596E-4,0,9,4,18,181,purple
9349,Johan Backstrom,,4,9,13,4.0,9.0,13.0,1,1.7516056830563333E-5,0,9,0,2,11,brown
9350,Max Voglgruber,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4720,0,0,1,blue
9351,Henrique Boturao,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4721,0,0,1,green
9352,Marvin Rolle,,6,28,34,6.0,29.0,35.0,4,3.6986532330176285E-5,0,9,4,0,31,green
9353,Richard Johnson,,5,15,20,5.0,16.0,21.0,4,3.305710958725827E-5,0,9,0,1,20,green
9354,Junn Mitsuhashi,,114,90,204,141.0,108.0,249.0,2,3.2830718997902466E-4,0,9,0,42,207,blue
9355,Hernan Ariza Vargas,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4722,0,0,2,green
9356,Andreas Ainalides,,1,1,2,1.0,1.0,2.0,5,1.4760848860972905E-5,0,3043,0,0,2,purple
9357,Gilles Lagardere,,2,5,7,2.0,5.0,7.0,1,1.6090493071685376E-5,0,9,0,0,7,brown
9358,Mark Sibilla,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4723,0,1,1,brown
9359,Tennys Sandgren,,131,89,220,163.0,116.0,279.0,2,4.851511505171792E-4,0,9,0,111,168,blue
9360,Razvan Petru Copil,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,4724,0,0,1,dark green
9361,Duje Tomasovic,,0,8,8,0.0,8.0,8.0,5,1.3162540327839612E-5,0,4725,0,0,8,purple
9362,Jordan Correia Passos Do Carmo,,2,7,9,2.0,7.0,9.0,5,2.5162446937645216E-5,0,9,0,1,8,purple
9363,Fernando Trevino Andrade,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4726,0,0,2,blue
9364,William Mertz,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4727,0,0,1,red
9365,Ryler Deheart,,129,93,222,162.0,119.0,281.0,3,4.979958096025405E-4,0,9,5,128,148,red
9366,Sinisa Markovic,,17,14,31,18.0,15.0,33.0,5,5.191663728905918E-5,0,9,0,2,31,purple
9367,Andrei Cherkasov,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,4728,0,0,2,dark green
9368,Wkwesi Williams,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4729,0,0,1,green
9369,Filip Zeman,,43,50,93,45.0,58.0,103.0,5,1.2331173656452565E-4,0,9,0,1,102,purple
9370,Pongsatorn Benjamas,,0,3,3,0.0,3.0,3.0,2,1.3162540327839612E-5,0,4730,0,1,2,blue
9371,Su Hao Zhong,,3,11,14,3.0,11.0,14.0,2,1.6242667183078805E-5,0,9,0,1,13,blue
9372,Enrique Olivares,,11,14,25,12.0,17.0,29.0,4,3.605908982083967E-5,0,9,1,0,28,green
9373,Frantisek Polyak,,18,28,46,19.0,29.0,48.0,5,5.2552297677194486E-5,0,9,0,1,47,purple
9374,Gianni Mina,,129,110,239,140.0,119.0,259.0,5,3.6400941289837965E-4,0,9,5,57,197,purple
9375,David Pultr,,1,2,3,1.0,2.0,3.0,5,1.4552959978548345E-5,0,9,0,0,3,purple
9376,Yuuya Kibi,,59,49,108,78.0,69.0,147.0,2,1.905971176080845E-4,0,9,0,22,125,blue
9377,Kenichi Sakakibara,,1,5,6,1.0,5.0,6.0,2,1.4471311237650987E-5,0,9,0,0,6,blue
9378,Marc Canovas,,3,7,10,3.0,7.0,10.0,1,1.768822352862588E-5,0,9,0,0,10,brown
9379,David Galic,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4731,0,0,1,brown
9380,Spencer Feldman,,5,22,27,5.0,22.0,27.0,4,2.4412994874321742E-5,0,9,0,0,27,green
9381,Cesar Torres,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4732,0,0,1,green
9382,Arnaud Grard,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4733,0,0,1,red
9383,Tobias Kamke,,251,201,452,325.0,295.0,620.0,3,0.0011635303445215919,0,9,151,387,82,red
9384,Jorge Osuna Galvez,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4734,0,0,1,green
9385,Stefan Vinti,,3,7,10,3.0,7.0,10.0,0,1.7562137283659388E-5,0,9,0,0,10,dark green
9386,Malcolm Harrison,,1,3,4,1.0,3.0,4.0,4,1.3774216561285825E-5,0,9,0,0,4,green
9387,Giancarlo Capuccio,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4735,0,1,0,red
9388,Francisco Rodriguez,,14,20,34,15.0,22.0,37.0,4,5.238136580017103E-5,0,9,1,0,36,green
9389,Marko Kovacevic,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4736,0,0,2,purple
9390,Gary Kushnirovich,,3,4,7,3.0,4.0,7.0,2,2.0314136405460653E-5,0,9,0,0,7,blue
9391,Claudio Dias Conduto,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4737,1,0,0,green
9392,Taavo Roos,,1,3,4,1.0,3.0,4.0,1,1.3840301233551598E-5,0,9,0,0,4,brown
9393,Julio Silva,,178,141,319,249.0,204.0,453.0,3,8.00273451315155E-4,0,9,8,364,81,red
9394,Zhuo Qing Zhou,,4,25,29,4.0,28.0,32.0,2,1.8865733805687353E-5,0,9,0,2,30,blue
9395,Fadi Youssef,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4738,1,0,1,blue
9396,Juan Miguel Such Perez,,66,56,122,78.0,75.0,153.0,1,2.2998630175938156E-4,0,9,0,0,153,brown
9397,Alexander Sendegeya,,2,7,9,2.0,7.0,9.0,1,1.7804996661295226E-5,0,9,0,0,9,brown
9398,Aleksa Lazarevic,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,4739,0,0,3,purple
