id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,pageranks,wta count,itf count,comp color
4116,Kateryna Sliusar,,13,18,31,13,19,32,9,0.305861035,0.330625679,2.35E-04,0,0,4,0.030107526,5.43E-05,0,32,purple
4118,Nadja Gilchrist,,30,20,50,31,20,51,9,0.298402829,0.326777972,3.53E-04,3,0,4,0.051445577,1.58E-04,0,51,blue
4120,Laura Peterzan,,14,10,24,15,11,26,9,0.287754982,0.311022829,5.68E-05,4,0,4,0.112554111,6.72E-05,0,26,brown
4125,Alicia Barnett,,4,13,17,4,13,17,9,0.297876225,0.323754236,3.64E-06,0,0,4,0.136029407,2.53E-05,0,17,purple
4126,Karina Venditti,,53,87,140,57,104,161,8,0.346573209,0.382298264,0.00135549,3,0,4,0.079343051,1.52E-04,0,161,blue
4129,Veronica Popovici,,13,20,33,14,22,36,9,0.295895545,0.322418811,3.56E-05,0,0,4,0.149462372,5.40E-05,0,36,purple
4131,Elizabeta Bauer,,12,24,36,13,26,39,9,0.302870932,0.329028811,2.30E-04,0,0,4,0.079322636,6.79E-05,0,39,purple
4133,Marlene Weingartner,,3,13,16,3,13,16,10,0.256537917,0.279379834,1.75E-07,1,0,4,0.295238107,4.09E-05,14,2,red
4134,Iryna Shymanovich,,36,19,55,37,20,57,9,0.299187091,0.326007993,2.27E-04,0,0,4,0.068483576,1.60E-04,0,57,purple
4136,Guadalupe Perez Rojas,,63,66,129,77,87,164,9,0.331034016,0.36429528,0.001347868,3,0,4,0.10053394,2.49E-04,0,164,blue
4138,Abbie Myers,,38,57,95,38,60,98,9,0.332925253,0.366880523,8.65E-04,5,0,4,0.046520147,1.20E-04,0,98,green
4140,Yuliya Hnateyko,,6,19,25,7,20,27,9,0.298057602,0.324540996,6.10E-05,0,0,4,0.028333334,3.16E-05,0,27,purple
4144,Kim Clijsters,,118,32,150,222,50,272,10,0.273310999,0.301097654,1.18E-05,1,0,4,0.356507927,0.002608046,272,0,red
4146,Adrijana Lekaj,,68,47,115,70,51,121,9,0.318622665,0.352032849,3.31E-04,0,0,4,0.073823944,2.80E-04,0,121,purple
4148,Silvia Soler Espinosa,,184,168,352,236,249,485,9,0.327907288,0.373147932,5.01E-04,1,0,4,0.172122777,0.00109544,146,339,red
4150,Ute Schnoy,,6,8,14,6,8,14,10,0.266525101,0.287564489,1.15E-04,0,0,4,0.043956045,5.45E-05,0,14,purple
4151,Thassha Vitayaviroj,,20,28,48,21,31,52,10,0.295057263,0.32444939,2.28E-04,5,0,4,0.097960994,7.27E-05,0,52,green
4153,Sherazad Reix,,51,21,72,51,22,73,9,0.30706982,0.335951084,1.62E-04,0,0,4,0.05048288,2.17E-04,0,73,purple
4154,May Kimhi,,13,15,28,13,18,31,9,0.297912483,0.320255768,1.14E-04,0,0,4,0.061253563,5.48E-05,0,31,purple
4156,Kim Stierli,,8,20,28,8,20,28,9,0.307822915,0.333421778,4.58E-04,0,0,4,0.034391534,7.91E-05,0,28,purple
4158,Anna Kechko,,2,14,16,2,17,19,9,0.292780669,0.313630203,2.16E-04,0,0,4,0.050000001,1.85E-05,0,19,purple
4159,Angela Haynes,,118,110,228,141,138,279,9,0.312400281,0.351029395,3.17E-04,1,0,4,0.162117407,5.72E-04,38,241,red
4160,Intissar Rassif,,4,14,18,4,14,18,9,0.295663204,0.320839211,5.43E-06,4,0,4,0.045751635,2.16E-05,0,18,brown
4165,Eva Birnerova,,166,167,333,199,213,412,9,0.330207771,0.375504321,5.00E-04,1,0,4,0.173182204,9.29E-04,83,329,red
4173,Belen Guajardo,,8,29,37,8,30,38,9,0.307977853,0.331909221,7.72E-04,3,0,4,0.126876876,4.63E-05,0,38,blue
4175,Idunn Hertzberg,,6,15,21,6,15,21,9,0.283718774,0.307939345,2.36E-04,4,0,4,0.030952381,3.68E-05,5,16,brown
4177,Marta Sexmilo Pascual,,13,17,30,13,22,35,9,0.291213041,0.314034162,3.12E-05,0,0,4,0.10221675,5.44E-05,0,35,purple
4179,Ai Yamamoto,,34,44,78,38,53,91,9,0.309770915,0.341967913,1.47E-04,5,0,4,0.15942879,1.21E-04,0,91,green
4183,Parija Maloo,,27,34,61,30,47,77,9,0.313822285,0.343447801,1.64E-04,5,0,4,0.079573937,7.75E-05,0,77,green
4184,Gally De Wael,,41,50,91,44,52,96,9,0.333970117,0.368169253,8.19E-04,3,0,4,0.037665986,1.56E-04,0,96,blue
4186,Lina Gjorcheska,,139,67,206,151,78,229,9,0.330007416,0.365080095,0.001079889,0,0,4,0.051350597,5.60E-04,1,228,purple
4187,Rocio Lopez Alberca,,4,16,20,4,16,20,9,0.294011652,0.320014187,7.43E-06,4,0,4,0.078947365,2.39E-05,0,20,brown
4193,Pascale Leroy,,10,21,31,10,21,31,9,0.28260493,0.310622517,1.45E-05,1,0,4,0.091397852,4.20E-05,0,31,red
4195,Dina Bajramovic,,10,16,26,10,16,26,8,0.299993871,0.323353519,4.43E-04,3,0,4,0.043076921,6.72E-05,0,26,blue
4198,Marija Curnic,,4,8,12,4,9,13,9,0.277101613,0.295328323,3.05E-06,0,0,4,0.027272727,2.30E-05,0,13,purple
4199,Kristina Ostojic,,13,26,39,14,27,41,9,0.30900827,0.336770433,8.80E-05,0,0,4,0.058029689,5.32E-05,0,41,purple
4200,Sri Vaishnavi Peddi Reddy,,42,36,78,45,43,88,9,0.315501128,0.342991228,6.47E-04,5,0,4,0.051138718,1.57E-04,0,88,green
4203,Kyra Wojcik,,11,25,36,11,27,38,8,0.306416275,0.330565932,1.26E-04,3,0,4,0.06666667,4.47E-05,0,38,blue
4206,Petra Padalikova,,11,13,24,11,13,24,9,0.293183996,0.315233799,3.44E-05,0,0,4,0.032608695,4.41E-05,0,24,purple
4208,Amy Bowtell,,115,77,192,128,89,217,9,0.343701727,0.380673833,0.001307321,0,0,4,0.043505676,3.82E-04,20,197,purple
4210,Oceane Adam,,33,54,87,35,56,91,9,0.332134618,0.365093552,4.79E-04,0,0,4,0.036694679,1.14E-04,0,91,purple
4212,Ulyana Ayzatulina,,12,14,26,12,14,26,9,0.290383817,0.313404024,3.81E-04,0,0,4,0.015,4.11E-05,0,26,purple
4214,Hee Sun Lyoo Suh,,11,23,34,11,26,37,9,0.292833214,0.319023704,8.84E-05,5,0,4,0.072916664,5.42E-05,0,37,green
4215,Ivanka Karamalak,,8,17,25,9,18,27,9,0.298493811,0.322707492,8.14E-05,0,0,4,0.076086953,4.96E-05,0,27,purple
4218,Aleksandra Tucakov,,5,10,15,5,10,15,9,0.287907305,0.308569402,2.73E-05,0,0,4,0.06666667,2.53E-05,0,15,purple
4220,Ana Akhalkatsi,,1,9,10,1,9,10,9,0.282385512,0.302424882,2.96E-06,0,0,2195,0.06666667,2.06E-05,0,10,purple
4222,Hao Chen Tang,,40,46,86,47,51,98,9,0.317115833,0.350007945,1.36E-04,5,0,4,0.138585106,1.68E-04,8,90,green
4223,Patcharin Cheapchandej,,10,25,35,10,26,36,9,0.3125,0.340478704,2.53E-04,5,0,4,0.084033616,4.44E-05,0,36,green
4227,Tamara Kupkova,,2,9,11,2,9,11,9,0.287282117,0.306759651,3.49E-05,0,0,4,0.045454547,2.62E-05,0,11,purple
4228,Varvara Galanina,,79,65,144,85,74,159,9,0.321721985,0.357850252,5.38E-04,0,0,4,0.070688084,2.93E-04,0,159,purple
4232,Beatriz Haddad Maia,,90,52,142,96,57,153,9,0.322506259,0.356015208,3.51E-04,3,0,4,0.095930234,3.88E-04,10,143,blue
4235,Yevgeniya Kryvoruchko,,50,56,106,57,58,115,9,0.327162144,0.361745059,3.06E-04,4,0,4,0.076782644,1.76E-04,0,115,brown
4238,Maria Fernanda Alves,,215,204,419,265,276,541,8,0.350946372,0.398885403,0.004397628,3,0,4,0.059899233,9.45E-04,26,515,blue
4241,Jovana Miletic,,6,12,18,6,12,18,10,0.285806037,0.30882517,2.24E-04,0,0,4,0.073529415,3.63E-05,0,18,purple
4245,Junri Namigata,,200,175,375,311,233,544,9,0.336703811,0.38373405,0.001475912,5,0,4,0.103645436,0.001018938,20,524,green
4247,Stanca Muresan,,0,10,10,0,10,10,9,0.279563753,0.301094188,0,0,0,2209,0.200000003,1.61E-05,0,10,purple
4249,Frederikke Svarre,,2,8,10,2,8,10,10,0.27815021,0.29902285,2.67E-06,0,0,251,0.044444446,2.38E-05,0,10,purple
4259,Maria Masini,,11,22,33,11,22,33,9,0.308988764,0.334526809,8.90E-05,0,0,4,0.072916664,4.94E-05,0,33,purple
4262,Alla Aleksandrova,,8,20,28,8,23,31,9,0.300196247,0.325407526,1.26E-04,4,0,4,0.05952381,5.48E-05,0,31,brown
4266,Polina Golubovskaya,,4,7,11,4,7,11,10,0.277305688,0.297111403,3.05E-05,0,0,4,0.118181817,4.16E-05,0,11,purple
4272,Sanja Ancic,,49,25,74,54,29,83,9,0.289114642,0.317554275,3.44E-05,1,0,4,0.118721463,2.43E-04,7,76,red
4274,Majoly De Wilde,,8,19,27,8,21,29,9,0.30930115,0.336030611,3.31E-05,4,0,4,0.061253563,3.51E-05,0,29,brown
4275,Karine Sarkisova,,10,6,16,10,6,16,10,0.273341523,0.294502246,1.33E-06,0,0,4,0.200000003,6.32E-05,0,16,purple
4276,Ekaterina Nikitina,,5,11,16,5,11,16,9,0.296882581,0.318815685,4.41E-05,0,0,4,0.0625,3.58E-05,0,16,purple
4278,Nicole Monteiro,,8,15,23,8,16,24,9,0.297713174,0.3216434,7.70E-05,3,0,4,0.064935066,3.52E-05,0,24,blue
4280,Melisa Cabrera Handt,,24,43,67,24,45,69,9,0.316562116,0.349171247,1.76E-04,4,0,4,0.049155146,8.08E-05,0,69,brown
4283,Zsofia Susanyi,,24,23,47,28,24,52,9,0.302758535,0.331874281,2.37E-05,0,0,4,0.089269198,9.53E-05,2,50,purple
4285,Noelle Hickey,,18,10,28,18,11,29,10,0.294826236,0.320127438,2.77E-05,0,0,4,0.056878306,6.60E-05,0,29,purple
4286,Csilla Argyelan,,78,118,196,82,133,215,9,0.355044607,0.394617361,0.00196515,0,0,4,0.032422557,2.48E-04,0,215,purple
4287,Paula Kania,,132,102,234,148,118,266,9,0.328987163,0.368787717,5.28E-04,0,0,4,0.104556844,6.49E-04,15,251,purple
4298,Eva Martinez Regalado,,5,8,13,5,11,16,9,0.282262715,0.301382525,3.68E-06,0,0,4,0.096153848,3.22E-05,0,16,purple
4304,Karolina Chernaya,,4,7,11,4,8,12,9,0.283998608,0.303881917,9.41E-06,0,0,4,0.081818178,2.30E-05,0,12,purple
4305,Claudia Williams,,14,19,33,14,22,36,9,0.317609655,0.343412455,8.19E-05,0,0,4,0.059770115,4.38E-05,0,36,purple
4306,Zi Yang,,68,58,126,77,74,151,9,0.322782723,0.35758127,4.55E-04,5,0,4,0.097177729,2.50E-04,0,151,green
4309,Inna Kuzmenko,,5,7,12,5,7,12,10,0.278917379,0.301159265,2.96E-06,0,0,4,0.053030305,3.13E-05,0,12,purple
4314,Malena Gordo,,3,8,11,3,12,15,9,0.284015086,0.303997844,1.79E-06,3,0,4,0.363636374,2.54E-05,0,15,blue
4318,Stefania Hristov,,6,8,14,6,9,15,9,0.277683231,0.297908134,5.92E-05,0,0,4,0.093406595,4.13E-05,0,15,purple
4319,Anna Lubinsky,,14,13,27,14,14,28,9,0.291507861,0.315035345,1.45E-04,3,0,4,0.056923077,8.13E-05,0,28,blue
4324,Tammi Patterson,,60,92,152,69,106,175,9,0.338379649,0.378064757,6.87E-04,5,0,4,0.077710234,1.97E-04,0,175,green
4325,Olga Kirpicheva,,2,13,15,2,14,16,9,0.289559302,0.314914555,5.62E-05,4,0,4,0.142857149,3.12E-05,0,16,brown
4331,Stephanie Wiltshire,,3,9,12,3,9,12,9,0.276475572,0.298215299,2.06E-06,5,0,4,0.151515156,2.26E-05,0,12,green
4332,Chaimae Roudami,,3,7,10,3,8,11,9,0.285755984,0.304590042,6.00E-06,4,0,4,0.222222224,2.43E-05,0,11,brown
4333,Andrea Gamiz,,153,109,262,180,133,313,8,0.345789771,0.385548178,0.002555445,3,0,4,0.07014177,7.05E-04,17,296,blue
4337,Camille Sapene,,18,17,35,18,18,36,9,0.293183996,0.320454464,1.37E-04,4,0,4,0.06806723,7.48E-05,0,36,brown
4339,Yu Lin Dai,,4,6,10,4,6,10,10,0.275883447,0.296249331,3.48E-05,5,0,4,0.055555556,2.84E-05,0,10,green
4340,Po Kuen Lam,,15,16,31,15,16,31,9,0.291039895,0.315708611,4.82E-05,5,0,4,0.091954023,6.71E-05,2,29,green
4341,Alice Rame,,9,12,21,9,12,21,9,0.286491865,0.307211035,2.09E-05,0,0,4,0.069047622,4.13E-05,0,21,purple
4342,Jessica Lehnhoff,,9,5,14,9,5,14,9,0.25748251,0.276625647,9.64E-06,3,0,4,0.07692308,5.34E-05,8,6,blue
4344,Elaine Genovese,,10,27,37,10,27,37,9,0.306493019,0.334153331,2.03E-04,0,0,4,0.062312312,6.27E-05,16,21,purple
4345,Lindsey Nelson,,20,23,43,20,25,45,10,0.284543394,0.312549005,6.16E-05,1,0,4,0.1406423,9.77E-05,1,44,red
4346,Eleonora Punzo,,22,58,80,23,61,84,9,0.31442703,0.348587642,5.14E-04,4,0,4,0.047619049,8.83E-05,0,84,brown
4349,Wendy Qi Wen Zhang,,13,22,35,14,23,37,9,0.306071406,0.330907713,2.01E-04,3,0,4,0.049910873,6.52E-05,0,37,blue
4354,Katarina Milinkovic,,3,8,11,3,8,11,9,0.288008943,0.310736093,4.01E-06,0,0,4,0.100000001,2.43E-05,0,11,purple
4356,Alejandra Sala Juste,,12,28,40,13,29,42,9,0.316051136,0.344603418,2.73E-05,0,0,4,0.108636975,4.10E-05,0,42,purple
4358,Natsumi Hamamura,,81,83,164,104,113,217,9,0.319017205,0.356504288,4.83E-04,5,0,4,0.136727452,3.07E-04,0,217,green
4359,Stefanie Voegele,,231,179,410,301,248,549,9,0.325270782,0.371880361,5.56E-04,1,0,4,0.171890065,0.001505757,180,369,red
4360,Maria Fernanda Herazo Gonzalez,,25,20,45,25,26,51,8,0.307108351,0.33140644,1.62E-04,3,0,4,0.068660021,1.02E-04,2,49,blue
4361,Ghazaleh Torkaman,,0,12,12,0,13,13,9,0.290864813,0.312531158,0,5,0,2264,0.151515156,1.61E-05,13,0,green
4364,Elizaveta Ianchuk,,117,73,190,123,76,199,8,0.333583208,0.369513838,0.001279379,0,0,4,0.058181819,5.13E-04,0,199,purple
4366,Jennifer Schmidt,,6,12,18,6,13,19,10,0.283718774,0.30801036,1.84E-05,4,0,4,0.049019609,2.90E-05,0,19,brown
4370,Laura Ucros,,6,8,14,7,8,15,9,0.287096774,0.306243656,2.00E-05,3,0,4,0.071428575,3.18E-05,1,14,blue
4371,Gabriela Paz,,85,40,125,96,48,144,9,0.305269722,0.336215364,2.59E-04,3,0,4,0.104664639,3.74E-04,5,139,blue
4372,Federica Prati,,7,21,28,7,21,28,9,0.307822915,0.333198518,8.22E-05,0,0,4,0.041310541,3.88E-05,0,28,purple
4375,Ielyzaveta Rybakova,,4,11,15,4,11,15,9,0.292920831,0.31794348,6.73E-05,0,0,4,0.076190479,4.06E-05,0,15,purple
4382,Natalija Sipek,,46,36,82,47,43,90,9,0.313320105,0.342136372,2.29E-04,0,0,4,0.049382716,1.48E-04,0,90,purple
4383,Monique Albuquerque,,39,29,68,49,42,91,9,0.308910766,0.336867147,1.08E-04,3,0,4,0.155145928,1.35E-04,0,91,blue
4384,Helen Ploskina,,18,15,33,20,16,36,9,0.301323484,0.32419046,8.72E-05,0,0,4,0.03763441,7.47E-05,0,36,purple
4385,Mana Ayukawa,,62,65,127,65,73,138,8,0.328413284,0.363229729,6.14E-04,5,0,4,0.086501621,2.18E-04,0,138,green
4391,Sheila Solsona Carcasona,,52,95,147,53,107,160,9,0.335067424,0.374021921,0.001083648,4,0,4,0.049640287,1.85E-04,0,160,brown
4393,Carolina Gago Fuentes,,19,20,39,20,21,41,9,0.301694915,0.328603937,5.05E-05,4,0,4,0.069701277,7.26E-05,0,41,brown
4395,Tatsiana Uvarova,,17,14,31,17,15,32,10,0.278378071,0.304484005,5.34E-06,1,0,4,0.134236455,7.66E-05,0,32,red
4397,Ana Konjuh,,68,40,108,73,41,114,9,0.2996633,0.331017235,4.94E-05,1,0,4,0.172929287,3.90E-04,38,76,red
4403,Punam Reddy,,18,22,40,19,25,44,10,0.290160047,0.318094346,3.50E-04,5,0,4,0.057692308,9.82E-05,0,44,green
4404,Sachie Ishizu,,124,84,208,148,93,241,9,0.331011631,0.369037323,9.95E-04,5,0,4,0.100112855,5.45E-04,5,236,green
4414,Hikari Yamamoto,,7,16,23,7,16,23,9,0.310163477,0.33583386,1.34E-05,5,0,4,0.06126482,3.26E-05,0,23,green
4417,Szabina Szlavikovics,,46,45,91,48,48,96,9,0.32274016,0.354029946,6.63E-04,0,0,4,0.039576802,1.75E-04,1,95,purple
4421,Min Hwa Yu,,53,45,98,65,63,128,9,0.307339738,0.338980171,2.39E-04,5,0,4,0.135093167,2.06E-04,2,126,green
4423,Yuliya Alexsandrova,,4,8,12,4,8,12,9,0.288331272,0.309495274,3.63E-06,0,0,4,0.143939391,2.12E-05,0,12,purple
4427,Mirabelle Njoze,,39,26,65,41,30,71,9,0.309888579,0.338179548,4.17E-04,0,0,4,0.037378393,1.44E-04,0,71,purple
4428,Iroda Tulyaganova,,50,36,86,53,41,94,9,0.294099976,0.325191806,8.23E-05,1,0,4,0.14107196,2.16E-04,24,70,red
4432,Yana Levchenko,,5,20,25,5,21,26,9,0.303547067,0.331725684,4.52E-05,0,0,4,0.059999999,3.81E-05,0,26,purple
4435,Li Xi,,26,33,59,26,37,63,9,0.313119683,0.344355108,1.84E-04,4,0,4,0.054511279,9.98E-05,0,63,brown
4438,Ahsha Rolle,,128,125,253,159,151,310,9,0.316992618,0.357659987,6.02E-04,1,0,4,0.16380091,6.58E-04,30,280,red
4441,Maria Paulina Perez Garcia,,36,35,71,40,42,82,8,0.311922513,0.338200545,6.03E-04,3,0,4,0.056309361,1.61E-04,1,81,blue
4449,Viky Nunez Fuentes,,51,50,101,62,63,125,9,0.316644026,0.348803282,7.83E-04,3,0,4,0.087972417,2.53E-04,8,117,blue
4452,Elixane Lechemia,,96,88,184,102,103,205,9,0.339294379,0.378136907,8.27E-04,0,0,4,0.06381613,3.21E-04,0,205,purple
4454,Ana Carolina Sigaki,,1,11,12,1,11,12,9,0.282320378,0.300359947,2.90E-07,3,0,114,0.189393938,1.73E-05,0,12,blue
4459,Yuliana Umanets,,12,28,40,12,30,42,9,0.315155807,0.343175171,2.20E-04,0,0,4,0.046153847,5.55E-05,0,42,purple
4460,Laura Schaeder,,75,80,155,79,92,171,9,0.337028367,0.374019245,5.42E-04,0,0,4,0.053918011,2.42E-04,0,171,purple
4463,Sonia Daggou,,6,14,20,6,14,20,9,0.302309783,0.325379801,4.83E-05,0,0,4,0.055263158,3.55E-05,0,20,purple
4464,Claire De Gubernatis,,114,84,198,121,94,215,9,0.321236383,0.359649951,7.78E-04,4,0,4,0.077262044,4.68E-04,2,213,brown
4465,Giorgia Marchetti,,17,34,51,17,40,57,9,0.321637427,0.352206414,2.62E-04,0,0,4,0.090612248,5.83E-05,0,57,purple
4466,Romana Caroline Tabak,,58,47,105,64,49,113,9,0.322081853,0.355943301,6.37E-04,0,0,4,0.069882497,2.38E-04,0,113,purple
4468,Natalija Kostic,,106,64,170,121,69,190,9,0.325660302,0.359878804,7.10E-04,0,0,4,0.058009356,4.25E-04,0,190,purple
4469,Eleni Kordolaimi,,28,22,50,31,22,53,9,0.311525488,0.337005123,1.26E-04,0,0,4,0.042090658,7.54E-05,0,53,purple
4473,Amanda Elliott,,38,73,111,39,84,123,9,0.335090361,0.372243462,4.37E-04,4,0,4,0.074506752,1.30E-04,1,122,brown
4474,Hye Mi Byun,,9,13,22,9,13,22,10,0.270337439,0.291166237,3.43E-05,5,0,4,0.127705634,4.78E-05,0,22,green
4475,Tatiana Kotelnikova,,41,47,88,43,50,93,9,0.32037437,0.353457691,3.15E-04,0,0,4,0.097993828,1.47E-04,0,93,purple
4476,Nadejda Vassileva,,39,37,76,39,39,78,9,0.313741828,0.345191076,3.83E-04,0,0,4,0.065430522,1.36E-04,0,78,purple
4477,Helen Fritche,,2,9,11,2,10,12,10,0.276960507,0.299014219,3.05E-06,4,0,4,0.081818178,2.37E-05,0,12,brown
4479,Sang Hee Park,,5,7,12,5,8,13,9,0.269622693,0.288591533,5.08E-06,5,0,4,0.075757578,2.99E-05,0,13,green
4482,Valentine Confalonieri,,65,57,122,67,65,132,9,0.333106499,0.367858926,4.95E-04,4,0,4,0.073455378,2.10E-04,0,132,brown
4484,Jazzamay Drew,,16,50,66,16,54,70,9,0.327797495,0.35955194,0.001149989,0,0,4,0.038938493,7.86E-05,0,70,purple
4496,Aimee Gibson,,8,19,27,8,19,27,9,0.295663204,0.319266177,2.42E-04,0,0,4,0.035612535,3.30E-05,0,27,purple
4500,Miriam Civera Lima,,17,26,43,17,27,44,9,0.305155539,0.332789695,1.65E-04,0,0,4,0.062717773,7.37E-05,0,44,purple
4501,Veronika Kudermetova,,45,36,81,49,41,90,9,0.318560458,0.349601796,9.67E-05,0,0,4,0.102554612,1.77E-04,1,89,purple
4506,Rosa Maria Andres Rodriguez,,6,4,10,7,4,11,10,0.259544008,0.281165588,4.79E-07,1,0,4,0.144444451,3.71E-05,1,10,red
4508,Hannah Kuervers,,10,17,27,10,17,27,9,0.286810804,0.312042415,3.80E-05,4,0,4,0.042735044,4.57E-05,0,27,brown
4509,Dalia Zafirova,,85,87,172,98,104,202,9,0.336819652,0.374596203,0.001266101,0,0,4,0.053875156,3.38E-04,0,202,purple
4510,Tori Kinard,,50,79,129,51,84,135,9,0.327293394,0.364317655,6.56E-04,3,0,4,0.049418606,1.66E-04,0,135,blue
4527,Stefania Haddad,,4,8,12,4,9,13,9,0.275092728,0.293028276,1.32E-06,3,0,4,0.234848484,2.26E-05,0,13,blue
4528,Lisa Maria Reichmann,,14,16,30,14,16,30,9,0.299296851,0.32470005,1.97E-05,4,0,4,0.081609197,4.11E-05,0,30,brown
4529,Amanda Fink,,52,50,102,54,59,113,9,0.311942391,0.346401252,3.34E-04,3,0,4,0.113187283,2.48E-04,1,112,blue
4531,Patricia Chirea,,45,48,93,47,51,98,9,0.336287442,0.369936605,5.66E-04,0,0,4,0.043071162,1.47E-04,0,98,purple
4533,Bruna Cunha,,7,14,21,7,14,21,9,0.294029313,0.317814015,1.15E-04,3,0,4,0.03809524,4.89E-05,0,21,blue
4534,Ines Janbakhsh,,1,13,14,1,13,14,9,0.299163052,0.32461144,7.62E-06,0,0,2357,0.082417585,1.95E-05,0,14,purple
4535,Irena Pavlovic,,186,164,350,216,207,423,9,0.34309946,0.388356762,9.04E-04,1,0,4,0.108340919,8.22E-04,7,416,red
4537,Lara Rafful,,43,115,158,44,129,173,8,0.360058845,0.397343742,0.005668741,3,0,4,0.03267163,1.73E-04,0,173,blue
4538,Beti Sekulovski,,24,12,36,26,14,40,10,0.275712515,0.300498322,1.55E-05,5,0,4,0.121212125,7.75E-05,0,40,green
4545,Dahilmar Saez,,3,8,11,3,8,11,9,0.285956303,0.304398641,2.20E-05,3,0,4,0.055555556,3.05E-05,0,11,blue
4547,Daphne Van Den Heuvel,,4,15,19,4,15,19,9,0.300694146,0.324996757,1.18E-05,0,0,4,0.090643272,2.84E-05,0,19,purple
4548,Martina Spigarelli,,59,55,114,62,61,123,8,0.32863377,0.361339559,8.86E-04,0,0,4,0.049685534,2.10E-04,0,123,purple
4549,Rishika Sunkara,,81,70,151,110,91,201,9,0.34375,0.37919881,0.001819642,5,0,4,0.047687564,3.63E-04,4,197,green
4551,Brittany Wowchuk,,4,12,16,4,13,17,9,0.286642853,0.309173274,1.01E-04,3,0,4,0.054166667,2.62E-05,0,17,blue
4552,Tara Moore,,144,118,262,170,133,303,9,0.340901177,0.382009663,0.001134279,0,0,4,0.085008331,6.13E-04,6,297,purple
4554,Amelie Intert,,27,32,59,27,33,60,9,0.316418875,0.344981436,2.66E-04,0,0,4,0.028822055,1.05E-04,0,60,purple
4557,Dianne Hollands,,53,59,112,53,62,115,8,0.334929867,0.369333625,8.68E-04,5,0,4,0.03882093,1.85E-04,7,108,green
4558,Alexandra Dubrovina,,6,5,11,6,6,12,10,0.263002364,0.279064076,7.63E-05,0,0,4,0.055555556,3.51E-05,0,12,purple
4559,Ayaka Maekawa,,67,63,130,85,93,178,9,0.31281953,0.348079592,5.22E-04,5,0,4,0.161543235,2.71E-04,0,178,green
4560,Karin Kennel,,67,47,114,73,49,122,9,0.325508711,0.358294097,3.73E-04,0,0,4,0.055296078,2.37E-04,0,122,purple
4563,Emilie Bacquet,,102,111,213,111,129,240,8,0.342931204,0.383943528,0.001416161,4,0,4,0.045391854,3.72E-04,1,239,brown
4564,Regina Kulikova,,150,62,212,175,74,249,9,0.305479281,0.340478541,1.77E-04,1,0,4,0.154281512,7.57E-04,25,224,red
4568,Samantha Murray,,87,91,178,97,100,197,9,0.33596431,0.375262334,8.03E-04,4,0,4,0.074244365,3.42E-04,4,193,brown
4569,Emilie Trouche,,3,12,15,3,12,15,10,0.285339551,0.310487945,1.17E-04,4,0,4,0.100000001,3.46E-05,0,15,brown
4576,Lorenza Stefanelli,,2,18,20,2,18,20,9,0.30043577,0.327069329,8.10E-06,0,0,4,0.089473687,2.01E-05,0,20,purple
4577,Aliaa Fakhry,,4,13,17,4,13,17,10,0.295681063,0.321131621,1.32E-04,0,0,4,0.084558822,5.19E-05,6,11,purple
4578,Gabriela Velasco Andreu,,31,36,67,31,41,72,9,0.306685045,0.338263453,3.63E-04,4,0,4,0.051786523,9.99E-05,0,72,brown
4580,Katarina Jokic,,19,8,27,20,8,28,9,0.276631817,0.29686893,9.82E-06,0,0,4,0.090579711,9.21E-05,0,28,purple
4582,Robin Anderson,,36,21,57,38,25,63,9,0.290936107,0.317976717,8.29E-05,3,0,4,0.135369539,1.91E-04,0,63,blue
4584,Carmen Klaschka,,117,101,218,132,115,247,9,0.323957644,0.363996141,6.64E-04,1,0,4,0.106987461,5.03E-04,1,246,red
4585,Miki Miyamura,,102,100,202,116,132,248,9,0.341638749,0.380726527,0.001490959,5,0,4,0.076042742,3.46E-04,0,248,green
4588,Alexandra Moreno Kaste,,14,52,66,14,54,68,8,0.329297006,0.362187363,0.002109222,3,0,4,0.05408654,7.43E-05,0,68,blue
4591,Catherine Cartan Bellis,,26,16,42,27,17,44,9,0.284775147,0.310564878,1.54E-05,3,0,4,0.113461539,1.49E-04,6,38,blue
4592,Jelena Stanivuk,,22,17,39,23,22,45,9,0.283916246,0.309713751,4.77E-05,0,0,4,0.066066064,9.71E-05,1,44,purple
4594,Liene Linina,,2,8,10,2,8,10,10,0.263143748,0.282978258,5.66E-05,4,0,4,0.011111111,3.12E-05,1,9,brown
4595,Astrid Besser,,49,59,108,50,60,110,9,0.31281953,0.348808227,1.10E-04,4,0,4,0.119074814,1.89E-04,0,110,brown
4597,Sonja Molnar,,41,38,79,45,39,84,9,0.313802167,0.345224152,5.22E-04,3,0,4,0.052891932,2.21E-04,0,84,blue
4600,Sara Eccel,,16,30,46,16,30,46,9,0.314346263,0.343842761,4.76E-05,0,0,4,0.065151513,4.52E-05,0,46,purple
4602,Virginie Pichet,,87,71,158,100,85,185,9,0.308152345,0.343929098,1.73E-04,1,0,4,0.167009249,3.95E-04,1,184,red
4603,Valentina Ponomartseva,,1,11,12,1,11,12,9,0.28989283,0.315411188,1.33E-06,0,0,487,0.143939391,1.87E-05,0,12,purple
