id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,pageranks,wta count,itf count,comp color
2722,Samantha Koelliker,,2,14,16,2,14,16,8,0.306038255,0.32891549,6.83E-06,0,0,1391,0.054166667,1.88E-05,0,16,purple
2723,Petra Rohanova,,39,42,81,39,45,84,9,0.314144526,0.345368614,3.57E-04,0,0,4,0.053693693,1.55E-04,0,84,purple
2725,Agnes Bukta,,88,58,146,98,64,162,9,0.3216797,0.355217099,8.04E-04,0,0,4,0.062145971,3.83E-04,2,160,purple
2726,Sandra Kleinova,,33,40,73,35,44,79,9,0.295591787,0.326784701,1.03E-04,1,0,4,0.20269151,1.62E-04,1,78,red
2727,Shiori Araki,,3,9,12,3,9,12,9,0.280998852,0.302111565,2.19E-06,5,0,4,0.181818187,2.11E-05,0,12,green
2730,Tereza Mihalikova,,21,8,29,21,9,30,9,0.279299327,0.300745659,7.54E-05,0,0,4,0.039408866,9.91E-05,0,30,purple
2731,Beatrice Cedermark,,54,62,116,57,66,123,9,0.332902612,0.367654231,7.38E-04,0,0,4,0.049733028,1.61E-04,0,123,purple
2733,Molly Scott,,8,12,20,9,12,21,9,0.292955892,0.316281515,7.68E-05,3,0,4,0.058479533,3.14E-05,0,21,blue
2734,Shalini Sahoo,,16,19,35,18,20,38,9,0.300564902,0.326906383,1.16E-04,5,0,4,0.069747902,6.45E-05,0,38,green
2735,Mari Tanaka,,155,113,268,187,166,353,9,0.335342879,0.377138885,0.00168841,5,0,4,0.073540643,5.62E-04,0,353,green
2736,Denise Starr,,17,24,41,17,25,42,9,0.311545316,0.337056115,2.58E-04,3,0,4,0.045121953,9.03E-05,0,42,blue
2738,Alexandra Valenstein,,7,11,18,7,11,18,9,0.278869709,0.297486178,3.17E-04,3,0,4,0.013071896,4.95E-05,0,18,blue
2740,Agata Baranska,,34,64,98,36,68,104,9,0.337656067,0.372934562,7.55E-04,0,0,4,0.036403507,9.66E-05,0,104,purple
2743,Noppawan Lertcheewakarn,,141,120,261,169,141,310,9,0.333719662,0.375676427,9.81E-04,5,0,4,0.107208736,6.28E-04,38,272,green
2744,Laura Gulbe,,18,28,46,18,29,47,9,0.320227659,0.347882517,1.21E-04,0,0,4,0.053623188,6.83E-05,0,47,purple
2745,Olivia Smith,,11,16,27,11,17,28,9,0.29905914,0.32465068,2.08E-04,4,0,4,0.05982906,3.91E-05,0,28,brown
2746,Christina Fusano,,10,24,34,11,25,36,9,0.293958684,0.323076674,8.23E-05,3,0,4,0.102495544,4.49E-05,0,36,blue
2747,Anna Wishink,,15,28,43,15,29,44,9,0.307339738,0.336733709,6.09E-05,5,0,4,0.080720089,5.17E-05,0,44,green
2748,Caroline Schneider,,2,15,17,2,15,17,9,0.290538936,0.317326394,1.09E-04,1,0,4,0.113970585,2.09E-05,0,17,red
2750,Cecilia Costa Melgar,,104,63,167,121,89,210,8,0.333219877,0.368141203,0.001824814,3,0,4,0.079862319,4.23E-04,10,200,blue
2751,Petra Martic,,164,130,294,212,173,385,9,0.316972091,0.358773449,2.17E-04,1,0,4,0.224235535,0.001156965,150,235,red
2752,Alexa Graham,,28,16,44,28,17,45,9,0.281144104,0.302143425,2.10E-04,3,0,4,0.029878048,1.69E-04,0,45,blue
2753,Laura Antonana Iriarte,,3,8,11,3,8,11,9,0.27638191,0.295612465,4.63E-06,4,0,4,0.090909094,2.13E-05,0,11,brown
2757,Stacey Tan,,23,22,45,24,22,46,9,0.292413381,0.320622923,6.80E-05,3,0,4,0.08305648,9.57E-05,0,46,blue
2758,Nicola Mooney,,6,26,32,6,28,34,9,0.314084055,0.34147786,4.06E-04,4,0,4,0.027956989,3.48E-05,0,34,brown
2759,Nayara Candido De Moraes,,2,14,16,2,16,18,9,0.29155995,0.313795013,1.19E-05,3,0,4,0.212500006,1.93E-05,0,18,blue
2762,Irina Glimakova,,2,8,10,2,8,10,9,0.285789351,0.305767952,7.63E-06,0,0,4,0.06666667,1.81E-05,0,10,purple
2768,Petra Russegger,,15,8,23,15,8,23,9,0.274106843,0.297402841,1.19E-04,3,0,4,0.075757578,8.55E-05,0,23,blue
2772,Ganna Poznikhirenko,,54,45,99,55,54,109,9,0.314084055,0.346888143,1.82E-04,0,0,4,0.093092106,2.31E-04,0,109,purple
2775,Katarina Stresnakova,,15,23,38,15,26,41,9,0.307108351,0.334438364,1.48E-04,0,0,4,0.054804806,7.04E-05,0,41,purple
2779,Alessia Bertoia,,21,47,68,21,55,76,9,0.322676335,0.356616486,8.61E-05,0,0,4,0.114880145,6.48E-05,0,76,purple
2781,Virginie Razzano,,174,150,324,237,225,462,9,0.315074665,0.357713572,2.57E-04,1,0,4,0.243857235,0.001574687,320,142,red
2784,Hana Birnerova,,6,9,15,6,9,15,9,0.281144104,0.303938826,2.46E-05,0,0,4,0.085714288,3.85E-05,0,15,purple
2786,Khristina Blajkevitch,,11,17,28,11,19,30,9,0.299022602,0.32528252,2.04E-04,0,0,4,0.031746034,6.40E-05,0,30,purple
2788,Brenda Schultz Mccarthy,,47,50,97,48,59,107,9,0.302328454,0.335063395,5.91E-05,1,0,4,0.171062276,1.99E-04,11,96,red
2790,Monia Pederzoli,,7,19,26,7,20,27,9,0.298913043,0.323979603,6.59E-05,4,0,4,0.087692305,3.37E-05,0,27,brown
2791,Anna Fitzpatrick,,108,114,222,117,124,241,9,0.348472984,0.389910583,0.001377306,4,0,4,0.05171679,3.47E-04,1,240,brown
2792,Farah Abougeib Selo,,19,34,53,19,42,61,9,0.31468981,0.346311753,4.78E-05,4,0,4,0.084897958,7.22E-05,0,61,brown
2793,Tatiana Cutrona,,2,16,18,2,16,18,9,0.287366444,0.310803298,9.12E-06,4,0,4,0.01633987,2.11E-05,0,18,brown
2797,Lucia Cervera Vazquez,,134,107,241,165,124,289,9,0.347928069,0.387254325,0.001696276,0,0,4,0.059146825,5.48E-04,0,289,purple
2798,Julyette Maria Josephine Steur,,7,7,14,8,7,15,9,0.284031566,0.303272695,5.99E-06,0,0,4,0.08791209,3.73E-05,0,15,purple
2802,Jie Hao,,41,30,71,50,40,90,10,0.296433113,0.326807967,3.26E-04,5,0,4,0.107925408,1.71E-04,1,89,green
2803,Huijie Li,,4,8,12,4,8,12,9,0.27608573,0.294413558,3.21E-05,0,0,4,0.037878789,3.16E-05,0,12,purple
2808,Luciana Ullmann,,1,11,12,1,12,13,8,0.288713292,0.308699765,1.49E-05,3,0,1522,0.128787875,2.06E-05,0,13,blue
2809,Anastasiya Shestakova,,10,15,25,11,16,27,9,0.29736954,0.319338651,6.94E-05,0,0,4,0.052536231,2.99E-05,0,27,purple
2811,Amina Rakhim,,43,26,69,45,27,72,9,0.300269906,0.3306804,7.69E-05,0,0,4,0.086013988,1.59E-04,4,68,purple
2815,Shana Claes,,8,24,32,9,24,33,10,0.290228863,0.317193686,2.73E-05,4,0,4,0.059475806,3.56E-05,0,33,brown
2816,Janina Mistecky,,3,12,15,3,12,15,9,0.293447635,0.313145014,1.38E-04,0,0,4,0.00952381,2.98E-05,0,15,purple
2817,Tereza Jankovska,,1,9,10,1,9,10,9,0.290504451,0.313946609,1.22E-06,0,0,4,0.100000001,1.82E-05,0,10,purple
2819,Nancy Rustignoli,,23,30,53,24,37,61,9,0.309535854,0.339969032,5.99E-05,4,0,4,0.158775508,8.05E-05,0,61,brown
2821,Elina Svitolina,,150,87,237,192,117,309,9,0.309829736,0.346175722,1.46E-04,1,0,4,0.226405889,0.001073484,178,131,red
2823,Georgiana Patrasc,,5,8,13,5,9,14,9,0.285973009,0.307592944,3.59E-06,0,0,4,0.204545453,2.65E-05,0,14,purple
2824,Anna Shkudun,,64,53,117,71,57,128,9,0.332495585,0.367708951,3.26E-04,0,0,4,0.073841698,2.25E-04,0,128,purple
2825,Martina Caciotti,,65,156,221,69,171,240,8,0.367189258,0.410184834,0.002988144,0,0,4,0.031667028,1.88E-04,0,240,purple
2826,Isaura Enrique Aguilar,,8,13,21,8,14,22,9,0.287282117,0.308637255,3.13E-05,3,0,4,0.214285716,4.53E-05,1,21,blue
2828,Stella Menna,,48,44,92,48,52,100,9,0.314184852,0.347364334,0.00103526,0,0,4,0.058350358,1.99E-04,0,100,purple
2830,Shi Tong Shao,,7,18,25,7,19,26,10,0.290005332,0.316303079,1.57E-05,5,0,4,0.122529641,3.03E-05,0,26,green
2833,Katarina Zavatska,,14,6,20,16,6,22,10,0.269489099,0.289347163,1.21E-05,0,0,4,0.021052632,6.36E-05,0,22,purple
2836,Anastasiya Klymenko,,2,8,10,2,8,10,9,0.292693136,0.314190217,1.15E-04,0,0,4,0.06666667,2.87E-05,0,10,purple
2840,Kristyna Sramkova,,5,11,16,5,11,16,9,0.287113614,0.309600824,6.49E-05,4,0,4,0.075000003,4.01E-05,0,16,brown
2844,Maria Silva,,5,14,19,5,14,19,9,0.28991945,0.311314104,8.35E-05,3,0,4,0.236842111,4.04E-05,0,19,blue
2848,Jeong A Cho,,15,19,34,15,24,39,9,0.285889499,0.311619648,2.13E-05,5,0,4,0.125,5.70E-05,0,39,green
2849,Nathalie Mohn,,27,27,54,27,29,56,9,0.302309783,0.332338311,1.12E-04,4,0,4,0.076470591,1.00E-04,0,56,brown
2851,Lara Meccico,,8,21,29,8,24,32,10,0.297640764,0.32553845,1.05E-04,4,0,4,0.124384239,3.20E-05,0,32,brown
2852,Akshara Iska,,4,12,16,4,13,17,9,0.281859502,0.30025483,1.70E-05,5,0,169,0.0625,3.37E-05,0,17,green
2855,Emily Arbuthnott,,14,9,23,14,9,23,9,0.295698925,0.318632148,1.87E-05,0,0,4,0.082251079,6.17E-05,0,23,purple
2859,Denise Mascherini,,2,11,13,2,11,13,9,0.294595571,0.317617913,2.50E-06,4,0,4,0.057692308,1.75E-05,0,13,brown
2862,Elena Pioppo,,52,42,94,55,45,100,9,0.317609655,0.35039869,9.72E-04,4,0,4,0.08803419,2.02E-04,0,100,brown
2863,Giulia Bruzzone,,56,57,113,61,64,125,8,0.333810693,0.366560387,5.38E-04,0,0,4,0.036864053,1.45E-04,0,125,purple
2864,Jelena Dokic,,113,69,182,127,81,208,9,0.302291113,0.336827829,4.90E-05,1,0,4,0.217005834,6.65E-04,81,127,red
2867,Avital Vaysbuch,,2,9,11,2,10,12,9,0.293641272,0.314265204,2.37E-06,0,0,4,0.063636363,1.83E-05,0,12,purple
2870,Valentina Kulikova,,14,24,38,14,25,39,9,0.306608205,0.332434538,2.90E-04,0,0,4,0.034534536,7.93E-05,0,39,purple
2873,Nicole Vaidisova,,125,69,194,173,97,270,9,0.29904087,0.3322904,9.06E-05,1,0,4,0.256957948,0.0012678,233,37,red
2874,Jin Hee Kim,,31,34,65,34,37,71,9,0.290504451,0.320607439,1.38E-04,5,0,4,0.124537282,1.48E-04,4,67,green
2886,Natalie Piquion,,100,103,203,109,122,231,9,0.339412009,0.38021491,8.68E-04,0,0,4,0.084708154,3.80E-04,0,231,purple
2887,Cecilia Estlander,,6,19,25,6,20,26,9,0.306377918,0.333682896,8.97E-05,0,0,4,0.07427536,2.99E-05,1,25,purple
2888,Jillian Oneill,,19,36,55,19,37,56,9,0.3065698,0.337155909,2.88E-04,3,0,4,0.055555556,7.89E-05,0,56,blue
2895,Yuki Ito,,4,12,16,4,12,16,9,0.289799301,0.313348817,3.38E-06,5,0,4,0.233333334,2.50E-05,0,16,green
2896,Lucy Brown,,60,79,139,64,89,153,9,0.340592819,0.378028276,0.001344737,0,0,4,0.052842028,2.08E-04,0,153,purple
2897,Carla Lucero,,114,65,179,161,107,268,8,0.327753599,0.361593949,0.00123226,3,0,4,0.090699621,5.54E-04,0,268,blue
2898,Myriam Casanova,,18,9,27,19,9,28,10,0.280387215,0.30383579,5.00E-06,0,0,4,0.107692309,8.11E-05,3,25,purple
2903,Nadejda Guskova,,51,39,90,54,41,95,9,0.308094159,0.340762359,1.38E-04,0,0,4,0.098393574,2.00E-04,1,94,purple
2907,Marina Shamayko,,147,173,320,154,206,360,9,0.352843653,0.399421989,0.002300472,4,0,4,0.065991782,5.33E-04,0,360,brown
2910,Hazal Unlugenc,,4,19,23,4,21,25,9,0.310892347,0.335043371,3.65E-05,0,0,4,0.055335969,2.38E-05,0,25,purple
2918,Petra Januskova,,16,24,40,16,25,41,9,0.303302559,0.331569548,1.90E-04,3,0,4,0.033063427,8.64E-05,0,41,blue
2921,Anastasiya Vasylyeva,,189,138,327,230,172,402,8,0.34877093,0.391780242,0.001583347,0,0,4,0.070232816,8.06E-04,0,402,purple
2923,Victoria Azarenka,,194,82,276,441,168,609,9,0.289850782,0.324191271,1.73E-04,1,0,4,0.299065411,0.003908631,549,60,red
2924,Stefani Stojic,,2,16,18,2,17,19,9,0.296507052,0.321509913,3.56E-05,5,0,1072,0.068627454,2.74E-05,0,19,green
2925,Karla Mraz,,82,76,158,93,86,179,9,0.316562116,0.353972632,4.11E-04,4,0,4,0.089624725,3.12E-04,0,179,brown
2929,Monika Tumova,,32,41,73,32,45,77,9,0.327096559,0.358930314,1.72E-04,0,0,4,0.055936072,9.54E-05,0,77,purple
2930,Aleksandra Krunic,,163,97,260,183,121,304,9,0.331258036,0.369222076,5.04E-04,1,0,4,0.136752144,8.57E-04,58,246,red
2931,Johanna Larsson,,251,158,409,336,223,559,9,0.329274855,0.373091752,9.27E-04,1,0,4,0.163879886,0.00168336,235,324,red
2933,Ximena Siles Luna,,9,19,28,9,20,29,9,0.306358743,0.330760413,6.79E-05,3,0,4,0.153439149,4.25E-05,0,29,blue
2935,Natalia Vajdova,,50,50,100,53,54,107,9,0.319433568,0.352632099,3.52E-04,0,0,4,0.048855904,1.76E-04,0,107,purple
2940,Nadia Podoroska,,72,45,117,84,53,137,9,0.318146367,0.350110252,6.36E-04,3,0,4,0.085434668,3.03E-04,0,137,blue
2946,Dejana Radanovic,,62,51,113,65,58,123,9,0.32602904,0.358145905,4.45E-04,0,0,4,0.059109081,2.27E-04,0,123,purple
2948,Tereza Hladikova,,101,85,186,112,98,210,9,0.328942947,0.36703447,5.14E-04,0,0,4,0.077859379,4.09E-04,5,205,purple
2950,Aleksandra Malyarchikova,,25,32,57,26,33,59,9,0.310596447,0.341419005,8.47E-05,0,0,4,0.070929423,8.56E-05,0,59,purple
2953,Yukiko Yabe,,2,9,11,2,9,11,10,0.274861025,0.2978843,5.72E-07,5,0,4,0.172727272,2.00E-05,0,11,green
2955,Zuzana Ondraskova,,148,120,268,184,147,331,9,0.314084055,0.354480438,2.20E-04,1,0,4,0.181046486,8.27E-04,67,264,red
2956,Ana Belzunce Crompin,,20,29,49,20,33,53,9,0.319746554,0.349714318,1.09E-04,0,0,4,0.075855687,7.79E-05,0,53,purple
2957,Paola Sprovieri,,29,45,74,32,51,83,9,0.317877784,0.351367203,1.57E-04,4,0,4,0.078834116,9.98E-05,0,83,brown
2958,Claudia Gianina Dumitrescu,,14,24,38,14,26,40,9,0.309027778,0.336900303,4.22E-05,0,0,4,0.10660661,5.63E-05,0,40,purple
2959,Kit Carson,,3,32,35,3,33,36,9,0.298463789,0.327773725,1.02E-04,3,0,221,0.049579833,4.92E-05,0,36,blue
2960,Jessica Ferguson,,3,7,10,5,7,12,9,0.276522427,0.296402143,1.09E-05,3,0,4,0.177777782,3.40E-05,0,12,blue
2965,Harmony Tan,,34,34,68,34,37,71,9,0.323379798,0.353592506,2.69E-04,0,0,4,0.055477854,1.20E-04,0,71,purple
2970,Jorgelina Cravero,,144,96,240,183,120,303,9,0.321067821,0.359284579,0.001149761,1,0,4,0.111206226,7.90E-04,19,284,red
2971,Shizu Katsumi,,3,15,18,3,16,19,10,0.274060803,0.29781288,4.05E-04,5,0,4,0.066176474,3.65E-05,0,19,green
2974,Seda Noorlander,,11,23,34,11,24,35,9,0.278378071,0.305481217,6.44E-05,1,0,4,0.19073084,5.63E-05,1,34,red
2978,Anna Gabric,,4,10,14,4,10,14,9,0.294932819,0.318183196,2.29E-05,0,0,4,0.082417585,2.50E-05,0,14,purple
2981,Laura Pertusa Garcia,,2,10,12,2,10,12,9,0.28802589,0.307532792,2.31E-04,0,0,4,0.015151516,2.49E-05,0,12,purple
2983,Pippa Horn,,4,7,11,4,7,11,9,0.28991945,0.311496344,2.46E-06,0,0,4,0.127272725,2.54E-05,0,11,purple
2984,Sofia Avakova,,4,6,10,4,6,10,9,0.268042931,0.287415974,8.40E-05,4,0,4,0.044444446,4.79E-05,0,10,brown
2985,Alisa Ogorodova,,8,17,25,8,18,26,9,0.304794521,0.330451384,9.60E-05,0,0,4,0.101449274,4.56E-05,1,25,purple
2986,Shao Yuan Kao,,21,31,52,21,35,56,9,0.307822915,0.336766299,5.13E-04,5,0,4,0.085882351,9.17E-05,0,56,green
2991,Rita Vilaca,,10,44,54,10,44,54,9,0.332993197,0.364869319,4.97E-04,0,0,4,0.058700211,4.67E-05,0,54,purple
2992,Alexa Guarachi,,45,43,88,46,43,89,9,0.319704787,0.351841935,6.49E-04,3,0,4,0.038271606,1.99E-04,0,89,blue
2995,Claudia Herrero Garcia Honorato,,5,21,26,5,23,28,8,0.306090545,0.331081521,2.23E-05,0,0,4,0.053846154,2.72E-05,0,28,purple
2998,Martine Ditlev,,4,14,18,4,14,18,9,0.296451066,0.318618286,5.99E-05,0,0,4,0.029411765,2.71E-05,0,18,purple
3002,Ioana Loredana Rosca,,58,39,97,64,42,106,9,0.319058793,0.351132513,4.27E-04,0,0,4,0.067788683,2.42E-04,0,106,purple
3004,Jocelyn Rae,,43,39,82,45,47,92,9,0.319767442,0.352918592,2.04E-04,0,0,4,0.081085578,1.34E-04,0,92,purple
3005,Karin Knapp,,233,174,407,302,222,524,9,0.324752869,0.370883636,4.98E-04,1,0,4,0.187993661,0.001498232,208,316,red
3013,Lilia Osterloh,,135,120,255,169,156,325,9,0.308988764,0.349243802,2.09E-04,1,0,4,0.178918138,6.99E-04,70,255,red
3014,Davinia Lobbinger,,86,84,170,90,91,181,9,0.341352859,0.379151548,0.002177341,0,0,4,0.025175819,3.38E-04,0,181,purple
3015,Ksenia Dmitrieva,,22,44,66,22,48,70,9,0.329230562,0.358661981,3.54E-04,0,0,4,0.041958041,7.59E-05,0,70,purple
3016,Lu Guo,,16,17,33,16,18,34,10,0.289114642,0.315052045,8.96E-05,5,0,4,0.221505374,7.12E-05,0,34,green
3017,Hae Sung Kim,,51,64,115,58,71,129,9,0.317527244,0.351854581,6.73E-04,5,0,4,0.091852278,1.82E-04,0,129,green
3019,Stefania Rubini,,56,61,117,64,73,137,9,0.330296896,0.365325324,6.74E-04,0,0,4,0.062104929,2.29E-04,0,137,purple
3021,Bojana Marinkovic,,27,48,75,27,55,82,9,0.321194226,0.352817906,4.62E-04,0,0,4,0.047754947,9.46E-05,0,82,purple
3023,Ayan Broomfield,,9,15,24,10,15,25,9,0.290728752,0.314173679,3.00E-04,3,0,4,0.049407113,7.25E-05,0,25,blue
3025,Katharina Lehnert,,132,80,212,138,87,225,9,0.33847324,0.375101983,0.001509029,0,0,4,0.043034825,4.94E-04,2,223,purple
3028,Fangzhou Liu,,54,46,100,68,56,124,9,0.304718625,0.336513125,9.60E-05,5,0,4,0.163064301,2.83E-04,8,116,green
3029,Andrea Lippe,,2,16,18,2,17,19,9,0.29122807,0.310914927,6.67E-06,0,0,1629,0.05882353,2.07E-05,0,19,purple
3035,Valeria Bhunu,,21,24,45,22,26,48,9,0.308113552,0.333024547,3.13E-04,0,0,4,0.037878789,8.94E-05,0,48,purple
3042,Iris Khanna,,41,36,77,42,40,82,9,0.312260781,0.343609773,1.54E-04,0,0,4,0.088485748,1.55E-04,0,82,purple
3044,Raffaella Bindi,,68,48,116,70,53,123,9,0.317300836,0.350974107,3.23E-04,4,0,4,0.056296915,2.27E-04,0,123,brown
3047,Anne Yelsey,,25,26,51,25,28,53,9,0.293096222,0.321786403,1.09E-04,5,0,4,0.072704084,9.71E-05,0,53,green
3048,Margot Mercier,,3,9,12,3,10,13,9,0.295199614,0.314898666,2.36E-04,3,0,4,0.060606062,2.93E-05,2,11,blue
3049,Fanny Stollar,,18,10,28,18,11,29,9,0.284824857,0.309517081,2.44E-05,3,0,4,0.046296295,8.63E-05,0,29,blue
3052,Anna Slovakova,,7,11,18,7,11,18,9,0.292448321,0.313616502,1.05E-05,0,0,4,0.045833334,3.71E-05,0,18,purple
3053,Maria Arkhipova,,3,7,10,3,7,10,10,0.258597919,0.278817955,2.14E-06,1,0,4,0.06666667,2.70E-05,0,10,red
3055,Airi Hagimoto,,9,25,34,9,27,36,10,0.290039699,0.316227686,7.57E-05,5,0,4,0.150623888,4.93E-05,0,36,green
3056,Lilla Barzo,,42,25,67,44,25,69,9,0.307822915,0.33408418,2.48E-04,0,0,4,0.050480768,1.70E-04,0,69,purple
3060,Clarisa Fernandez,,62,33,95,70,38,108,9,0.285472677,0.314963682,2.89E-05,1,0,4,0.161320508,3.03E-04,13,95,red
3062,Irina Fetecau,,38,43,81,42,45,87,9,0.320773263,0.351156752,5.94E-04,0,0,4,0.046786547,1.26E-04,0,87,purple
3064,Ksenia Milevskaya,,93,71,164,106,76,182,9,0.326463919,0.363415698,2.82E-04,0,0,4,0.095244005,3.95E-04,3,179,purple
3067,Tjasa Srimpf,,32,36,68,34,36,70,9,0.316684997,0.348478201,1.33E-04,0,0,4,0.079807691,1.34E-04,3,67,purple
3070,Giulia Casoni,,21,23,44,21,23,44,10,0.288263353,0.316742708,9.80E-06,1,0,4,0.087820515,8.06E-05,0,44,red
3073,Maya Pitenina,,4,15,19,4,17,21,9,0.30043577,0.325883149,1.39E-04,0,0,4,0.073099412,3.00E-05,0,21,purple
3076,Alisa Kleybanova,,187,85,272,243,126,369,9,0.297912483,0.334537591,3.68E-04,1,0,4,0.189655781,0.001435495,201,168,red
3079,Anna Arina Marenko,,32,32,64,33,35,68,9,0.312360411,0.34292224,4.51E-05,0,0,4,0.084997438,1.02E-04,0,68,purple
3089,Mila Popivoda,,4,13,17,4,14,18,9,0.287130455,0.307635018,1.04E-05,0,0,4,0.033088237,2.58E-05,0,18,purple
3090,Diana Nakic,,40,31,71,42,33,75,9,0.29706275,0.32730256,2.32E-04,0,0,4,0.062173039,1.73E-04,0,75,purple
3093,Sania Mirza,,147,98,245,183,144,327,9,0.296612737,0.333349304,1.06E-04,1,0,4,0.258755714,0.001032487,246,81,red
3097,Cassandra Chan,,14,18,32,14,18,32,9,0.297604572,0.321586491,1.95E-04,5,0,4,0.056321841,5.19E-05,0,32,green
3099,Iva Mekovec,,104,47,151,122,54,176,9,0.322081853,0.355856721,0.001241315,0,0,4,0.057348408,4.91E-04,0,176,purple
3100,Tamira Paszek,,182,137,319,227,196,423,9,0.313400346,0.355600143,1.79E-04,1,0,4,0.219996348,0.001290851,227,196,red
3101,Anna Klasen,,79,66,145,81,71,152,9,0.33877777,0.374516919,6.58E-04,0,0,4,0.050810538,2.37E-04,0,152,purple
3102,Ipek Senoglu,,24,37,61,25,38,63,9,0.306473829,0.338896023,2.95E-04,4,0,4,0.07937853,9.62E-05,12,51,brown
3103,Varvara Flink,,34,28,62,35,30,65,9,0.314912506,0.345727743,8.47E-05,0,0,4,0.062929668,1.13E-04,1,64,purple
3104,Eny Sulistyowati,,5,6,11,5,6,11,10,0.266423556,0.28435446,6.39E-06,5,0,4,0.090909094,2.98E-05,0,11,green
3105,Sara Sorribes Tormo,,90,50,140,101,55,156,9,0.315949138,0.349153493,1.08E-04,0,0,4,0.120760657,4.46E-04,6,150,purple
3108,Michaela Michalkova,,7,5,12,7,5,12,10,0.269192697,0.290049857,7.53E-05,0,0,4,0.060606062,5.55E-05,0,12,purple
3109,Emina Bektas,,6,4,10,6,4,10,9,0.26610492,0.286317266,1.62E-05,3,0,4,0.044444446,3.94E-05,0,10,blue
3113,Petra Granic,,8,10,18,8,10,18,9,0.288042839,0.309682378,1.53E-05,0,0,4,0.084967323,3.94E-05,0,18,purple
3114,Silvia Njiric,,113,124,237,121,132,253,9,0.351803938,0.392782074,0.002888485,0,0,4,0.045000002,3.99E-04,4,249,purple
3118,Rebecca Llewellyn,,48,53,101,54,58,112,9,0.313560951,0.347955316,1.67E-04,4,0,4,0.086842105,1.85E-04,1,111,brown
3119,Nelo Phiri,,3,7,10,3,7,10,9,0.275479768,0.293992088,1.52E-05,3,0,4,0.033333335,3.09E-05,0,10,blue
3120,Diana Bogoliy,,22,38,60,24,43,67,8,0.327775546,0.358956905,2.52E-04,0,0,4,0.047632962,7.69E-05,0,67,purple
3126,Liga Dekmeijere,,54,102,156,54,114,168,9,0.326659993,0.366354962,9.71E-04,1,0,4,0.069227375,1.76E-04,8,160,red
3128,Chieh Yu Hsu,,131,117,248,141,148,289,9,0.338613724,0.379867049,0.001583714,3,0,4,0.069280423,4.98E-04,2,287,blue
3130,Ani Mijacika,,106,63,169,118,70,188,9,0.317218586,0.353242538,4.64E-04,0,0,4,0.099854872,4.90E-04,6,182,purple
3132,Andrea Petkovic,,217,129,346,336,208,544,9,0.307513507,0.348371678,2.09E-04,1,0,4,0.21906881,0.002137786,336,208,red
3136,Liset Brito Herrera,,6,7,13,6,7,13,9,0.268498711,0.285981971,2.85E-04,3,0,4,0.057692308,7.48E-05,0,13,blue
3137,Hannah Collin,,10,7,17,10,7,17,10,0.26649608,0.288701218,5.93E-05,4,0,4,0.040441178,5.83E-05,0,17,brown
3139,Anna Savitskaya,,12,20,32,12,20,32,9,0.297858099,0.324160627,1.24E-04,4,0,4,0.068817206,4.71E-05,0,32,brown
3140,Marta Morga Alonso,,6,13,19,7,13,20,9,0.292116727,0.313630608,2.41E-04,0,0,4,0.058479533,2.93E-05,0,20,purple
3145,Chloe Mielgo Herrera,,4,9,13,4,10,14,8,0.284775147,0.305595603,1.16E-04,3,0,4,0.15384616,4.63E-05,0,14,blue
3147,Martina Di Giuseppe,,101,87,188,118,107,225,9,0.33598737,0.374269258,7.66E-04,4,0,4,0.079596043,3.92E-04,0,225,brown
3149,Elisabeth Fournier,,30,40,70,30,42,72,9,0.323123639,0.355060233,4.11E-04,3,0,4,0.039544515,1.26E-04,0,72,blue
3150,Laura D Arciniegas,,6,7,13,6,9,15,9,0.287619719,0.307284725,3.14E-05,3,0,4,0.064102568,4.66E-05,0,15,blue
3151,Sean Lodzki,,1,12,13,1,13,14,9,0.284874585,0.302919241,1.18E-04,0,0,4,0.057692308,1.84E-05,0,14,purple
3153,Margot Decker,,16,23,39,16,24,40,9,0.30848248,0.336030611,5.21E-05,0,0,4,0.044294294,5.52E-05,0,40,purple
3154,Danielle Lao,,25,29,54,26,29,55,9,0.304661729,0.334275905,6.06E-05,3,0,4,0.161632657,1.30E-04,0,55,blue
3157,Alice Matteucci,,72,39,111,77,43,120,9,0.320479246,0.351437165,3.72E-04,0,0,4,0.06259919,2.63E-04,1,119,purple
3161,Ekaterina Dranets,,33,71,104,33,78,111,9,0.330319185,0.36741419,8.60E-04,0,0,4,0.040643442,1.16E-04,0,111,purple
3166,Nikola Horakova,,27,63,90,28,69,97,9,0.334289422,0.369049727,5.75E-04,0,0,4,0.043365251,8.72E-05,0,97,purple
3168,Nadejda Ostrovskaya,,16,22,38,16,22,38,9,0.294188353,0.322866952,3.04E-05,1,0,4,0.096031748,7.08E-05,0,38,red
3174,Paula Marama,,7,7,14,7,7,14,9,0.283111625,0.305759035,4.13E-05,5,0,4,0.032051284,4.55E-05,2,12,green
3175,Tiffany Eklov,,17,31,48,18,31,49,9,0.298803565,0.32862169,7.84E-05,5,0,4,0.090404041,7.52E-05,0,49,green
3182,Hilda Melander,,77,66,143,87,70,157,9,0.33092212,0.36665629,8.39E-04,0,0,4,0.056437109,2.91E-04,2,155,purple
