tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
,Bangkok CH,Hard,32,C,20160104,300,104022,3,,Mikhail Youzhny,R,183,RUS,33.52772074,127,465,104424,5,,Go Soeda,R,178,JPN,31.32922656,132,447,6-3 6-4,3,F,83,3,4,68,36,24,18,10,4,6,1,1,50,35,20,8,9,3,7
,Bangkok CH,Hard,32,C,20160104,299,104022,3,,Mikhail Youzhny,R,183,RUS,33.52772074,127,465,103843,,PR,Marco Chiudinelli,R,185,SUI,34.31622177,282,181,6-3 7-6(9),3,SF,105,4,2,70,36,30,19,11,1,3,5,1,72,40,28,13,10,2,5
,Bangkok CH,Hard,32,C,20160104,298,104424,5,,Go Soeda,R,178,JPN,31.32922656,132,447,104505,7,,Konstantin Kravchuk,R,190,RUS,30.86105407,139,429,7-6(4) 6-1,3,SF,71,5,2,60,37,29,14,10,4,6,4,5,56,28,17,14,9,0,4
,Bangkok CH,Hard,32,C,20160104,297,103843,,PR,Marco Chiudinelli,R,185,SUI,34.31622177,282,181,106034,,,Yasutaka Uchiyama,R,,JPN,23.41409993,251,206,7-5 6-3,3,QF,80,2,1,59,41,35,11,11,2,2,4,2,55,25,20,17,10,2,4
,Bangkok CH,Hard,32,C,20160104,296,104022,3,,Mikhail Youzhny,R,183,RUS,33.52772074,127,465,106078,,,Egor Gerasimov,R,,BLR,23.14579055,188,264,6-4 5-7 6-3,3,QF,124,3,4,81,53,37,13,15,0,4,7,3,106,59,35,23,16,11,17
,Bangkok CH,Hard,32,C,20160104,295,104424,5,,Go Soeda,R,178,JPN,31.32922656,132,447,106293,4,,Kimmer Coppejans,R,,BEL,21.90554415,130,452,6-3 2-6 6-1,3,QF,123,3,5,83,49,33,16,12,7,11,3,5,92,61,35,12,12,4,10
,Bangkok CH,Hard,32,C,20160104,294,104505,7,,Konstantin Kravchuk,R,190,RUS,30.86105407,139,429,105216,2,,Yuichi Sugita,R,,JPN,27.2936345,126,472,4-6 6-2 6-4,3,QF,123,10,0,81,58,43,12,14,0,2,3,2,105,66,40,20,14,11,15
,Bangkok CH,Hard,32,C,20160104,293,103843,,PR,Marco Chiudinelli,R,185,SUI,34.31622177,282,181,105406,,,Roberto Marcora,U,,ITA,26.34633812,246,210,6-1 4-6 6-2,3,R16,132,2,2,85,39,30,25,13,4,6,8,7,90,51,32,16,12,10,15
,Bangkok CH,Hard,32,C,20160104,292,106034,,,Yasutaka Uchiyama,R,,JPN,23.41409993,251,206,103565,,,Stephane Robert,R,185,FRA,35.63312799,208,239,6-2 7-6(6),3,R16,88,11,0,62,40,29,16,10,3,4,4,7,86,38,28,21,10,7,10
,Bangkok CH,Hard,32,C,20160104,291,104022,3,,Mikhail Youzhny,R,183,RUS,33.52772074,127,465,104804,,,Amir Weintraub,R,188,ISR,29.30047912,212,238,7-6(3) 6-3,3,R16,78,9,2,62,38,32,15,11,1,2,2,0,65,47,28,12,10,2,4
,Bangkok CH,Hard,32,C,20160104,290,106078,,,Egor Gerasimov,R,,BLR,23.14579055,188,264,122078,,Q,Dmitry Popko,R,,KAZ,19.19507187,257,204,6-4 6-3,3,R16,74,6,2,44,28,24,12,9,0,0,0,1,68,33,19,20,10,4,7
,Bangkok CH,Hard,32,C,20160104,289,104424,5,,Go Soeda,R,178,JPN,31.32922656,132,447,105015,,,Franco Skugor,R,193,CRO,28.29021218,182,276,6-2 6-4,3,R16,87,0,3,55,35,25,12,9,2,3,2,3,72,43,28,10,9,3,7
,Bangkok CH,Hard,32,C,20160104,288,106293,4,,Kimmer Coppejans,R,,BEL,21.90554415,130,452,104963,,,Yannick Mertens,R,,BEL,28.5284052,200,249,7-6(5) 7-5,3,R16,100,7,4,85,55,36,14,12,3,7,4,4,77,42,31,11,12,8,13
,Bangkok CH,Hard,32,C,20160104,287,104505,7,,Konstantin Kravchuk,R,190,RUS,30.86105407,139,429,105738,,,Tsung Hua Yang,R,,TPE,24.76933607,204,245,W/O,3,R16,0,,,,,,,,,,,,,,,,,,
,Bangkok CH,Hard,32,C,20160104,286,105216,2,,Yuichi Sugita,R,,JPN,27.2936345,126,472,105359,,Q,Jason Jung,U,,USA,26.55441478,256,204,6-3 6-4,3,R16,76,5,0,54,31,25,14,10,1,2,5,3,62,40,28,8,9,5,8
,Bangkok CH,Hard,32,C,20160104,285,103843,,PR,Marco Chiudinelli,R,185,SUI,34.31622177,282,181,105147,1,,Tatsuma Ito,R,180,JPN,27.63039014,119,487,6-2 6-3,3,R32,69,4,2,42,23,21,11,8,0,0,4,4,55,30,19,9,9,4,8
,Bangkok CH,Hard,32,C,20160104,284,105406,,,Roberto Marcora,U,,ITA,26.34633812,246,210,105339,,,Yan Bai,U,,CHN,26.62286105,220,236,3-2 RET,3,R32,26,4,1,25,16,11,3,3,3,4,1,5,17,6,5,3,2,1,2
,Bangkok CH,Hard,32,C,20160104,283,106034,,,Yasutaka Uchiyama,R,,JPN,23.41409993,251,206,127143,,WC,Jirat Navasirisomboon,R,,THA,19.12936345,915,17,6-4 6-4,3,R32,68,10,3,51,35,30,8,10,0,1,1,4,60,38,23,12,10,0,3
,Bangkok CH,Hard,32,C,20160104,282,103565,,,Stephane Robert,R,185,FRA,35.63312799,208,239,104007,8,,Andre Ghem,R,193,BRA,33.60164271,149,389,6-7(3) 7-6(4) 6-3,3,R32,125,14,9,102,48,41,29,17,3,5,6,3,105,66,46,22,16,6,9
,Bangkok CH,Hard,32,C,20160104,281,104022,3,,Mikhail Youzhny,R,183,RUS,33.52772074,127,465,106361,,,Adam Pavlasek,R,,CZE,21.24024641,160,353,6-3 6-2,3,R32,82,2,4,70,43,26,18,9,10,11,7,4,59,32,20,10,8,6,10
,Bangkok CH,Hard,32,C,20160104,280,104804,,,Amir Weintraub,R,188,ISR,29.30047912,212,238,104251,,,Ti Chen,R,183,TPE,32.25462012,201,248,6-4 6-3,3,R32,85,5,0,65,47,30,9,10,9,12,1,1,55,35,20,7,9,6,11
,Bangkok CH,Hard,32,C,20160104,279,106078,,,Egor Gerasimov,R,,BLR,23.14579055,188,264,125802,,Q,Ilya Ivashka,U,,BLR,21.85900068,355,129,5-3 RET,3,R32,34,3,1,28,14,11,8,4,0,0,0,1,19,11,9,4,4,1,2
,Bangkok CH,Hard,32,C,20160104,278,122078,,Q,Dmitry Popko,R,,KAZ,19.19507187,257,204,105671,6,,Gastao Elias,R,178,POR,25.11156742,133,441,5-7 6-3 6-2,3,R32,132,4,3,92,46,35,28,15,4,6,3,1,89,47,31,21,14,3,7
,Bangkok CH,Hard,32,C,20160104,277,104424,5,,Go Soeda,R,178,JPN,31.32922656,132,447,104095,,,David Guez,R,185,FRA,33.07323751,168,306,2-6 6-4 6-1,3,R32,113,2,2,73,48,33,10,12,6,10,3,2,82,50,29,15,13,5,11
,Bangkok CH,Hard,32,C,20160104,276,105015,,,Franco Skugor,R,193,CRO,28.29021218,182,276,105842,,,Di Wu,R,,CHN,24.30663929,237,218,6-4 3-0 RET,3,R32,59,10,4,39,20,17,8,6,1,2,0,4,48,27,14,9,7,5,9
,Bangkok CH,Hard,32,C,20160104,275,104963,,,Yannick Mertens,R,,BEL,28.5284052,200,249,105426,,,Michael Linzer,U,,AUT,26.17111567,270,194,6-7(2) 6-3 7-6(5),3,R32,158,5,4,101,62,51,21,17,1,3,5,11,113,54,39,33,16,9,12
,Bangkok CH,Hard,32,C,20160104,274,106293,4,,Kimmer Coppejans,R,,BEL,21.90554415,130,452,110571,,WC,Phassawit Burapharitta,U,,THA,23.02806297,887,19,6-3 7-5,3,R32,83,7,0,64,44,30,13,10,3,5,1,2,68,47,27,9,11,4,9
,Bangkok CH,Hard,32,C,20160104,273,104505,7,,Konstantin Kravchuk,R,190,RUS,30.86105407,139,429,111180,,WC,Nattan Benjasupawan,U,,THA,21.36892539,2085,1,6-0 6-0,3,R32,43,6,0,35,21,16,11,6,2,2,0,5,39,22,10,2,6,6,12
,Bangkok CH,Hard,32,C,20160104,272,105738,,,Tsung Hua Yang,R,,TPE,24.76933607,204,245,105579,,WC,Kittipong Wachiramanowong,R,183,THA,25.52772074,829,23,6-3 6-4,3,R32,78,9,2,60,34,27,16,10,2,2,3,6,84,42,28,20,9,11,13
,Bangkok CH,Hard,32,C,20160104,271,105359,,Q,Jason Jung,U,,USA,26.55441478,256,204,105814,,Q,Maximilian Neuchrist,R,,AUT,24.45448323,390,112,6-4 5-7 6-2,3,R32,107,7,1,76,46,37,18,15,0,2,13,4,89,47,37,16,15,1,5
,Bangkok CH,Hard,32,C,20160104,270,105216,2,,Yuichi Sugita,R,,JPN,27.2936345,126,472,117353,,,Duck Hee Lee,R,,KOR,17.60164271,229,226,6-3 2-6 6-3,3,R32,113,8,1,74,42,32,13,13,3,7,7,5,91,51,32,17,13,1,6
,Bangkok CH,Hard,32,C,20160104,269,125802,,,Ilya Ivashka,U,,BLR,21.85900068,355,129,111192,,,Lucas Miedler,R,,AUT,19.53730322,374,117,6-1 6-0,3,Q3,53,6,1,38,24,17,10,6,1,1,0,1,45,24,10,7,7,3,9
,Bangkok CH,Hard,32,C,20160104,268,105359,2,,Jason Jung,U,,USA,26.55441478,256,204,106421,,,Daniil Medvedev,U,,RUS,19.89596167,329,144,6-4 6-3,3,Q3,69,2,6,51,27,21,11,9,1,3,13,6,60,30,21,10,10,3,8
,Bangkok CH,Hard,32,C,20160104,267,122078,3,,Dmitry Popko,R,,KAZ,19.19507187,257,204,104864,,,Alex Kuznetsov,R,183,USA,28.91170431,350,130,6-4 7-5,3,Q3,93,5,2,64,36,27,17,11,0,1,7,2,66,43,30,11,11,2,5
,Bangkok CH,Hard,32,C,20160104,266,105814,,,Maximilian Neuchrist,R,,AUT,24.45448323,390,112,105507,,,Cheong Eui Kim,U,,KOR,25.78507871,379,115,6-7(3) 6-3 6-4,3,Q3,134,15,4,104,70,56,16,16,7,8,5,1,99,69,45,20,15,6,9
,Bangkok CH,Hard,32,C,20160104,265,125802,,,Ilya Ivashka,U,,BLR,21.85900068,355,129,106290,,,Filip Peliwo,R,,CAN,21.92744695,388,112,6-4 6-4,3,Q2,86,2,4,52,34,24,13,10,0,1,3,8,84,42,31,16,10,14,17
,Bangkok CH,Hard,32,C,20160104,264,111192,,,Lucas Miedler,R,,AUT,19.53730322,374,117,105270,5,,Maxime Teixeira,R,,FRA,26.9596167,290,172,6-1 6-3,3,Q2,61,3,1,53,26,22,14,8,2,2,6,7,40,17,13,7,8,1,5
,Bangkok CH,Hard,32,C,20160104,263,105359,2,,Jason Jung,U,,USA,26.55441478,256,204,105299,,,Dzmitry Zhyrmont,U,,BLR,26.84462697,312,158,7-5 7-5,3,Q2,91,9,2,72,46,35,18,12,0,0,5,4,69,43,31,16,12,5,7
,Bangkok CH,Hard,32,C,20160104,262,106421,,,Daniil Medvedev,U,,RUS,19.89596167,329,144,106377,,,Robin Stanek,L,,CZE,21.00205339,317,156,6-4 6-3,3,Q2,81,9,0,65,43,35,5,10,1,3,2,3,62,36,20,13,9,5,9
,Bangkok CH,Hard,32,C,20160104,261,122078,3,,Dmitry Popko,R,,KAZ,19.19507187,257,204,105254,,,Nikola Mektic,U,,CRO,27.02806297,349,131,4-6 6-4 7-5,3,Q2,133,5,3,95,47,34,29,16,3,5,14,4,92,50,37,22,16,3,6
,Bangkok CH,Hard,32,C,20160104,260,104864,,,Alex Kuznetsov,R,183,USA,28.91170431,350,130,106072,,,Alexey Vatutin,U,,RUS,23.18685832,308,160,6-1 6-4,3,Q2,67,8,1,44,32,24,7,8,1,2,0,7,64,37,19,13,9,7,12
,Bangkok CH,Hard,32,C,20160104,259,105507,,,Cheong Eui Kim,U,,KOR,25.78507871,379,115,105422,,,Joshua Milton,R,,GBR,26.22313484,356,129,6-2 7-5,3,Q2,71,2,2,54,35,26,11,10,0,1,1,4,64,24,15,17,10,1,5
,Bangkok CH,Hard,32,C,20160104,258,105814,,,Maximilian Neuchrist,R,,AUT,24.45448323,390,112,105059,,,Kento Takeuchi,U,,JPN,28.04380561,412,106,6-7(5) 7-6(3) 6-3,3,Q2,147,14,5,112,70,60,20,17,3,4,6,1,105,73,51,21,16,2,4
,Bangkok CH,Hard,32,C,20160104,257,125802,,,Ilya Ivashka,U,,BLR,21.85900068,355,129,105841,1,,Lorenzo Giustino,U,,ITA,24.31759069,252,206,6-0 4-6 6-2,3,Q1,32,4,5,69,41,35,15,12,1,2,5,6,98,51,32,20,12,11,16
,Bangkok CH,Hard,32,C,20160104,256,106290,,,Filip Peliwo,R,,CAN,21.92744695,388,112,106223,,,Aleksandre Metreveli,R,,GEO,22.40109514,313,158,6-1 6-4,3,Q1,61,5,1,64,40,28,11,9,2,4,1,1,60,34,16,12,8,4,9
,Bangkok CH,Hard,32,C,20160104,255,111192,,,Lucas Miedler,R,,AUT,19.53730322,374,117,133667,,WC,Congsup Congcar,U,,THA,19.37029432,1526,3,6-0 6-0,3,Q1,,4,1,35,24,20,6,6,3,3,0,4,47,22,13,3,6,3,9
,Bangkok CH,Hard,32,C,20160104,254,105270,5,,Maxime Teixeira,R,,FRA,26.9596167,290,172,106136,,WC,Warit Sornbutnark,U,,THA,22.85010267,1234,6,6-2 6-4,3,Q1,90,16,5,58,37,29,10,9,2,3,1,1,52,24,16,12,9,2,6
,Bangkok CH,Hard,32,C,20160104,253,105359,2,,Jason Jung,U,,USA,26.55441478,256,204,105810,,,Shuichi Sekiguchi,U,,JPN,24.47364819,396,110,7-6(6) 6-1,3,Q1,65,5,2,63,33,29,20,10,5,5,7,0,60,40,30,9,9,3,5
,Bangkok CH,Hard,32,C,20160104,252,105299,,,Dzmitry Zhyrmont,U,,BLR,26.84462697,312,158,106397,,WC,Wishaya Trongcharoenchaikul,R,,THA,20.74195756,1423,4,6-4 6-3,3,Q1,37,2,0,46,29,26,11,9,2,2,3,3,61,37,25,13,10,4,7
,Bangkok CH,Hard,32,C,20160104,251,106377,,,Robin Stanek,L,,CZE,21.00205339,317,156,122519,,WC,Punn Bodhidatta,R,,THA,22.58726899,2220,1,6-4 6-3,3,Q1,57,2,9,71,41,30,12,9,10,12,1,6,61,36,21,10,10,4,9
,Bangkok CH,Hard,32,C,20160104,250,106421,,,Daniil Medvedev,U,,RUS,19.89596167,329,144,106281,7,,Liam Broady,L,,GBR,21.99863107,301,166,6-2 6-3,3,Q1,62,3,2,45,26,22,10,9,3,5,2,4,49,29,15,6,8,3,8
,Bangkok CH,Hard,32,C,20160104,249,122078,3,,Dmitry Popko,R,,KAZ,19.19507187,257,204,105626,,,Takanyi Garanganga,U,,ZIM,25.32785763,402,107,6-3 7-5,3,Q1,47,5,4,78,43,28,19,11,8,10,3,12,71,34,24,15,10,2,6
,Bangkok CH,Hard,32,C,20160104,248,105254,,,Nikola Mektic,U,,CRO,27.02806297,349,131,111183,,WC,Chayanon Kaewsuto,U,,THA,20.55304586,1694,2,6-3 6-1,3,Q1,85,10,2,46,27,24,10,8,2,3,3,6,56,32,20,6,8,5,10
,Bangkok CH,Hard,32,C,20160104,247,106072,,,Alexey Vatutin,U,,RUS,23.18685832,308,160,121840,,WC,Chaleechan Tanasugarn,R,,THA,22.02600958,2220,1,7-5 6-2,3,Q1,101,6,3,47,27,26,14,10,0,0,3,1,66,47,23,14,10,2,5
,Bangkok CH,Hard,32,C,20160104,246,104864,,,Alex Kuznetsov,R,183,USA,28.91170431,350,130,105283,8,,Gerard Granollers,R,,ESP,26.92676249,306,163,5-7 7-5 6-3,3,Q1,140,9,1,85,59,49,15,16,0,1,9,5,110,65,45,22,17,10,13
,Bangkok CH,Hard,32,C,20160104,245,105422,,,Joshua Milton,R,,GBR,26.22313484,356,129,111794,4,,Kamil Majchrzak,R,,POL,19.97535934,275,188,3-6 6-3 6-4,3,Q1,109,5,9,94,44,27,23,14,3,9,5,7,80,29,20,20,14,3,10
,Bangkok CH,Hard,32,C,20160104,244,105507,,,Cheong Eui Kim,U,,KOR,25.78507871,379,115,106358,,,Miki Jankovic,R,,SRB,21.27310062,315,158,6-7(4) 7-6(2) 6-2,3,Q1,137,12,5,101,61,50,21,16,4,6,10,4,108,63,46,21,16,6,10
,Bangkok CH,Hard,32,C,20160104,243,105059,,,Kento Takeuchi,U,,JPN,28.04380561,412,106,105824,,,Kirill Dmitriev,U,,RUS,24.40520192,395,111,6-3 7-6(6),3,Q1,91,2,2,70,38,28,18,11,3,5,0,3,61,38,24,12,10,1,4
,Bangkok CH,Hard,32,C,20160104,242,105814,,,Maximilian Neuchrist,R,,AUT,24.45448323,390,112,106393,6,,Frederico Ferreira Silva,L,,POR,20.79945243,298,168,4-6 6-1 7-6(3),3,Q1,62,7,9,89,45,33,19,15,3,9,3,7,94,47,25,21,14,8,15
,Happy Valley CH,Hard,32,C,20160104,300,126203,8,,Taylor Harry Fritz,U,,USA,18.18480493,174,290,104534,1,,Dudi Sela,R,175,ISR,30.75154004,100,578,7-6(7) 6-2,3,F,78,10,3,67,45,35,11,10,3,4,1,3,65,30,21,18,10,3,6
,Happy Valley CH,Hard,32,C,20160104,299,104534,1,,Dudi Sela,R,175,ISR,30.75154004,100,578,105916,,,Marton Fucsovics,U,,HUN,23.90417522,214,237,6-2 6-7(2) 7-6(4),3,SF,156,1,4,116,60,37,32,16,6,10,2,3,123,75,45,23,16,6,12
,Happy Valley CH,Hard,32,C,20160104,298,126203,8,,Taylor Harry Fritz,U,,USA,18.18480493,174,290,106225,,Q,Andrew Whittington,R,,AUS,22.39835729,592,55,6-0 6-2,3,SF,53,7,3,43,21,17,13,7,0,0,4,2,42,19,12,5,7,3,8
,Happy Valley CH,Hard,32,C,20160104,297,104534,1,,Dudi Sela,R,175,ISR,30.75154004,100,578,105596,,,Jan Satral,U,,CZE,25.44832307,224,231,6-1 6-0,3,QF,37,5,2,36,18,16,13,7,0,0,0,5,32,19,11,0,6,4,9
,Happy Valley CH,Hard,32,C,20160104,296,105916,,,Marton Fucsovics,U,,HUN,23.90417522,214,237,105655,,,Hiroki Moriya,R,,JPN,25.2183436,199,251,6-0 6-3,3,QF,68,4,2,52,27,20,12,8,1,3,2,2,49,29,11,7,7,4,10
,Happy Valley CH,Hard,32,C,20160104,295,126203,8,,Taylor Harry Fritz,U,,USA,18.18480493,174,290,106109,,WC,Alex Bolt,L,,AUS,22.99520876,269,194,7-6(5) 6-4,3,QF,73,6,2,67,39,32,16,11,1,2,11,2,66,41,29,15,11,1,3
,Happy Valley CH,Hard,32,C,20160104,294,106225,,Q,Andrew Whittington,R,,AUS,22.39835729,592,55,110602,,,Dennis Novak,R,,AUT,22.35181383,211,239,6-3 6-3,3,QF,70,2,2,62,41,30,10,9,2,2,4,3,55,38,27,5,9,3,6
,Happy Valley CH,Hard,32,C,20160104,293,104534,1,,Dudi Sela,R,175,ISR,30.75154004,100,578,105595,,Q,Dayne Kelly,U,,AUS,25.45106092,500,74,6-3 6-1,3,R16,65,3,1,38,22,18,14,8,0,0,3,3,71,37,19,15,8,8,12
,Happy Valley CH,Hard,32,C,20160104,292,105596,,,Jan Satral,U,,CZE,25.44832307,224,231,105166,,Q,Peter Polansky,R,180,CAN,27.55373032,712,36,7-5 6-1,3,R16,68,9,8,65,36,29,15,10,4,5,1,1,51,31,20,7,9,4,8
,Happy Valley CH,Hard,32,C,20160104,291,105655,,,Hiroki Moriya,R,,JPN,25.2183436,199,251,104979,,,Andrey Golubev,R,185,KAZ,28.45448323,206,241,4-6 6-3 6-2,3,R16,112,0,5,85,48,34,25,14,6,7,9,3,93,58,42,14,13,8,11
,Happy Valley CH,Hard,32,C,20160104,290,105916,,,Marton Fucsovics,U,,HUN,23.90417522,214,237,105974,,Q,Maverick Banes,U,,AUS,23.73442847,433,99,6-1 6-4,3,R16,61,3,0,52,30,23,14,9,0,0,2,0,42,32,20,4,8,0,3
,Happy Valley CH,Hard,32,C,20160104,289,126203,8,,Taylor Harry Fritz,U,,USA,18.18480493,174,290,105512,,,Alexander Sarkissian,R,,USA,25.75496235,198,252,6-3 6-7(0) 7-6(5),3,R16,142,13,2,99,53,44,28,17,0,1,6,5,120,77,59,19,16,6,8
,Happy Valley CH,Hard,32,C,20160104,288,106109,,WC,Alex Bolt,L,,AUS,22.99520876,269,194,105472,,,Nils Langer,U,,GER,25.94113621,218,236,6-3 6-2,3,R16,63,7,3,54,36,28,14,9,5,5,0,5,51,27,18,11,8,5,8
,Happy Valley CH,Hard,32,C,20160104,287,110602,,,Dennis Novak,R,,AUT,22.35181383,211,239,105060,,,Aldin Setkic,R,193,BIH,28.03832991,203,246,6-4 6-4,3,R16,83,9,1,65,53,38,8,10,7,7,4,1,67,41,29,14,10,7,9
,Happy Valley CH,Hard,32,C,20160104,286,106225,,Q,Andrew Whittington,R,,AUS,22.39835729,592,55,111451,,WC,Bradley Mousley,U,,AUS,20.00273785,559,60,7-5 6-3,3,R16,75,8,4,73,46,37,15,11,4,4,6,2,50,34,24,9,10,0,2
,Happy Valley CH,Hard,32,C,20160104,285,104534,1,,Dudi Sela,R,175,ISR,30.75154004,100,578,105590,,,Uladzimir Ignatik,R,,BLR,25.47570157,215,237,6-4 7-6(4),3,R32,92,7,2,68,46,36,11,11,3,4,6,7,86,49,34,16,11,9,11
,Happy Valley CH,Hard,32,C,20160104,284,105595,,Q,Dayne Kelly,U,,AUS,25.45106092,500,74,105554,,,Daniel Evans,R,175,GBR,25.61806982,183,274,7-5 6-4,3,R32,91,10,5,61,35,28,16,11,1,2,2,3,84,48,26,22,11,5,8
,Happy Valley CH,Hard,32,C,20160104,283,105166,,Q,Peter Polansky,R,180,CAN,27.55373032,712,36,126207,,,Francis Tiafoe,R,,USA,17.95482546,176,286,7-6(4) 5-7 6-4,3,R32,142,11,3,117,81,53,24,17,3,5,14,6,120,62,46,31,17,4,6
,Happy Valley CH,Hard,32,C,20160104,282,105596,,,Jan Satral,U,,CZE,25.44832307,224,231,104873,5,,Aleksandr Nedovyesov,R,,KAZ,28.8843258,162,345,6-3 5-7 6-3,3,R32,125,5,3,95,54,39,22,15,5,7,5,3,117,81,45,21,15,6,10
,Happy Valley CH,Hard,32,C,20160104,281,105655,,,Hiroki Moriya,R,,JPN,25.2183436,199,251,104997,4,,Igor Sijsling,R,190,NED,28.38056126,145,407,3-6 6-1 6-4,3,R32,89,3,5,82,37,26,22,13,6,10,7,7,77,43,31,11,13,4,10
,Happy Valley CH,Hard,32,C,20160104,280,104979,,,Andrey Golubev,R,185,KAZ,28.45448323,206,241,105454,,,Brydan Klein,R,183,AUS,26.00958248,184,272,7-6(7) 7-5,3,R32,101,3,3,84,51,38,19,12,4,5,8,3,70,37,28,18,12,0,2
,Happy Valley CH,Hard,32,C,20160104,279,105916,,,Marton Fucsovics,U,,HUN,23.90417522,214,237,106390,,,Matteo Donati,R,,ITA,20.84873374,180,280,6-4 6-4,3,R32,73,5,2,60,42,31,12,10,0,0,5,1,66,47,28,13,10,3,5
,Happy Valley CH,Hard,32,C,20160104,278,105974,,Q,Maverick Banes,U,,AUS,23.73442847,433,99,104813,6,,Grega Zemlja,R,183,SLO,29.26488706,172,297,6-4 7-6(3),3,R32,86,4,2,67,41,31,18,11,1,2,11,1,78,48,37,10,11,3,5
,Happy Valley CH,Hard,32,C,20160104,277,126203,8,,Taylor Harry Fritz,U,,USA,18.18480493,174,290,117360,,WC,Marc Polmans,U,,AUS,18.67488022,841,22,6-2 6-2,3,R32,64,5,2,39,19,16,14,8,1,2,0,3,65,37,22,8,8,4,9
,Happy Valley CH,Hard,32,C,20160104,276,105512,,,Alexander Sarkissian,R,,USA,25.75496235,198,252,105376,,,Peter Gojowczyk,R,185,GER,26.47227926,194,254,7-6(4) 2-6 6-1,3,R32,96,12,4,86,51,36,24,14,0,2,14,5,90,55,41,15,13,3,5
,Happy Valley CH,Hard,32,C,20160104,275,105472,,,Nils Langer,U,,GER,25.94113621,218,236,105881,,WC,Matthew Barton,R,,AUS,24.04654346,299,167,7-5 6-3,3,R32,64,2,1,48,26,23,17,10,0,0,9,2,64,39,29,13,11,2,5
,Happy Valley CH,Hard,32,C,20160104,274,106109,,WC,Alex Bolt,L,,AUS,22.99520876,269,194,105292,3,,Alejandro Gonzalez,R,,COL,26.90485969,141,425,6-3 6-4,3,R32,70,8,3,56,37,33,9,10,0,1,0,2,68,47,28,11,9,8,11
,Happy Valley CH,Hard,32,C,20160104,273,110602,,,Dennis Novak,R,,AUT,22.35181383,211,239,105952,7,,Renzo Olivo,R,,ARG,23.80561259,173,296,7-5 7-6(0),3,R32,94,5,5,84,60,41,12,12,3,5,4,6,70,42,29,14,12,4,7
,Happy Valley CH,Hard,32,C,20160104,272,105060,,,Aldin Setkic,R,193,BIH,28.03832991,203,246,105654,,,Daniel Nguyen,U,,USA,25.2183436,216,237,7-6(5) 6-1,3,R32,97,2,0,54,35,28,14,9,0,0,3,5,67,35,24,18,10,2,5
,Happy Valley CH,Hard,32,C,20160104,271,111451,,WC,Bradley Mousley,U,,AUS,20.00273785,559,60,111513,,,Laslo Djere,R,,SRB,20.59137577,186,270,7-5 7-5,3,R32,81,5,7,70,42,36,16,12,2,2,8,7,70,39,32,15,12,4,6
,Happy Valley CH,Hard,32,C,20160104,270,106225,,Q,Andrew Whittington,R,,AUS,22.39835729,592,55,106216,2,,Bjorn Fratangelo,R,,USA,22.46132786,128,463,6-3 3-6 6-3,3,R32,94,5,4,86,57,44,14,14,4,6,2,4,65,38,29,13,13,1,4
,Happy Valley CH,Hard,32,C,20160104,269,105974,5,,Maverick Banes,U,,AUS,23.73442847,433,99,126498,,,Damian Farinola,U,,AUS,23.56194387,,,6-0 6-2,3,Q3,61,1,0,40,29,20,10,7,1,1,1,3,52,34,18,4,7,7,12
,Happy Valley CH,Hard,32,C,20160104,268,106225,8,,Andrew Whittington,R,,AUS,22.39835729,592,55,126846,,,Aleksandar Vukic,R,,AUS,19.74537988,718,35,7-6(5) 6-2,3,Q3,91,5,5,68,40,30,15,10,2,3,4,3,69,34,27,13,10,5,8
,Happy Valley CH,Hard,32,C,20160104,267,105595,6,,Dayne Kelly,U,,AUS,25.45106092,500,74,105325,3,,Germain Gigounon,U,,BEL,26.70773443,258,203,4-6 6-4 6-3,3,Q3,106,8,2,78,54,43,13,15,1,3,3,2,96,70,41,18,14,10,13
,Happy Valley CH,Hard,32,C,20160104,266,105166,,,Peter Polansky,R,180,CAN,27.55373032,712,36,104594,4,,Marinko Matosevic,R,194,AUS,30.40657084,296,169,6-4 6-4,3,Q3,92,2,2,74,46,32,17,10,6,6,2,4,71,40,27,15,10,3,5
,Happy Valley CH,Hard,32,C,20160104,265,126498,,,Damian Farinola,U,,AUS,23.56194387,,,104920,1,,Denys Molchanov,R,,UKR,28.63791923,236,219,2-6 6-1 6-2,3,Q2,109,0,6,99,59,40,17,12,18,21,5,1,70,44,26,11,11,4,9
,Happy Valley CH,Hard,32,C,20160104,264,105974,5,,Maverick Banes,U,,AUS,23.73442847,433,99,126574,,,Daniel Hobart,U,,AUS,17.82067077,1031,11,6-2 7-6(1),3,Q2,66,4,0,49,30,26,18,10,0,0,6,2,66,45,34,6,10,2,4
