tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
,Rio de Janeiro CH,Clay,32,C,20160118,275,105872,,,Christian Lindell,U,,SWE,24.1615332,240,219,105868,,WC,Wilson Leite,R,178,BRA,24.19986311,583,56,6-2 6-2,3,R32,66,7,1,40,25,21,11,8,0,0,1,1,45,28,14,10,8,2,6
,Rio de Janeiro CH,Clay,32,C,20160118,274,105487,4,,Facundo Bagnis,L,,ARG,25.88911704,109,542,105656,,,Marcelo Arevalo,R,,ESA,25.25393566,283,181,6-4 6-1,3,R32,76,9,1,71,50,36,11,9,7,7,4,3,54,30,23,6,8,4,7
,Rio de Janeiro CH,Clay,32,C,20160118,273,106032,6,,Facundo Arguello,R,,ARG,23.45516769,137,432,105271,,Q,Gonzalo Escobar,L,,ECU,26.99247091,365,123,6-3 6-2,3,R32,63,8,0,42,25,23,13,9,0,0,0,0,49,33,19,8,8,2,5
,Rio de Janeiro CH,Clay,32,C,20160118,272,106203,,WC,Pedro Sakamoto,U,,BRA,22.55441478,500,74,105674,,WC,Carlos Eduardo Severino,U,,BRA,25.11978097,346,134,6-3 6-4,3,R32,78,3,0,54,41,30,10,10,0,0,3,1,59,32,26,12,9,3,5
,Rio de Janeiro CH,Clay,32,C,20160118,271,106329,,WC,Thiago Monteiro,L,,BRA,21.63449692,404,107,104216,,,Maximo Gonzalez,R,175,ARG,32.49828884,142,415,6-1 6-4,3,R32,74,6,1,44,26,23,8,8,0,1,1,6,76,48,29,11,9,9,14
,Rio de Janeiro CH,Clay,32,C,20160118,270,105678,,Alt,Axel Michon,L,,FRA,25.08966461,212,244,106148,2,,Roberto Carballes Baena,R,,ESP,22.82272416,127,474,1-6 7-5 7-5,3,R32,146,4,3,107,93,60,3,15,7,11,4,5,111,76,53,14,16,11,15
,Rio de Janeiro CH,Clay,32,C,20160118,268,105271,2,,Gonzalo Escobar,L,,ECU,26.99247091,365,123,104836,6,,Tiago Lopes,U,,BRA,29.14168378,766,29,6-4 6-2,3,Q3,97,9,5,62,35,25,13,9,5,7,2,5,72,47,26,9,9,6,11
,Rio de Janeiro CH,Clay,32,C,20160118,267,105091,3,,Peter Torebko,R,,GER,27.93702943,372,121,105571,7,,Fabricio Neis,U,,BRA,25.59342916,797,26,4-6 7-5 6-4,3,Q3,136,4,4,110,52,38,32,16,8,10,9,0,95,56,41,21,16,1,4
,Rio de Janeiro CH,Clay,32,C,20160118,266,123785,4,,Clement Geens,R,,BEL,19.85489391,411,107,105607,8,,Gabriel Alejandro Hidalgo,U,,ARG,25.45106092,809,25,5-7 6-4 6-3,3,Q3,146,4,4,96,47,29,27,15,9,14,1,1,103,65,39,17,16,10,17
,Rio de Janeiro CH,Clay,32,C,20160118,263,105271,2,,Gonzalo Escobar,L,,ECU,26.99247091,365,123,127128,,WC,Enzo Kohn,U,,BRA,,,,6-0 6-3,3,Q2,66,3,3,52,27,19,17,7,2,2,4,4,44,23,14,5,8,2,7
,Rio de Janeiro CH,Clay,32,C,20160118,262,104836,6,,Tiago Lopes,U,,BRA,29.14168378,766,29,127108,,,Igor Ribeiro Marcondes,U,,BRA,18.59000684,1288,5,6-2 4-6 7-5,3,Q2,137,3,6,99,66,51,15,15,6,7,5,7,107,60,46,21,15,9,12
,Rio de Janeiro CH,Clay,32,C,20160118,260,105571,7,,Fabricio Neis,U,,BRA,25.59342916,797,26,106405,,,Yuri Andrade,U,,BRA,20.63791923,2243,1,4-6 7-6(2) 6-4,3,Q2,159,5,3,99,62,48,19,16,5,8,0,10,115,75,50,20,16,9,12
,Rio de Janeiro CH,Clay,32,C,20160118,259,123785,4,,Clement Geens,R,,BEL,19.85489391,411,107,127132,,,Alexandre Girotto,U,,BRA,18.66119097,1894,1,6-2 6-0,3,Q2,46,4,3,38,22,21,8,7,2,2,0,2,41,30,12,4,7,3,8
,Rio de Janeiro CH,Clay,32,C,20160118,258,105607,8,,Gabriel Alejandro Hidalgo,U,,ARG,25.45106092,809,25,144704,,,Gustavo De Oliveira Cruz Cruz,U,,BRA,18.61738535,2009,1,6-1 6-2,3,Q2,68,1,1,54,28,21,14,8,7,8,0,2,46,22,11,9,7,6,11
,Bucaramanga CH,Clay,32,C,20160125,300,105589,,,Gerald Melzer,L,,AUT,25.51676934,140,425,103893,2,,Paolo Lorenzi,R,183,ITA,34.091718,57,795,6-3 6-1,3,F,75,2,1,49,30,23,11,8,4,5,0,1,45,23,13,9,8,5,10
,Bucaramanga CH,Clay,32,C,20160125,299,105589,,,Gerald Melzer,L,,AUT,25.51676934,140,425,106288,,,Mathias Bourgue,R,,FRA,21.99863107,227,233,6-4 7-6(6),3,SF,129,3,2,80,50,36,16,11,5,7,5,3,93,58,41,14,11,6,9
,Bucaramanga CH,Clay,32,C,20160125,298,103893,2,,Paolo Lorenzi,R,183,ITA,34.091718,57,795,104547,7,,Horacio Zeballos,L,188,ARG,30.72689938,126,475,6-3 5-7 6-3,3,SF,145,7,5,86,39,30,25,15,1,4,3,5,105,62,42,18,15,4,9
,Bucaramanga CH,Clay,32,C,20160125,297,106288,,,Mathias Bourgue,R,,FRA,21.99863107,227,233,103607,1,,Victor Estrella,R,173,DOM,35.46064339,55,797,6-1 7-6(5),3,QF,81,1,5,61,38,29,15,10,3,4,1,2,60,38,24,9,9,3,6
,Bucaramanga CH,Clay,32,C,20160125,296,105589,,,Gerald Melzer,L,,AUT,25.51676934,140,425,105679,,WC,Eduardo Struvay,R,,COL,25.08692676,258,209,6-4 7-6(5),3,QF,98,2,1,57,42,37,10,11,0,1,16,1,84,51,40,12,11,6,8
,Bucaramanga CH,Clay,32,C,20160125,295,104547,7,,Horacio Zeballos,L,188,ARG,30.72689938,126,475,105515,,,Jordi Samper Montana,U,,ESP,25.78781656,197,257,6-3 7-6(4),3,QF,117,4,3,77,40,26,19,11,7,10,7,4,76,49,31,10,10,6,10
,Bucaramanga CH,Clay,32,C,20160125,294,103893,2,,Paolo Lorenzi,R,183,ITA,34.091718,57,795,105671,8,,Gastao Elias,R,178,POR,25.14989733,135,441,6-4 3-6 7-6(6),3,QF,167,2,3,100,50,34,33,15,2,4,8,0,100,48,35,33,16,6,8
,Bucaramanga CH,Clay,32,C,20160125,293,103607,1,,Victor Estrella,R,173,DOM,35.46064339,55,797,105497,,Q,Jose Hernandez,U,,DOM,25.85078713,242,218,6-3 4-6 7-5,3,R16,122,6,5,85,43,35,26,16,1,3,1,3,88,56,40,16,15,2,5
,Bucaramanga CH,Clay,32,C,20160125,292,106288,,,Mathias Bourgue,R,,FRA,21.99863107,227,233,106398,,,Pedro Cachin,R,,ARG,20.76933607,238,222,6-4 6-3,3,R16,93,2,3,67,37,22,13,10,3,7,2,8,62,33,18,10,9,1,7
,Bucaramanga CH,Clay,32,C,20160125,291,105679,,WC,Eduardo Struvay,R,,COL,25.08692676,258,209,105542,,,Bastian Trinker,U,,AUT,25.68925394,248,216,6-4 6-1,3,R16,54,1,3,43,25,23,10,8,1,1,1,4,54,41,25,3,9,2,6
,Bucaramanga CH,Clay,32,C,20160125,290,105589,,,Gerald Melzer,L,,AUT,25.51676934,140,425,105070,,,Hans Podlipnik Castillo,R,,CHI,28.02464066,196,260,6-4 3-6 6-2,3,R16,132,1,3,76,49,34,18,13,3,5,7,7,97,51,38,19,14,3,7
,Bucaramanga CH,Clay,32,C,20160125,289,104547,7,,Horacio Zeballos,L,188,ARG,30.72689938,126,475,106032,,,Facundo Arguello,R,,ARG,23.45516769,137,432,6-3 3-6 6-4,3,R16,138,9,6,85,54,44,15,14,6,8,4,2,97,67,42,19,14,7,10
,Bucaramanga CH,Clay,32,C,20160125,288,105515,,,Jordi Samper Montana,U,,ESP,25.78781656,197,257,106044,,,Nicolas Kicker,R,,ARG,23.42231348,168,313,6-7(2) 7-5 6-4,3,R16,166,4,6,108,68,47,20,17,4,7,1,8,117,75,48,22,17,6,11
,Bucaramanga CH,Clay,32,C,20160125,287,105671,8,,Gastao Elias,R,178,POR,25.14989733,135,441,106105,,,Guilherme Clezar,R,,BRA,23.04722793,183,275,2-6 6-4 6-4,3,R16,145,14,2,87,44,34,24,14,5,7,3,8,114,54,40,29,14,9,11
,Bucaramanga CH,Clay,32,C,20160125,286,103893,2,,Paolo Lorenzi,R,183,ITA,34.091718,57,795,105819,,,Guido Andreozzi,R,,ARG,24.45448323,232,229,6-1 6-2,3,R16,72,6,2,46,23,20,14,7,7,7,0,0,48,26,17,6,8,1,6
,Bucaramanga CH,Clay,32,C,20160125,285,103607,1,,Victor Estrella,R,173,DOM,35.46064339,55,797,105963,,,Arthur De Greef,R,,BEL,23.8110883,203,250,7-6(5) 6-3,3,R32,96,8,1,69,45,33,17,11,0,0,2,2,74,43,33,14,10,1,2
,Bucaramanga CH,Clay,32,C,20160125,284,105497,,Q,Jose Hernandez,U,,DOM,25.85078713,242,218,123755,,Q,Daniel Elahi Galan Riveros,U,,COL,19.58384668,429,99,6-2 6-3,3,R32,72,1,2,54,38,29,7,8,1,1,3,0,52,33,17,10,9,5,9
,Bucaramanga CH,Clay,32,C,20160125,283,106288,,,Mathias Bourgue,R,,FRA,21.99863107,227,233,105137,,,Pere Riba,R,183,ESP,27.78097194,219,236,6-4 6-3,3,R32,85,4,2,53,27,22,15,10,1,3,6,3,62,25,19,15,9,3,7
,Bucaramanga CH,Clay,32,C,20160125,282,106398,,,Pedro Cachin,R,,ARG,20.76933607,238,222,104268,6,,Alejandro Falla,L,185,COL,32.1779603,119,493,7-6(0) 6-3,3,R32,92,1,7,61,29,23,18,10,2,4,0,2,88,44,29,17,11,7,11
,Bucaramanga CH,Clay,32,C,20160125,281,105542,,,Bastian Trinker,U,,AUT,25.68925394,248,216,103656,4,,Albert Montanes,R,175,ESP,35.1430527,115,508,6-7(3) 6-4 6-4,3,R32,151,10,3,120,75,50,28,16,11,12,5,10,102,55,46,22,16,4,7
,Bucaramanga CH,Clay,32,C,20160125,280,105679,,WC,Eduardo Struvay,R,,COL,25.08692676,258,209,105292,,,Alejandro Gonzalez,R,,COL,26.9431896,141,421,3-6 7-5 6-3,3,R32,119,17,6,92,56,45,17,15,3,4,2,0,80,53,43,16,15,1,3
,Bucaramanga CH,Clay,32,C,20160125,279,105589,,,Gerald Melzer,L,,AUT,25.51676934,140,425,105338,,Q,Maximiliano Estevez,L,,ARG,26.66940452,347,134,3-6 7-5 6-1,3,R32,126,4,3,83,49,31,18,14,2,6,8,5,91,54,32,16,14,3,9
,Bucaramanga CH,Clay,32,C,20160125,278,105070,,,Hans Podlipnik Castillo,R,,CHI,28.02464066,196,260,104297,5,,Rogerio Dutra Silva,R,178,BRA,31.95619439,116,503,6-4 6-4,3,R32,120,1,3,78,49,36,13,10,7,8,1,8,86,49,31,17,10,11,14
,Bucaramanga CH,Clay,32,C,20160125,277,104547,7,,Horacio Zeballos,L,188,ARG,30.72689938,126,475,111797,,Q,Nicolas Jarry,R,,CHI,20.27104723,377,118,7-6(1) 7-5,3,R32,102,7,1,70,40,33,19,12,3,4,7,3,71,47,35,12,12,2,4
,Bucaramanga CH,Clay,32,C,20160125,276,106032,,,Facundo Arguello,R,,ARG,23.45516769,137,432,104905,,WC,Nicolas Barrientos,R,175,COL,28.73648186,300,168,7-5 1-0 RET,3,R32,57,0,1,30,18,12,9,6,0,1,2,2,39,23,15,7,7,2,5
,Bucaramanga CH,Clay,32,C,20160125,275,105515,,,Jordi Samper Montana,U,,ESP,25.78781656,197,257,126205,,WC,Tommy Paul,U,,USA,18.67214237,277,187,6-3 6-3,3,R32,76,2,2,58,39,27,12,9,3,4,1,4,52,27,18,8,9,0,4
,Bucaramanga CH,Clay,32,C,20160125,274,106044,,,Nicolas Kicker,R,,ARG,23.42231348,168,313,105487,3,,Facundo Bagnis,L,,ARG,25.88911704,109,542,6-3 4-6 7-6(8),3,R32,152,2,6,105,48,33,32,15,7,11,7,15,113,47,36,30,16,5,10
,Bucaramanga CH,Clay,32,C,20160125,273,105671,8,,Gastao Elias,R,178,POR,25.14989733,135,441,105872,,,Christian Lindell,U,,SWE,24.1615332,240,219,6-4 6-1,3,R32,82,5,1,64,33,22,20,9,3,4,2,7,52,18,13,15,8,3,7
,Bucaramanga CH,Clay,32,C,20160125,272,106105,,,Guilherme Clezar,R,,BRA,23.04722793,183,275,104117,,,Giovanni Lapentti,R,193,ECU,32.98015058,215,239,6-2 7-5,3,R32,81,2,3,52,28,21,12,10,2,5,5,8,65,27,17,12,10,4,10
,Bucaramanga CH,Clay,32,C,20160125,271,105819,,,Guido Andreozzi,R,,ARG,24.45448323,232,229,123921,,,Calvin Hemery,R,,FRA,20.97193703,229,231,6-3 6-2,3,R32,71,1,4,48,25,19,12,8,4,6,2,8,54,27,14,8,9,6,12
,Bucaramanga CH,Clay,32,C,20160125,270,103893,2,,Paolo Lorenzi,R,183,ITA,34.091718,57,795,105413,,,Andrej Martin,R,180,SVK,26.32717317,148,406,6-3 2-6 6-3,3,R32,137,1,7,94,51,38,20,13,6,8,1,5,83,48,33,19,13,8,11
,Bucaramanga CH,Clay,32,C,20160125,269,105497,1,,Jose Hernandez,U,,DOM,25.85078713,242,218,105091,6,,Peter Torebko,R,,GER,27.93702943,372,121,7-6(8) 3-6 7-6(5),3,Q3,146,1,3,111,73,54,15,16,7,12,6,4,109,69,45,24,17,2,6
,Bucaramanga CH,Clay,32,C,20160125,268,111797,7,,Nicolas Jarry,R,,CHI,20.27104723,377,118,105656,2,,Marcelo Arevalo,R,,ESA,25.25393566,283,181,7-6(5) 6-7(2) 6-3,3,Q3,167,13,5,118,84,61,19,17,11,12,5,12,121,60,43,37,16,6,8
,Bucaramanga CH,Clay,32,C,20160125,267,123755,8,,Daniel Elahi Galan Riveros,U,,COL,19.58384668,429,99,106228,3,,Juan Ignacio Londero,R,,ARG,22.4257358,288,175,7-6(4) 6-4,3,Q3,92,6,3,72,46,35,9,11,3,6,1,6,74,44,26,15,11,5,9
,Bucaramanga CH,Clay,32,C,20160125,266,105338,5,,Maximiliano Estevez,L,,ARG,26.66940452,347,134,105120,,,Andres Molteni,R,,ARG,27.84394251,577,57,6-4 6-4,3,Q3,114,2,2,76,56,41,6,10,10,11,6,4,65,35,28,11,10,2,5
,Bucaramanga CH,Clay,32,C,20160125,265,105497,1,,Jose Hernandez,U,,DOM,25.85078713,242,218,104906,,WC,Sebastian Serrano,U,,COL,28.73648186,,,6-0 6-1,3,Q2,52,1,3,38,23,14,10,6,1,2,1,3,41,20,7,4,7,1,8
,Bucaramanga CH,Clay,32,C,20160125,264,105091,6,,Peter Torebko,R,,GER,27.93702943,372,121,105826,,,Alejandro Gomez GB42,U,,COL,24.42984257,531,65,6-4 6-2,3,Q2,75,2,2,50,36,29,6,9,0,1,2,2,56,35,20,9,9,7,11
,Bucaramanga CH,Clay,32,C,20160125,263,105656,2,,Marcelo Arevalo,R,,ESA,25.25393566,283,181,138758,,,Daniel Mora,U,,COL,19.57563313,1061,10,6-0 6-1,3,Q2,41,4,2,43,30,21,9,7,0,0,0,3,30,17,6,3,6,1,6
,Bucaramanga CH,Clay,32,C,20160125,262,111797,7,,Nicolas Jarry,R,,CHI,20.27104723,377,118,105911,,,Andrea Collarini,L,,ARG,23.96440794,454,91,7-5 2-6 6-4,3,Q2,141,7,3,101,61,43,17,15,6,10,1,5,89,56,41,15,15,2,6
,Bucaramanga CH,Clay,32,C,20160125,261,106228,3,,Juan Ignacio Londero,R,,ARG,22.4257358,288,175,105456,,,Sergio Galdos,U,,PER,26.04243669,,,6-2 6-1,3,Q2,61,4,6,52,28,26,10,8,2,2,3,2,51,26,18,8,7,3,7
,Bucaramanga CH,Clay,32,C,20160125,260,123755,8,,Daniel Elahi Galan Riveros,U,,COL,19.58384668,429,99,106181,,,Felipe Mantilla,R,,COL,22.69130732,565,59,7-5 6-3,3,Q2,83,4,2,73,43,30,15,11,5,7,1,2,61,36,21,12,10,3,7
,Bucaramanga CH,Clay,32,C,20160125,259,105120,,,Andres Molteni,R,,ARG,27.84394251,577,57,106057,4,,Facundo Mena,U,,ARG,23.321013,341,136,4-6 7-6(3) 6-3,3,Q2,128,3,9,97,53,43,17,15,4,8,6,4,106,50,37,25,16,8,13
,Bucaramanga CH,Clay,32,C,20160125,258,105338,5,,Maximiliano Estevez,L,,ARG,26.66940452,347,134,105607,,,Gabriel Alejandro Hidalgo,U,,ARG,25.45106092,809,25,6-4 2-6 6-4,3,Q2,145,1,5,88,56,40,14,14,5,8,4,4,105,59,38,24,14,6,9
,Bucaramanga CH,Clay,32,C,20160125,256,104906,,WC,Sebastian Serrano,U,,COL,28.73648186,,,108739,,,Wilfredo Gonzalez,U,,GUA,23.03080082,1347,4,6-4 7-5,3,Q1,103,1,3,69,44,30,14,11,3,5,5,5,83,55,35,11,11,11,15
,Bucaramanga CH,Clay,32,C,20160125,255,105826,,,Alejandro Gomez GB42,U,,COL,24.42984257,531,65,126293,,,Oscar Torres,R,,COL,24.67077344,2081,1,6-1 6-1,3,Q1,61,9,2,40,24,19,11,7,4,4,1,6,60,36,17,9,7,7,12
,Bucaramanga CH,Clay,32,C,20160125,254,105091,6,,Peter Torebko,R,,GER,27.93702943,372,121,105499,,,Christopher Diaz Figueroa,U,,GUA,25.84804928,493,77,6-7(7) 7-5 6-0,3,Q1,143,10,8,110,57,45,22,15,4,7,0,7,122,59,37,29,15,7,14
,Bucaramanga CH,Clay,32,C,20160125,252,138758,,,Daniel Mora,U,,COL,19.57563313,1061,10,190030,,,Enrico Becuzzi,R,,ITA,42.82272416,,,6-1 6-1,3,Q1,53,0,3,46,31,19,8,7,0,2,0,6,41,18,6,4,7,2,9
,Bucaramanga CH,Clay,32,C,20160125,251,105911,,,Andrea Collarini,L,,ARG,23.96440794,454,91,126882,,,Gregorio Cordonnier,U,,ARG,19.95893224,1094,9,6-4 6-1,3,Q1,95,1,8,56,39,29,7,8,4,5,6,4,82,49,27,12,9,8,13
,Bucaramanga CH,Clay,32,C,20160125,250,111797,7,,Nicolas Jarry,R,,CHI,20.27104723,377,118,144849,,,Camilo Andres Erazo,L,,COL,19.05817933,2081,1,6-2 6-0,3,Q1,54,2,2,34,17,15,13,7,0,0,0,1,46,28,11,6,7,5,10
,Bucaramanga CH,Clay,32,C,20160125,248,105456,,,Sergio Galdos,U,,PER,26.04243669,,,124206,,,Juan Montes,U,,ARG,34.72689938,2251,1,6-1 6-3,3,Q1,55,5,4,42,31,25,5,8,1,2,0,2,48,34,13,9,8,6,11
,Bucaramanga CH,Clay,32,C,20160125,247,106181,,,Felipe Mantilla,R,,COL,22.69130732,565,59,123756,,,William Jamphier Melano Granados,U,,COL,20.66529774,1578,2,6-1 6-2,3,Q1,65,0,1,34,21,17,9,7,1,2,0,7,68,39,20,11,8,8,14
,Bucaramanga CH,Clay,32,C,20160125,246,123755,8,,Daniel Elahi Galan Riveros,U,,COL,19.58384668,429,99,106059,,,Michel Vernier,U,,CHI,23.30732375,794,26,6-4 4-6 7-5,3,Q1,134,5,2,108,67,48,22,16,11,13,2,3,94,63,44,19,16,6,9
,Bucaramanga CH,Clay,32,C,20160125,245,106057,4,,Facundo Mena,U,,ARG,23.321013,341,136,126576,,,Javier Nunez,U,,COL,20.23545517,1894,1,6-1 6-1,3,Q1,51,4,2,34,12,11,15,7,0,1,0,4,54,22,7,15,7,7,13
,Bucaramanga CH,Clay,32,C,20160125,244,105120,,,Andres Molteni,R,,ARG,27.84394251,577,57,123747,,WC,Jose Fernando Carvajal Torres,R,,COL,17.83162218,2192,1,6-2 6-1,3,Q1,55,2,3,37,23,23,6,7,0,0,1,3,49,27,17,6,8,2,7
,Bucaramanga CH,Clay,32,C,20160125,243,105607,,,Gabriel Alejandro Hidalgo,U,,ARG,25.45106092,809,25,120982,,,Jose Daniel Bendeck,R,,COL,25.06776181,1230,6,6-2 6-2,3,Q1,62,0,3,49,31,22,10,8,2,3,3,4,46,21,10,10,8,4,9
,Bucaramanga CH,Clay,32,C,20160125,242,105338,5,,Maximiliano Estevez,L,,ARG,26.66940452,347,134,105334,,,Luis David Martinez,U,,VEN,26.68583162,617,50,6-3 6-2,3,Q1,67,2,2,51,29,19,14,9,2,4,1,6,46,25,15,6,8,3,8
